rec,name_verbatim,scientificName,sciname_sensu_stricto,taxonRank,TR_w_TCID,reference,ref2,year_published,qualifier,qual2,QUAL_LEVEL,qual2_interp,typeStatus,incl_in_analysis,data_source,individualCount,samplingMethod,nod_assoc,cat_note,CAT_ED,CAT_EXPANDED,temp_name_cat,size_cat,descr_id_with,description_dets,IMAGERY ONLY.ID,short_checklist,spp_habitat_info,other_rank,Match.type,taxon_note,Taxon.status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,depth,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,site_notes,multi-exped-year,year_est,date_year,expedition,
4831,Nannoniscus sp.2,Nannoniscus,Nannoniscus,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,118382,Nannoniscus,"G. O. Sars, 1870",Animalia,Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Nannoniscus,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4832,Apseudes sp.,Apseudes,Apseudes,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136185,Apseudes,"Leach, 1814",Animalia,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Apseudes,,,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4833,Agathotanais sp.,Agathotanais,Agathotanais,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136222,Agathotanais,"Hansen, 1913",Animalia,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4834,Paranarthrura sp.1,Paranarthrura,Paranarthrura,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136225,Paranarthrura,"Hansen, 1913",Animalia,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paranarthrura,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4835,Akanthophoreus sp.1,Akanthophoreus,Akanthophoreus,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136205,Akanthophoreus,"Sieg, 1986",Animalia,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Akanthophoreus,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4836,Chauliopleona sp.,Chauliopleona,Chauliopleona,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,246913,Chauliopleona,"Dojiri & Sieg, 1997",Animalia,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Chauliopleona,,,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4837,Stenotanais sp.,Stenotanais,Stenotanais,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136216,Stenotanais,"Bird & Holdich, 1984",Animalia,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Stenotanais,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4838,Stenotanais sp.1,Stenotanais,Stenotanais,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136216,Stenotanais,"Bird & Holdich, 1984",Animalia,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Stenotanais,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4839,Tumidochelia sp.,Tumidochelia,Tumidochelia,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,247031,Tumidochelia,"Knight, Larsen & Heard, 2003",Animalia,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Tumidochelia,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4840,Leviapseudes sp.1,Leviapseudes,Leviapseudes,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136192,Leviapseudes,"Sieg, 1983",Animalia,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Leviapseudes,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4841,Collettea sp.1,Collettea,Collettea,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136208,Collettea,"Lang, 1973",Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Collettea,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4842,Collettea sp.2,Collettea,Collettea,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136208,Collettea,"Lang, 1973",Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Collettea,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4843,Filitanais sp.,Filitanais,Filitanais,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136209,Filitanais,"Kudinova-Pasternak, 1973",Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Filitanais,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4844,Lepthognathiella sp.,Leptognathiella,Leptognathiella,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,unaccepted name,accepted,136211,Leptognathiella,"Hansen, 1913",Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Leptognathiella,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4845,Nipponognathiopsis sp.,Nippognathiopsis,Nippognathiopsis,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,729961,Nippognathiopsis,"B?a?ewicz-Paszkowycz, Bamber & Jó?wiak, 2013",Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Nippognathiopsis,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4846,Mesotanais sp.,Mesotanais,Mesotanais,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136236,Mesotanais,"Dollfus, 1897",Animalia,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,Mesotanais,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4847,Leptognathia sp.,Leptognathia,Leptognathia,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136229,Leptognathia,"Sars, 1882",Animalia,Arthropoda,Malacostraca,Tanaidacea,Leptognathiidae,Leptognathia,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4848,Neotanais brevis,Neotanais brevis,Neotanais brevis,species,species,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,1048919,Neotanais brevis,"Wi, Suh & Yu, 2015",Animalia,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,brevis,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4849,Neotanais capillus,Neotanais capillus,Neotanais capillus,species,species,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,827235,Neotanais capillus,"Wi, Suh & Yu, 2014",Animalia,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,capillus,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4850,Neotanais pacificus,Neotanais pacificus,Neotanais pacificus,species,species,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,827234,Neotanais pacificus,"Wi, Suh & Yu, 2014",Animalia,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,pacificus,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4851,Neotanais sp.1,Neotanais,Neotanais,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136204,Neotanais,"Beddard, 1886",Animalia,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4852,Neotanais triqueturus,Neotanais triqueturus,Neotanais triqueturus,species,species,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,1048920,Neotanais triqueturus,"Wi, Suh & Yu, 2015",Animalia,Arthropoda,Malacostraca,Tanaidacea,Neotanaidae,Neotanais,,triqueturus,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4853,Stenotanais arenasi,Stenotanais arenasi,Stenotanais arenasi,species,species,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,606516,Stenotanais arenasi,"Larsen, 2011",Animalia,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Stenotanais,,arenasi,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4854,Stenotanais sp.1,Stenotanais,Stenotanais,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136216,Stenotanais,"Bird & Holdich, 1984",Animalia,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Stenotanais,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4855,Araphura sp.,Araphura,Araphura,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136206,Araphura,"Bird & Holdich, 1984",Animalia,Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,Araphura,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4856,Tanaella sp.,Tanaella,Tanaella,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136221,Tanaella,"Norman & Stebbing, 1886",Animalia,Arthropoda,Malacostraca,Tanaidacea,Tanaellidae,Tanaella,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4857,Torquella sp.,Torquella,Torquella,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,247875,Torquella,"B?a?ewicz-Paszkowycz, 2007",Animalia,Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Torquella,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4858,Typhlotanais sp.,Typhlotanais,Typhlotanais,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136256,Typhlotanais,"Sars, 1882",Animalia,Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Typhlotanais,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4859,Typhlotanais sp.1,Typhlotanais,Typhlotanais,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,136256,Typhlotanais,"Sars, 1882",Animalia,Arthropoda,Malacostraca,Tanaidacea,Typhlotanaidae,Typhlotanais,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4860,Macrocypris sp.,Macrocypris,Macrocypris,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,127684,Macrocypris,"Brady, 1867",Animalia,Arthropoda,Ostracoda,Podocopida,Macrocyprididae,Macrocypris,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4861,Eucytheridea sp.,Eucytheridea,Eucytheridea,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,157644,Eucytheridea,"Bronstein, 1930",Animalia,Arthropoda,Ostracoda,Podocopida,Eucytheridae,Eucytheridea,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4862,Cypridina sp.1,Cypridina,Cypridina,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,"Note Simone: pelagic: yes. refs: From Kornicker, 1992: The pelagic genus Cypridina is primarily Indo-Pacific. Indian and Pacific oceans between latitudes of about 35°N and 30°S, planktonic. Geography: Indian and Pacific oceans. latitudes of about 35°N and 30°S",,exact,,accepted,127520,Cypridina,"Milne Edwards, 1840",Animalia,Arthropoda,Ostracoda,Myodocopida,Cypridinidae,Cypridina,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4863,Semicytherura sp.1,Semicytherura,Semicytherura,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,127617,Semicytherura,"Wagner, 1957",Animalia,Arthropoda,Ostracoda,Podocopida,Cytheruridae,Semicytherura,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4864,Eucytheridea sp.,Eucytheridea,Eucytheridea,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,157644,Eucytheridea,"Bronstein, 1930",Animalia,Arthropoda,Ostracoda,Podocopida,Eucytheridae,Eucytheridea,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4865,Macrocypris sp.,Macrocypris,Macrocypris,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,127684,Macrocypris,"Brady, 1867",Animalia,Arthropoda,Ostracoda,Podocopida,Macrocyprididae,Macrocypris,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4866,Xestoleberis sp.,Xestoleberis,Xestoleberis,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,127681,Xestoleberis,"Sars, 1866",Animalia,Arthropoda,Ostracoda,Podocopida,Xestoleberididae,Xestoleberis,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4867,Laqueus sp.,Laqueus,Laqueus,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,235265,Laqueus,"Dall, 1870",Animalia,Brachiopoda,Rhynchonellata,Terebratulida,Laqueidae,Laqueus,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4868,Corallium sp.1,Corallium,Corallium,genus,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,125325,Corallium,"Cuvier, 1798",Animalia,Cnidaria,Anthozoa,Alcyonacea,Coralliidae,Corallium,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4869,Primnoidae sp.,Primnoidae,Primnoidae,family,family,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,125278,Primnoidae,"Milne Edwards, 1857",Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4870,Schizopathes sp.,Schizopathes,Schizopathes,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,megafauna,morphology only (specimens),,,,,,exact,,accepted,103307,Schizopathes,"Brook, 1889",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Schizopathes,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4871,Cnidaria sp.1 ,Cnidaria,Cnidaria,phylum,temporary name,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,temporary name,poss indet not undescribed new species,morphospecies,macrofauna,morphology only (specimens),,,,,,exact,,accepted,1267,Cnidaria,"Hatschek, 1888",Animalia,Cnidaria,,,,,,,,,KOREA-1,,,,,,,,,,KR5,y,2014,2012-2014,RV Onnuri 2012-2014,
4872,Hyphalaster sp.,Hyphalaster,Hyphalaster,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,megafauna,morphology only (specimens),,,,,,exact,,accepted,123265,Hyphalaster,"Sladen, 1883",Animalia,Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,Hyphalaster,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4873,Policordia sp.,Policordia,Policordia,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,138655,Policordia,"Dall, Bartsch & Rehder, 1938",Animalia,Mollusca,Bivalvia,,Lyonsiellidae,Policordia,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4874,Cuspidaria haasi,Cuspidaria haasi,Cuspidaria haasi,species,species,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,407774,Cuspidaria haasi,"Knudsen, 1970",Animalia,Mollusca,Bivalvia,,Cuspidariidae,Cuspidaria,,haasi,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4875,Axinulus sp.,Axinulus,Axinulus,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,152413,Axinulus,"Verrill & Bush, 1898",Animalia,Mollusca,Bivalvia,Lucinida,Thyasiridae,Axinulus,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4876,Dacrydium sp.,Dacrydium,Dacrydium,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,138217,Dacrydium,"Torell, 1859",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Dacrydium,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4877,Modiolus sp.,Modiolus,Modiolus,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,138223,Modiolus,"Lamarck, 1799",Animalia,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4878,Cyclopecten sp.,Cyclopecten,Cyclopecten,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,138317,Cyclopecten,"A. E. Verrill, 1897",Animalia,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Cyclopecten,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4879,Kelliella bruuni,Vesicomya bruuni,Vesicomya bruuni,species,species,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,benthic,,exact,unaccepted name,accepted,464341,Vesicomya bruuni,"Filatova, 1969",Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,,bruuni,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4880,Vesicomya pacifica,Vesicomya pacifica,Vesicomya pacifica,species,species,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,benthic,,exact,,accepted,464378,Vesicomya pacifica,"(E. A. Smith, 1885)",Animalia,Mollusca,Bivalvia,Venerida,Vesicomyidae,Vesicomya,,pacifica,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4881,Policordia sp.,Policordia,Policordia,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,,exact,,accepted,138655,Policordia,"Dall, Bartsch & Rehder, 1938",Animalia,Mollusca,Bivalvia,,Lyonsiellidae,Policordia,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4882,Patellogastropoda sp.,Patellogastropoda,Patellogastropoda,subclass,subclass,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,macrofauna,morphology only (specimens),,,,,y,exact,,accepted,382158,Patellogastropoda,"Lindberg, 1986",Animalia,Mollusca,Gastropoda,,,,,,,,KOREA-1,,,,,,,,,,KR5,y,2012,2012-2014,RV Onnuri 2012-2014,
4883,Pheronema sp.,Pheronema,Pheronema,genus,genus,Yu_etal_2018,,2018,,,,,,,table S1 (in text),,box corer,,,record,record,,megafauna,morphology only (specimens),,,,,,exact,,accepted,132098,Pheronema,"Leidy, 1868",Animalia,Porifera,Hexactinellida,Amphidiscosida,Pheronematidae,Pheronema,,,,,KOREA-1,,,,,,,,,,KR5,y,2013,2012-2014,RV Onnuri 2012-2014,
4884,Actinaria,Actiniaria,Actiniaria,order,order,Radziejewska&Stoyanova_2000,,2000,,,,,,,,,,,,record,record,,megafauna,morphology only (imagery),,,,,,exact,accepted,accepted,1360,Actiniaria,"Hertwig, 1882",Animalia,Cnidaria,Anthozoa,Actiniaria,,,,,,,IOM,,,,,,,,,,,y,1995,1994; 1995; 1997,,
4885,Holothuroidea,Holothuroidea,Holothuroidea,class,class,Radziejewska&Stoyanova_2000,,2000,,,,,,,,,,,,record,record,,megafauna,morphology only (imagery),,,,,,exact,,accepted,123083,Holothuroidea,,Animalia,Echinodermata,Holothuroidea,,,,,,,,IOM,,,,,,,,,,,y,1997,1994; 1995; 1997,,
4886,Ophiuroidea,Ophiuroidea,Ophiuroidea,class,class,Radziejewska&Stoyanova_2000,,2000,,,,,,,,,,,,record,record,,megafauna,morphology only (imagery),,,,,,exact,,accepted,123084,Ophiuroidea,"Gray, 1840",Animalia,Echinodermata,Ophiuroidea,,,,,,,,IOM,,,,,,,,,,,y,1997,1994; 1995; 1997,,
