Kingdom,Phylum,Class,Order,Family,Genus,Species,scientificName,taxonConceptID,habitat_interim,size_cat
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetinae,Ampharetinae sp.D,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetinae,Ampharetinae sp.E,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp.1,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetid New Genus A sp A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp (NHM_044),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp (NHM_062),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp (NHM_163),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp (NHM_265),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp (NHM_292),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp (NHM_44),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp (NHM_62),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_015),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_044),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_062),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_1082),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_1161),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_1338),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_1578),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_1599),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_163),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_1668B),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_265),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_292),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_438),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_774),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp. (NHM_789),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae sp.2,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ampharetidae,,,Ampharetidae,Ampharetidae - sp. indeterminate,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 122,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 125,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 13,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 16,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2062,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2069,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2086,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2089,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2098,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2100,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2323,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2344,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2345,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2395,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2409,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2410,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2411,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2431,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2444,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 2494,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 295,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 328,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 375,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 378,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 430a,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 466b,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. 61,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. 10,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. 163,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. 2059,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. 2101,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. 2102,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. 2325,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. 2419,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. 2481,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. 374,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. 562,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,cf Monticelina sp. 613,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 330,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 466b,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,Tharyx,Tharyx sp. 122,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,Tharyx,Tharyx sp. 2359,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta 811,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta 812,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta 814,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta 815,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta 816,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta 817,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta 818,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta 820,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta 831,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,,Caulleriella,Caulleriella sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone 823,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone 827,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone 828,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone 829,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp.B,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp.C,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp.D,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae 969,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,CirratulidgenusA 810,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,CirratulidgenusA 824,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,Tharyx,Tharyx 819,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,Tharyx,Tharyx 832,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,Tharyx,Tharyx 836,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,Tharyx,Tharyx sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,Tharyx,Tharyx sp.B sp.B,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_2163),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_369),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta species #1461,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta species #1644,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta species #1784,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone species #1950,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. B,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. C,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. D,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. E,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. F,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia,,Kirkegaardia,Monticellina sp. A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,monilaris,Aphelochaeta monilaris,Aphelochaeta cf. molinaris,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,brunnea,Chaetozone brunnea,Chaetozone cf. brunnea,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,gracilis,Chaetozone gracilis,Chaetozone cf. gracilis,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,setosa,Chaetozone setosa,Chaetozone cf. setosa,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 1-Tharyx sp. A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp.1,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Kirkegaardia,,Kirkegaardia,Monticellina sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp NEW NAME NHM_172,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,(Aphelochaeta wilsoni) sp. 9,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,,Aphelochaeta,Aphelochaeta sp. (NHM_172),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp NEW NAME NHM_165,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp NEW NAME NHM_340,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,(Chaetozone trubloodi) sp. 6,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone  sp. A PIP_94,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. (NHM_165),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Chaetozone,,Chaetozone,Chaetozone sp. (NHM_340),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_033),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_1001),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_1235),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_1518),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_1875),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_530),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_618),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_734),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_904),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_915G),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. (NHM_945C),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 10,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 2,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 3,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 3 (Chaetozone),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 4,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 5 ,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 7,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae sp. 8 ,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,PIP_95,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,Tharyx,Tharyx sp A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Tharyx,,Tharyx,Tharyx sp. (NHM_033),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,monilaris,Aphelochaeta monilaris,Aphelochaeta cf monilaris,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,monilaris,Aphelochaeta monilaris,Aphelochaeta cf. monilaris,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,Aphelochaeta,monilaris,Aphelochaeta monilaris,Aphelochaeta cf. monilaris (NHM_269),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Cirratulidae,,,Cirratulidae,Cirratulidae - sp. indeterminate,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Ctenodrilidae,,,Ctenodrilidae,Ctenodrilidae sp.1,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Fauveliopsidae,Laubieriopsis,,Laubieriopsis,Laubieriopsis sp. 2509,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Fauveliopsidae,Fauveliopsis,,Fauveliopsis,Fauveliopsis 940,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Fauveliopsidae,Fauveliopsis,,Fauveliopsis,Fauveliopsis 941,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Fauveliopsidae,Fauveliopsis,,Fauveliopsis,Fauveliopsis sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,cf Flabelliderma sp. 425a,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,cf Pherusa sp. 11,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,cf Pherusa sp. 2508,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,cf Pherusa sp. 425a,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,Diplocirrus,Diplocirrus sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,Diplocirrus,Diplocirrus sp.B,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Flabelliderma,,Flabelliderma,Flabelliderma sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Flabelliderma,,Flabelliderma,Flabelliderma sp.B,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Brada? 904,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Diplocirrus? 903,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Diplocirrus? 905,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae spB,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae spC,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Diplocirrus,,Diplocirrus,Diplocirrus sp. PIP#10,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabellideridae sp.1,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp.1,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Brada sp H,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Brada sp. (NHM_045),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_045),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_1157),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_1274),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_1313),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_1638),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_2124),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_555),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_566),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_630A),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_738),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,,,Flabelligeridae,Flabelligeridae sp. (NHM_955),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Flabelligeridae,Lamispina,,Lamispina,Lamispina sp. 1,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,Terebellidae,Terebellidae sp. 385,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,Terebellidae,Terebellidae sp. 552,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,,Pista,Pista sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,Terebellidae,Terebellidae sp.A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,Terebellidae,Terebellidae sp A,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,Terebellidae,Terebellidae sp B,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,Terebellidae,Terebellidae sp C,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,Terebellidae,Terebellidae sp D,sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,Terebellidae,Terebellidae sp. (NHM_018),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,Terebellidae,Terebellidae sp. (NHM_038),sediment,macrofauna
Animalia,Annelida,Polychaeta,Terebellida,Terebellidae,,,Terebellidae,Terebellidae sp. (NHM_167),sediment,macrofauna
