rec,name_verbatim,scientificName,sciname_sensu_stricto,taxonRank,TR_w_TCID,reference,ref2,year_published,qualifier,qual2,QUAL_LEVEL,qual2_interp,typeStatus,incl_in_analysis,data_source,individualCount,to_do,note,samplingMethod,nod_assoc,cat_note,CAT_ED,CAT_EXPANDED,temp_name_cat,size_cat,descr_id_with,description_dets,IMAGERY ONLY.ID,short_checklist,spp_habitat_info,other_rank,Match.type,taxon_note,Taxon.status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,depth,UPSET_NOTE,UPSET_CAT,INTERP_AREA1,latitude,longitude,station,area1,area2,area3,area4,area5,area6,area7,area8,area9,area10,site_notes,multi-exped-year,year_est,date_year,expedition,
7807,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7808,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7809,Paralacydonia sp. A,Paralacydonia,Paralacydonia,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129428,Paralacydonia,"Fauvel, 1913",Animalia,Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,Paralacydonia,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7810,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7811,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7812,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7813,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7814,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7815,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7816,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7817,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7818,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7819,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7820,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7821,Paraonidae indet.,Paraonidae,Paraonidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7822,Paraonidae sp. A,Paraonidae,Paraonidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,903,Paraonidae,"Cerruti, 1909",Animalia,Annelida,Polychaeta,,Paraonidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7823,Phyllodocidae indet.,Phyllodocidae,Phyllodocidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,931,Phyllodocidae,"Örsted, 1843",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7824,Phyllodocidae indet.,Phyllodocidae,Phyllodocidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,931,Phyllodocidae,"Örsted, 1843",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7825,Phyllodocidae indet.,Phyllodocidae,Phyllodocidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,931,Phyllodocidae,"Örsted, 1843",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7826,Phyllodocidae indet.,Phyllodocidae,Phyllodocidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,931,Phyllodocidae,"Örsted, 1843",Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7827,Poecilochaetous sp. A,Poecilochaetus,Poecilochaetus,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129471,Poecilochaetus,"Claparède in Ehlers, 1875",Animalia,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7828,Poecilochaetous sp. A,Poecilochaetus,Poecilochaetus,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129471,Poecilochaetus,"Claparède in Ehlers, 1875",Animalia,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7829,Poecilochaetous sp. A,Poecilochaetus,Poecilochaetus,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129471,Poecilochaetus,"Claparède in Ehlers, 1875",Animalia,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7830,Polychaete indet.,Polychaeta,Polychaeta,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,883,Polychaeta,"Grube, 1850",Animalia,Annelida,Polychaeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7831,Polynoidae indet.,Polynoidae,Polynoidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,939,Polynoidae,"Kinberg, 1856",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7832,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7833,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7834,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7835,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7836,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7837,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7838,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7839,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7840,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7841,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7842,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7843,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7844,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7845,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7846,Prionospio sp. A,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7847,Prionospio sp. B,Prionospio,Prionospio,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129620,Prionospio,"Malmgren, 1867",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Prionospio,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7848,Progoniada sp. A,Progoniada,Progoniada,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129302,Progoniada,"Hartman, 1965",Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Progoniada,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7849,Progoniada sp. A,Progoniada,Progoniada,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129302,Progoniada,"Hartman, 1965",Animalia,Annelida,Polychaeta,Phyllodocida,Goniadidae,Progoniada,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7850,Questa sp. A,Questa,Questa,genus,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,129517,Questa,"Hartman, 1966",Animalia,Annelida,Polychaeta,,Orbiniidae,Questa,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7851,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7852,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7853,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7854,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7855,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7856,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7857,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7858,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7859,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7860,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7861,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7862,Sabellidae indet.,Sabellidae,Sabellidae,family,family,Wilson_2017,,2017,indet.,,,,,"no-overlap with Glover et al., 2002",,,,,,,,temporary name,,,,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7863,Sabellidae sp. A,Sabellidae,Sabellidae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,985,Sabellidae,"Latreille, 1825",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7864,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7865,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7866,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7867,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7868,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7869,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7870,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7871,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7872,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7873,Sabellinae sp. A,Sabellinae,Sabellinae,family,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7874,Sabellinae sp. A,Sabellinae,Sabellinae,subfamily,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7875,Sabellinae sp. A,Sabellinae,Sabellinae,subfamily,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7876,Sabellinae sp. A,Sabellinae,Sabellinae,subfamily,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
7877,Sabellinae sp. A,Sabellinae,Sabellinae,subfamily,temporary name,Wilson_2017,,2017,,,,,,"no-overlap with Glover et al., 2002",,,,,box core,,,temporary name,poss undescribed new species,morphospecies,macrofauna,,,,,,,,,,154917,Sabellinae,"Chamberlin, 1919",Animalia,Annelida,Polychaeta,Sabellida,Sabellidae,,,,,,,,,,,,,,,,,,,,,,,,,,BPRA 1,
