"","Species","Individuals"
"N35461",2722.73813630595,35461
"N35481",2723.51025111681,35481
"N35501",2724.28205801791,35501
"N35521",2725.0535571542,35521
"N35541",2725.82474876292,35541
"N35561",2726.59563320958,35561
"N35581",2727.36621062191,35581
"N35601",2728.13648120953,35601
"N35621",2728.90644531157,35621
"N35641",2729.67610312446,35641
"N35661",2730.44545487943,35661
"N35681",2731.21450081086,35681
"N35701",2731.98324116756,35701
"N35721",2732.75167621336,35721
"N35741",2733.51980609988,35741
"N35761",2734.28763119,35761
"N35781",2735.05515159782,35781
"N35801",2735.82236766884,35801
"N35821",2736.5892795487,35821
"N35841",2737.35588746903,35841
"N35861",2738.12219173887,35861
"N35881",2738.88819256642,35881
"N35901",2739.65389018607,35901
"N35921",2740.41928481438,35921
"N35941",2741.18437668928,35941
"N35961",2741.94916603604,35961
"N35981",2742.7136531251,35981
"N36001",2743.47783816813,36001
"N36021",2744.24172141356,36021
"N36041",2745.0053030446,36041
"N36061",2745.76858334248,36061
"N36081",2746.53156254252,36081
"N36101",2747.29424080361,36101
"N36121",2748.0566184774,36121
"N36141",2748.81869567824,36141
"N36161",2749.58047271444,36161
"N36181",2750.34194976876,36181
"N36201",2751.10312711086,36201
"N36221",2751.86400495021,36221
"N36241",2752.62458353478,36241
"N36261",2753.38486306673,36261
"N36281",2754.14484377326,36281
"N36301",2754.90452590569,36301
"N36321",2755.66390967864,36321
"N36341",2756.42299535362,36341
"N36361",2757.18178309577,36361
"N36381",2757.94027320176,36381
"N36401",2758.69846581877,36401
"N36421",2759.45636124633,36421
"N36441",2760.21395968212,36441
"N36461",2760.97126139342,36461
"N36481",2761.72826651179,36481
"N36501",2762.48497532767,36501
"N36521",2763.24138810222,36521
"N36541",2763.99750498971,36541
"N36561",2764.75332623912,36561
"N36581",2765.50885206284,36581
"N36601",2766.26408275264,36601
"N36621",2767.01901845851,36621
"N36641",2767.77365941799,36641
"N36661",2768.52800586495,36661
"N36681",2769.28205802488,36681
"N36701",2770.03581616299,36701
"N36721",2770.78928039459,36721
"N36741",2771.54245103845,36741
"N36761",2772.29532828821,36761
"N36781",2773.04791234105,36781
"N36801",2773.80020346563,36801
"N36821",2774.55220184303,36821
"N36841",2775.30390770574,36841
"N36861",2776.05532129571,36861
"N36881",2776.80644282893,36881
"N36901",2777.55727249162,36901
"N36921",2778.30781050311,36921
"N36941",2779.05805713217,36941
"N36961",2779.80801259712,36961
"N36981",2780.55767707189,36981
"N37001",2781.3070507822,37001
"N37021",2782.05613396245,37021
"N37041",2782.80492686441,37041
"N37061",2783.55342962203,37061
"N37081",2784.30164254823,37081
"N37101",2785.04956578462,37101
"N37121",2785.79719957812,37121
"N37141",2786.5445441557,37141
"N37161",2787.29159974659,37161
"N37181",2788.03836653017,37181
"N37201",2788.7848447353,37201
"N37221",2789.53103460204,37221
"N37241",2790.27693629809,37241
"N37261",2791.0225500768,37261
"N37281",2791.76787615251,37281
"N37301",2792.51291474899,37301
"N37321",2793.2576660268,37321
"N37341",2794.00213025756,37341
"N37361",2794.74630762319,37361
"N37381",2795.49019836772,37381
"N37401",2796.2338026605,37401
"N37421",2796.97712077356,37421
"N37441",2797.72015288405,37441
"N37461",2798.46289917927,37461
"N37481",2799.20535990583,37481
"N37501",2799.94753532963,37501
"N37521",2800.68942558243,37521
"N37541",2801.43103086329,37541
"N37561",2802.17235141485,37561
"N37581",2802.9133875233,37581
"N37601",2803.65413925694,37601
"N37621",2804.39460695958,37621
"N37641",2805.13479072336,37641
"N37661",2805.87469087831,37661
"N37681",2806.61430753034,37681
"N37701",2807.35364092561,37701
"N37721",2808.09269131301,37721
"N37741",2808.83145886592,37741
"N37761",2809.5699437909,37761
"N37781",2810.30814628402,37781
"N37801",2811.04606660128,37801
"N37821",2811.783704936,37821
"N37841",2812.52106146497,37841
"N37861",2813.25813639672,37861
"N37881",2813.99492998535,37881
"N37901",2814.73144237982,37901
"N37921",2815.46767385578,37921
"N37941",2816.20362454033,37941
"N37961",2816.93929471259,37961
"N37981",2817.67468453076,37981
"N38001",2818.40979423149,38001
"N38021",2819.14462398102,38021
"N38041",2819.87917402333,38041
"N38061",2820.61344456645,38061
"N38081",2821.34743578884,38081
"N38101",2822.08114790703,38101
"N38121",2822.81458110362,38121
"N38141",2823.5477356406,38141
"N38161",2824.28061167672,38161
"N38181",2825.01320943969,38181
"N38201",2825.74552908797,38201
"N38221",2826.47757085983,38221
"N38241",2827.20933497215,38241
"N38261",2827.9408216239,38261
"N38281",2828.67203096303,38281
"N38301",2829.40296325756,38301
"N38321",2830.13361868027,38321
"N38341",2830.86399741621,38341
"N38361",2831.59409972078,38361
"N38381",2832.32392576148,38381
"N38401",2833.05347574067,38401
"N38421",2833.78274985777,38421
"N38441",2834.51174832742,38441
"N38461",2835.24047129865,38461
"N38481",2835.96891905117,38481
"N38501",2836.69709174617,38501
"N38521",2837.42498956906,38521
"N38541",2838.15261274204,38541
"N38561",2838.87996145529,38561
"N38581",2839.60703589834,38581
"N38601",2840.33383628898,38601
"N38621",2841.06036282863,38621
"N38641",2841.78661566845,38641
"N38661",2842.51259506736,38661
"N38681",2843.23830121459,38681
"N38701",2843.96373424894,38701
"N38721",2844.68889443865,38721
"N38741",2845.41378196155,38741
"N38761",2846.13839698716,38761
"N38781",2846.86273974357,38781
"N38801",2847.58681043259,38801
"N38821",2848.31060919976,38821
"N38841",2849.03413628346,38841
"N38861",2849.75739185626,38861
"N38881",2850.48037614529,38881
"N38901",2851.20308934612,38901
"N38921",2851.92553161011,38921
"N38941",2852.64770317522,38941
"N38961",2853.36960422331,38961
"N38981",2854.09123493972,38981
"N39001",2854.81259551049,39001
"N39021",2855.53368614485,39021
"N39041",2856.25450702752,39041
"N39061",2856.97505836378,39061
"N39081",2857.69534037685,39081
"N39101",2858.41535317156,39101
"N39121",2859.13509705247,39121
"N39141",2859.85457211164,39141
"N39161",2860.57377860546,39161
"N39181",2861.29271669051,39181
"N39201",2862.01138659468,39201
"N39221",2862.72978846989,39221
"N39241",2863.44792251838,39241
"N39261",2864.16578896624,39261
"N39281",2864.88338794774,39281
"N39301",2865.60071971974,39301
"N39321",2866.31778441269,39321
"N39341",2867.03458224794,39341
"N39361",2867.75111339553,39361
"N39381",2868.46737805925,39381
"N39401",2869.18337645094,39401
"N39421",2869.89910873032,39421
"N39441",2870.61457508272,39441
"N39461",2871.32977571976,39461
"N39481",2872.04471082817,39481
"N39501",2872.75938056768,39501
"N39521",2873.47378514571,39521
"N39541",2874.18792474319,39541
"N39561",2874.90179957831,39561
"N39581",2875.61540983422,39581
"N39601",2876.32875563804,39601
"N39621",2877.04183723881,39621
"N39641",2877.75465481655,39641
"N39661",2878.46720854007,39661
"N39681",2879.17949859549,39681
"N39701",2879.89152518595,39701
"N39721",2880.60328847502,39721
"N39741",2881.31478867405,39741
"N39761",2882.02602595882,39761
"N39781",2882.73700051077,39781
"N39801",2883.44771250454,39801
"N39821",2884.15816215009,39821
"N39841",2884.86834960787,39841
"N39861",2885.57827510497,39861
"N39881",2886.28793879825,39881
"N39901",2886.99734082782,39901
"N39921",2887.70648145558,39921
"N39941",2888.41536083134,39941
"N39961",2889.12397911569,39961
"N39981",2889.83233654349,39981
"N40001",2890.54043324692,40001
"N40021",2891.2482694447,40021
"N40041",2891.95584528143,40041
"N40061",2892.66316100746,40061
"N40081",2893.37021671755,40081
"N40101",2894.07701267087,40101
"N40121",2894.78354899763,40121
"N40141",2895.48982592635,40141
"N40161",2896.19584357716,40161
"N40181",2896.901602193,40181
"N40201",2897.60710192366,40201
"N40221",2898.31234294166,40221
"N40241",2899.0173254697,40241
"N40261",2899.72204966174,40261
"N40281",2900.42651564908,40281
"N40301",2901.13072368445,40301
"N40321",2901.83467393719,40321
"N40341",2902.53836656077,40341
"N40361",2903.24180176594,40361
"N40381",2903.94497969506,40381
"N40401",2904.64790053367,40401
"N40421",2905.350564476,40421
"N40441",2906.05297172069,40441
"N40461",2906.75512237607,40461
"N40481",2907.4570167297,40481
"N40501",2908.15865486666,40501
"N40521",2908.86003695818,40521
"N40541",2909.56116328787,40541
"N40561",2910.26203393341,40561
"N40581",2910.96264911983,40581
"N40601",2911.66300898146,40601
"N40621",2912.36311373215,40621
"N40641",2913.06296353597,40641
"N40661",2913.76255856312,40661
"N40681",2914.46189901697,40681
"N40701",2915.16098506402,40701
"N40721",2915.85981685908,40721
"N40741",2916.55839459803,40741
"N40761",2917.25671845023,40761
"N40781",2917.95478856749,40781
"N40801",2918.6526051748,40801
"N40821",2919.3501684193,40821
"N40841",2920.04747846802,40841
"N40861",2920.74453549876,40861
"N40881",2921.44133969869,40881
"N40901",2922.13789123852,40901
"N40921",2922.83419028576,40921
"N40941",2923.53023701527,40941
"N40961",2924.22603158589,40961
"N40981",2924.92157422095,40981
"N41001",2925.61686505445,41001
"N41021",2926.31190424838,41021
"N41041",2927.00669201153,41041
"N41061",2927.70122847142,41061
"N41081",2928.39551384561,41081
"N41101",2929.08954828541,41101
"N41121",2929.78333195898,41121
"N41141",2930.47686505467,41141
"N41161",2931.17014773651,41161
"N41181",2931.86318017659,41181
"N41201",2932.5559625355,41201
"N41221",2933.24849499114,41221
"N41241",2933.94077772296,41241
"N41261",2934.63281087964,41261
"N41281",2935.32459468551,41281
"N41301",2936.01612921475,41301
"N41321",2936.70741473061,41321
"N41341",2937.39845134631,41341
"N41361",2938.08923927954,41361
"N41381",2938.7797786788,41381
"N41401",2939.47006970746,41401
"N41421",2940.1601124867,41421
"N41441",2940.84990729901,41441
"N41461",2941.53945417978,41461
"N41481",2942.22875341711,41481
"N41501",2942.91780514035,41501
"N41521",2943.6066094801,41521
"N41541",2944.29516661816,41541
"N41561",2944.98347676327,41561
"N41581",2945.67154004955,41581
"N41601",2946.35935662456,41601
"N41621",2947.04692669584,41621
"N41641",2947.73425044738,41641
"N41661",2948.42132797194,41661
"N41681",2949.10815949234,41681
"N41701",2949.79474517536,41701
"N41721",2950.48108518868,41721
"N41741",2951.16717965522,41741
"N41761",2951.85302878666,41761
"N41781",2952.53863272398,41781
"N41801",2953.22399164954,41801
"N41821",2953.90910571759,41821
"N41841",2954.59397507763,41841
"N41861",2955.2785999466,41861
"N41881",2955.96298045056,41881
"N41901",2956.64711675237,41901
"N41921",2957.33100904471,41921
"N41941",2958.0146574505,41941
"N41961",2958.69806215956,41961
"N41981",2959.38122335259,41981
"N42001",2960.06414115482,42001
"N42021",2960.74681574976,42021
"N42041",2961.42924731221,42041
"N42061",2962.11143598004,42061
"N42081",2962.79338193777,42081
"N42101",2963.47508536522,42101
"N42121",2964.15654638564,42121
"N42141",2964.83776515717,42141
"N42161",2965.51874189419,42161
"N42181",2966.19947670599,42181
"N42201",2966.87996977881,42201
"N42221",2967.56022128336,42221
"N42241",2968.24023138729,42241
"N42261",2968.92000020119,42261
"N42281",2969.59952791547,42281
"N42301",2970.27881473611,42301
"N42321",2970.95786075768,42321
"N42341",2971.63666618895,42341
"N42361",2972.31523115026,42361
"N42381",2972.99355583027,42381
"N42401",2973.67164037911,42401
"N42421",2974.34948498466,42421
"N42441",2975.02708974574,42441
"N42461",2975.70445487474,42461
"N42481",2976.3815805216,42481
"N42501",2977.05846683314,42501
"N42521",2977.73511398637,42521
"N42541",2978.41152212384,42541
"N42561",2979.0876914016,42561
"N42581",2979.76362200976,42581
"N42601",2980.43931405576,42601
"N42621",2981.11476774146,42621
"N42641",2981.78998319998,42641
"N42661",2982.46496064687,42661
"N42681",2983.13970013991,42681
"N42701",2983.81420190559,42701
"N42721",2984.48846610319,42721
"N42741",2985.16249286043,42741
"N42761",2985.83628234686,42761
"N42781",2986.50983472145,42781
"N42801",2987.18315015747,42801
"N42821",2987.85622879016,42821
"N42841",2988.52907076886,42841
"N42861",2989.20167625249,42861
"N42881",2989.87404543709,42881
"N42901",2990.5461784281,42901
"N42921",2991.21807544453,42921
"N42941",2991.88973655353,42941
"N42961",2992.56116199078,42961
"N42981",2993.23235186913,42981
"N43001",2993.90330635341,43001
"N43021",2994.57402558652,43021
"N43041",2995.24450975215,43041
"N43061",2995.91475898209,43061
"N43081",2996.58477344163,43081
"N43101",2997.25455329307,43101
"N43121",2997.9240986765,43121
"N43141",2998.59340973869,43141
"N43161",2999.26248665147,43161
"N43181",2999.93132956701,43181
"N43201",3000.59993862411,43201
"N43221",3001.26831400158,43221
"N43241",3001.9364558271,43241
"N43261",3002.60436428863,43261
"N43281",3003.27203947689,43281
"N43301",3003.9394816165,43301
"N43321",3004.60669080512,43321
"N43341",3005.27366723503,43341
"N43361",3005.94041101398,43361
"N43381",3006.60692235054,43381
"N43401",3007.27320132729,43401
"N43421",3007.93924819896,43421
"N43441",3008.60506300001,43441
"N43461",3009.27064596208,43461
"N43481",3009.93599722765,43481
"N43501",3010.60111691595,43501
"N43521",3011.26600518085,43521
"N43541",3011.93066220389,43541
"N43561",3012.59508811014,43561
"N43581",3013.25928309031,43581
"N43601",3013.92324720672,43601
"N43621",3014.58698070301,43621
"N43641",3015.25048369844,43641
"N43661",3015.91375633865,43661
"N43681",3016.5767987664,43681
"N43701",3017.23961111167,43701
"N43721",3017.90219359224,43721
"N43741",3018.56454628152,43741
"N43761",3019.22666939152,43761
"N43781",3019.88856304227,43781
"N43801",3020.55022738457,43801
"N43821",3021.21166250439,43821
"N43841",3021.87286866672,43841
"N43861",3022.53384599794,43861
"N43881",3023.19459456032,43881
"N43901",3023.85511457932,43901
"N43921",3024.51540615992,43921
"N43941",3025.17546952066,43941
"N43961",3025.83530470876,43961
"N43981",3026.49491192552,43981
"N44001",3027.15429135397,44001
"N44021",3027.81344305761,44021
"N44041",3028.47236722998,44041
"N44061",3029.13106403808,44061
"N44081",3029.78953358458,44081
"N44101",3030.44777607242,44101
"N44121",3031.10579156463,44121
"N44141",3031.76358028804,44141
"N44161",3032.42114235998,44161
"N44181",3033.07847792515,44181
"N44201",3033.73558710911,44201
"N44221",3034.39247009554,44221
"N44241",3035.04912699094,44241
"N44261",3035.70555798687,44261
"N44281",3036.36176318859,44281
"N44301",3037.01774274843,44301
"N44321",3037.67349682554,44321
"N44341",3038.32902559458,44341
"N44361",3038.9843291257,44361
"N44381",3039.63940759097,44381
"N44401",3040.29426114989,44401
"N44421",3040.9488899579,44421
"N44441",3041.60329414457,44441
"N44461",3042.25747382521,44461
"N44481",3042.91142921087,44481
"N44501",3043.56516038955,44501
"N44521",3044.2186675101,44521
"N44541",3044.87195074096,44541
"N44561",3045.52501020516,44561
"N44581",3046.17784605796,44581
"N44601",3046.83045841193,44601
"N44621",3047.48284746487,44621
"N44641",3048.13501331913,44641
"N44661",3048.7869561387,44661
"N44681",3049.43867603192,44681
"N44701",3050.09017316142,44701
"N44721",3050.74144769706,44721
"N44741",3051.39249973043,44741
"N44761",3052.04332943998,44761
"N44781",3052.69393692454,44781
"N44801",3053.34432240976,44801
"N44821",3053.99448595574,44821
"N44841",3054.6444277064,44841
"N44861",3055.29414784969,44861
"N44881",3055.94364650866,44881
"N44901",3056.59292382154,44901
"N44921",3057.24197992665,44921
"N44941",3057.89081496554,44941
"N44961",3058.5394290446,44961
"N44981",3059.18782238935,44981
"N45001",3059.83599506454,45001
"N45021",3060.48394722803,45021
"N45041",3061.13167902931,45041
"N45061",3061.77919061285,45061
"N45081",3062.42648207027,45081
"N45101",3063.07355364701,45101
"N45121",3063.72040537039,45121
"N45141",3064.36703740008,45141
"N45161",3065.01344994401,45161
"N45181",3065.65964309037,45181
"N45201",3066.30561696869,45201
"N45221",3066.95137174485,45221
"N45241",3067.59690753559,45241
"N45261",3068.2422244743,45261
"N45281",3068.88732274067,45281
"N45301",3069.53220243306,45301
"N45321",3070.17686368809,45321
"N45341",3070.82130669515,45341
"N45361",3071.46553152555,45361
"N45381",3072.1095383366,45381
"N45401",3072.75332727327,45401
"N45421",3073.39689851442,45421
"N45441",3074.04025209185,45441
"N45461",3074.68338824415,45461
"N45481",3075.3263070666,45481
"N45501",3075.96900868252,45501
"N45521",3076.61149324871,45521
"N45541",3077.25376092133,45541
"N45561",3077.89581175652,45561
"N45581",3078.53764597869,45581
"N45601",3079.17926372753,45601
"N45621",3079.8206650563,45621
"N45641",3080.46185016288,45641
"N45661",3081.10281914882,45661
"N45681",3081.7435721957,45681
"N45701",3082.38410940106,45701
"N45721",3083.02443088598,45721
"N45741",3083.66453685235,45741
"N45761",3084.30442735872,45761
"N45781",3084.94410257969,45781
"N45801",3085.58356264048,45801
"N45821",3086.22280766262,45821
"N45841",3086.86183781185,45841
"N45861",3087.50065321706,45861
"N45881",3088.13925397502,45881
"N45901",3088.77764025802,45901
"N45921",3089.41581219145,45921
"N45941",3090.05376990274,45941
"N45961",3090.69151351555,45961
"N45981",3091.32904318704,45981
"N46001",3091.96635901934,46001
"N46021",3092.60346115493,46021
"N46041",3093.24034978792,46041
"N46061",3093.87702495084,46061
"N46081",3094.51348684447,46081
"N46101",3095.14973557256,46101
"N46121",3095.78577129841,46121
"N46141",3096.42159409784,46141
"N46161",3097.05720416515,46161
"N46181",3097.69260157319,46181
"N46201",3098.32778651772,46201
"N46221",3098.9627590599,46221
"N46241",3099.5975194235,46241
"N46261",3100.23206765895,46261
"N46281",3100.86640390306,46281
"N46301",3101.50052830611,46301
"N46321",3102.13444105017,46321
"N46341",3102.76814216319,46341
"N46361",3103.4016318887,46361
"N46381",3104.03491024424,46381
"N46401",3104.66797743808,46401
"N46421",3105.30083357355,46421
"N46441",3105.93347878708,46441
"N46461",3106.56591320095,46461
"N46481",3107.19813697458,46481
"N46501",3107.83015017343,46501
"N46521",3108.4619529989,46521
"N46541",3109.09354552699,46541
"N46561",3109.72492792509,46561
"N46581",3110.35610030758,46581
"N46601",3110.98706282188,46601
"N46621",3111.61781554644,46621
"N46641",3112.24835864618,46641
"N46661",3112.8786922571,46661
"N46681",3113.50881649896,46681
"N46701",3114.13873150899,46701
"N46721",3114.76843738393,46721
"N46741",3115.39793425778,46741
"N46761",3116.02722231832,46761
"N46781",3116.65630163478,46781
"N46801",3117.28517233087,46801
"N46821",3117.9138345812,46821
"N46841",3118.54228846502,46841
"N46861",3119.17053415174,46861
"N46881",3119.79857173163,46881
"N46901",3120.42640137286,46901
"N46921",3121.05402316767,46921
"N46941",3121.6814372187,46941
"N46961",3122.30864373983,46961
"N46981",3122.93564277215,46981
"N47001",3123.56243449876,47001
"N47021",3124.18901900694,47021
"N47041",3124.81539644759,47041
"N47061",3125.44156695854,47061
"N47081",3126.06753062592,47081
"N47101",3126.6932876061,47101
"N47121",3127.31883802014,47121
"N47141",3127.94418196951,47141
"N47161",3128.56931963973,47161
"N47181",3129.19425108514,47181
"N47201",3129.81897647683,47201
"N47221",3130.44349590083,47221
"N47241",3131.06780954037,47241
"N47261",3131.69191750332,47261
"N47281",3132.31581985835,47281
"N47301",3132.93951679617,47301
"N47321",3133.56300841632,47321
"N47341",3134.18629484003,47341
"N47361",3134.80937618704,47361
"N47381",3135.43225263513,47381
"N47401",3136.05492421835,47401
"N47421",3136.6773911482,47421
"N47441",3137.29965344046,47441
"N47461",3137.92171134107,47461
"N47481",3138.54356492658,47481
"N47501",3139.16521429107,47501
"N47521",3139.78665957296,47521
"N47541",3140.40790090893,47541
"N47561",3141.02893844912,47561
"N47581",3141.64977226123,47581
"N47601",3142.2704024877,47601
"N47621",3142.89082925134,47621
"N47641",3143.5110526882,47641
"N47661",3144.13107293587,47661
"N47681",3144.75089006226,47681
"N47701",3145.37050421161,47701
"N47721",3145.9899155449,47721
"N47741",3146.6091241415,47741
"N47761",3147.22813013695,47761
"N47781",3147.84693365717,47781
"N47801",3148.46553482149,47801
"N47821",3149.08393372927,47821
"N47841",3149.70213057201,47841
"N47861",3150.3201253694,47861
"N47881",3150.93791832987,47881
"N47901",3151.55550955195,47901
"N47921",3152.17289909643,47921
"N47941",3152.79008718666,47941
"N47961",3153.40707385855,47961
"N47981",3154.02385928003,47981
"N48001",3154.64044358444,48001
"N48021",3155.25682679915,48021
"N48041",3155.87300916219,48041
"N48061",3156.4889907341,48061
"N48081",3157.10477161713,48081
"N48101",3157.72035197893,48101
"N48121",3158.33573193695,48121
"N48141",3158.95091158483,48141
"N48161",3159.56589102917,48161
"N48181",3160.18067042544,48181
"N48201",3160.79524987988,48201
"N48221",3161.40962950035,48221
"N48241",3162.02380941082,48241
"N48261",3162.63778978656,48261
"N48281",3163.25157065141,48281
"N48301",3163.86515218556,48301
"N48321",3164.47853449273,48321
"N48341",3165.09171768232,48341
"N48361",3165.70470189948,48361
"N48381",3166.31748723697,48381
"N48401",3166.93007380841,48401
"N48421",3167.54246173108,48421
"N48441",3168.15465118254,48441
"N48461",3168.7666422158,48461
"N48481",3169.37843497501,48481
"N48501",3169.99002957121,48501
"N48521",3170.60142612292,48521
"N48541",3171.21262474266,48541
"N48561",3171.82362556572,48561
"N48581",3172.43442866393,48581
"N48601",3173.04503423268,48601
"N48621",3173.65544230418,48621
"N48641",3174.26565306739,48641
"N48661",3174.87566661051,48661
"N48681",3175.48548301695,48681
"N48701",3176.09510248038,48701
"N48721",3176.70452505211,48721
"N48741",3177.31375084668,48741
"N48761",3177.92277999952,48761
"N48781",3178.53161264335,48781
"N48801",3179.14024888498,48801
"N48821",3179.74868884556,48821
"N48841",3180.3569326458,48841
"N48861",3180.96498034232,48861
"N48881",3181.57283210171,48881
"N48901",3182.18048807135,48901
"N48921",3182.7879482894,48921
"N48941",3183.39521296149,48941
"N48961",3184.00228211001,48961
"N48981",3184.60915593586,48981
"N49001",3185.2158344795,49001
"N49021",3185.82231788827,49021
"N49041",3186.42860630278,49041
"N49061",3187.03469974741,49061
"N49081",3187.64059845612,49081
"N49101",3188.246302497,49101
"N49121",3188.85181195948,49121
"N49141",3189.45712696926,49141
"N49161",3190.06224764841,49161
"N49181",3190.66717409168,49181
"N49201",3191.2719064848,49201
"N49221",3191.87644487111,49221
"N49241",3192.48078932494,49241
"N49261",3193.08494005279,49261
"N49281",3193.68889715904,49281
"N49301",3194.29266070655,49301
"N49321",3194.89623084223,49321
"N49341",3195.49960763354,49341
"N49361",3196.10279127179,49361
"N49381",3196.70578181258,49381
"N49401",3197.30857940811,49401
"N49421",3197.91118409767,49421
"N49441",3198.51359606168,49441
"N49461",3199.11581542703,49461
"N49481",3199.71784224771,49481
"N49501",3200.31967666686,49501
"N49521",3200.92131879376,49521
"N49541",3201.52276872884,49541
"N49561",3202.12402662215,49561
"N49581",3202.72509253014,49581
"N49601",3203.32596659963,49601
"N49621",3203.92664893068,49621
"N49641",3204.52713967276,49641
"N49661",3205.12743887437,49661
"N49681",3205.72754669971,49681
"N49701",3206.32746322373,49701
"N49721",3206.92718857697,49721
"N49741",3207.52672286004,49741
"N49761",3208.12606621447,49761
"N49781",3208.72521870164,49781
"N49801",3209.3241804878,49801
"N49821",3209.92295160882,49821
"N49841",3210.52153226173,49841
"N49861",3211.11992250299,49861
"N49881",3211.71812245071,49881
"N49901",3212.31613222095,49901
"N49921",3212.91395190265,49921
"N49941",3213.51158169017,49941
"N49961",3214.10902158709,49961
"N49981",3214.70627174122,49981
"N50001",3215.30333228533,50001
"N50021",3215.90020330045,50021
"N50041",3216.49688491605,50041
"N50061",3217.09337724812,50061
"N50081",3217.68968035916,50081
"N50101",3218.28579441932,50101
"N50121",3218.88171950679,50121
"N50141",3219.47745572543,50141
"N50161",3220.07300318985,50161
"N50181",3220.66836202089,50181
"N50201",3221.26353231502,50201
"N50221",3221.85851420347,50221
"N50241",3222.45330774935,50241
"N50261",3223.04791308306,50261
"N50281",3223.64233036444,50281
"N50301",3224.23655960463,50301
"N50321",3224.83060099063,50321
"N50341",3225.42445458898,50341
"N50361",3226.01812053437,50361
"N50381",3226.61159891376,50381
"N50401",3227.20488985632,50401
"N50421",3227.79799344179,50421
"N50441",3228.39090978622,50441
"N50461",3228.98363903416,50461
"N50481",3229.57618124355,50481
"N50501",3230.16853653418,50501
"N50521",3230.76070504226,50521
"N50541",3231.35268683264,50541
"N50561",3231.94448203333,50561
"N50581",3232.53609076828,50581
"N50601",3233.12751311598,50601
"N50621",3233.71874919372,50621
"N50641",3234.30979910222,50641
"N50661",3234.90066297569,50661
"N50681",3235.49134088112,50681
"N50701",3236.08183296068,50701
"N50721",3236.67213928869,50721
"N50741",3237.26225999266,50741
"N50761",3237.85219519303,50761
"N50781",3238.44194494144,50781
"N50801",3239.03150936781,50801
"N50821",3239.62088860787,50821
"N50841",3240.21008277088,50841
"N50861",3240.79909191887,50861
"N50881",3241.38791618163,50881
"N50901",3241.97655566198,50901
"N50921",3242.56501044528,50921
"N50941",3243.15328068815,50941
"N50961",3243.7413664269,50961
"N50981",3244.3292678251,50981
"N51001",3244.91698493318,51001
"N51021",3245.50451794105,51021
"N51041",3246.09186688502,51041
"N51061",3246.67903185681,51061
"N51081",3247.2660130004,51081
"N51101",3247.85281042649,51101
"N51121",3248.4394242083,51121
"N51141",3249.02585447075,51141
"N51161",3249.61210134281,51161
"N51181",3250.19816485452,51181
"N51201",3250.78404515109,51201
"N51221",3251.36974233597,51221
"N51241",3251.95525653743,51241
"N51261",3252.54058781772,51261
"N51281",3253.12573631608,51281
"N51301",3253.71070212275,51301
"N51321",3254.29548535437,51321
"N51341",3254.88008606999,51341
"N51361",3255.46450441289,51361
"N51381",3256.04874047355,51381
"N51401",3256.63279434539,51401
"N51421",3257.21666612532,51421
"N51441",3257.80035597006,51441
"N51461",3258.38386394608,51461
"N51481",3258.96719011927,51481
"N51501",3259.55033466448,51501
"N51521",3260.13329763598,51521
"N51541",3260.71607916472,51541
"N51561",3261.2986793318,51561
"N51581",3261.88109819891,51581
"N51601",3262.46333593909,51601
"N51621",3263.04539266558,51621
"N51641",3263.62726841396,51641
"N51661",3264.20896331094,51661
"N51681",3264.79047747875,51681
"N51701",3265.37181100569,51701
"N51721",3265.95296397976,51721
"N51741",3266.53393651321,51741
"N51761",3267.11472869586,51761
"N51781",3267.69534067537,51781
"N51801",3268.27577251293,51801
"N51821",3268.85602430405,51821
"N51841",3269.43609615657,51841
"N51861",3270.0159881937,51861
"N51881",3270.59570047734,51881
"N51901",3271.17523313852,51901
"N51921",3271.75458628115,51921
"N51941",3272.33376001554,51941
"N51961",3272.91275437936,51961
"N51981",3273.49156954657,51981
"N52001",3274.07020555207,52001
"N52021",3274.64866255338,52021
"N52041",3275.22694063337,52041
"N52061",3275.80503986954,52061
"N52081",3276.38296039274,52081
"N52101",3276.96070227886,52101
"N52121",3277.538265658,52121
"N52141",3278.11565058583,52141
"N52161",3278.69285718524,52161
"N52181",3279.26988556654,52181
"N52201",3279.84673579584,52201
"N52221",3280.42340802219,52221
"N52241",3280.99990232299,52241
"N52261",3281.5762187657,52261
"N52281",3282.15235748481,52281
"N52301",3282.72831859821,52301
"N52321",3283.30410213513,52321
"N52341",3283.87970827573,52341
"N52361",3284.45513705395,52361
"N52381",3285.03038860031,52381
"N52401",3285.60546300425,52401
"N52421",3286.18036039445,52421
"N52441",3286.75508083174,52441
"N52461",3287.32962440561,52461
"N52481",3287.903991248,52481
"N52501",3288.47818142386,52501
"N52521",3289.05219507171,52521
"N52541",3289.62603226407,52541
"N52561",3290.19969308873,52561
"N52581",3290.77317767583,52581
"N52601",3291.34648608853,52601
"N52621",3291.91961844602,52621
"N52641",3292.49257484937,52641
"N52661",3293.06535538244,52661
"N52681",3293.63796016683,52681
"N52701",3294.21038925357,52701
"N52721",3294.7826427702,52721
"N52741",3295.35472079635,52741
"N52761",3295.92662348776,52761
"N52781",3296.49835087503,52781
"N52801",3297.06990305955,52801
"N52821",3297.64128016924,52821
"N52841",3298.21248227531,52841
"N52861",3298.78350949566,52861
"N52881",3299.35436191,52881
"N52901",3299.92503963239,52901
"N52921",3300.49554273852,52921
