"","sites","richness","sd"
"386",386,1955.8,331.070928346117
"387",387,1958.44,330.977075711392
"388",388,1960.64,329.913319500499
"389",389,1969,328.815535772957
"390",390,1971.4,329.37933674526
"391",391,1973.63,330.566231539677
"392",392,1975.97,330.448928036397
"393",393,1979.07,331.206007332188
"394",394,1982.34,329.778199719298
"395",395,1985.16,330.112430189559
"396",396,1988.37,328.87225898101
"397",397,1991.48,327.862975813206
"398",398,1994.03,328.307027249516
"399",399,1996.37,328.65052068645
"400",400,1999.23,328.638908871488
"401",401,2001.46,328.794904603051
"402",402,2004.9,329.642552048749
"403",403,2013.28,334.911840653777
"404",404,2017.5,334.214154413156
"405",405,2021.56,333.991057764526
"406",406,2023.45,333.775294127197
"407",407,2025.75,333.230965341798
"408",408,2028.13,333.365321343939
"409",409,2031.19,332.349083089307
"410",410,2034.35,332.06833831778
"411",411,2037.76,331.998299861778
"412",412,2041.7,332.626508173047
"413",413,2044.31,332.822022842373
"414",414,2047.4,334.661746915426
"415",415,2051.7,335.840645833615
"416",416,2053.61,335.935897414547
"417",417,2056.36,335.016493488143
"418",418,2058.45,334.490427306367
"419",419,2061.53,334.706186698336
"420",420,2063.81,334.610423108016
"421",421,2072.73,338.869387400473
"422",422,2075.15,338.685586890964
"423",423,2078.25,338.666439244734
"424",424,2081.59,339.105421318617
"425",425,2084.15,338.061717364559
"426",426,2086.32,338.075118064825
"427",427,2088.11,338.507744118628
"428",428,2090.94,338.119004213163
"429",429,2094.8,337.859602662276
"430",430,2098.38,338.945535984229
"431",431,2100.95,339.240368732522
"432",432,2104.63,339.507654664453
"433",433,2107.29,338.686031867005
"434",434,2110.77,337.407790770645
"435",435,2113.23,337.39949809259
"436",436,2116.87,336.592210638669
"437",437,2121.31,336.833642810947
"438",438,2123.45,337.450104804137
"439",439,2126.07,336.529472646299
"440",440,2128.43,336.657553281993
"441",441,2131.88,336.01561050798
"442",442,2133.85,335.673283164304
"443",443,2135.97,335.441137409631
"444",444,2138.24,335.228615494657
"445",445,2139.67,334.820381667243
"446",446,2142.41,334.24916898879
"447",447,2145.5,334.556196303175
"448",448,2147.31,334.864353511277
"449",449,2149.48,335.583450308879
"450",450,2152.73,335.61569698184
"451",451,2154.44,335.330722322506
"452",452,2157.14,336.169750891036
"453",453,2158.82,336.594122997363
"454",454,2160.51,335.856946910256
"455",455,2162.55,335.191227646114
"456",456,2165.39,334.89461315344
"457",457,2168.72,333.197793049308
"458",458,2170.81,333.596916846204
"459",459,2173.48,333.863199468878
"460",460,2175.78,333.565512472604
"461",461,2179.32,334.983547915024
"462",462,2181.31,335.910392542687
"463",463,2183.56,334.7773365246
"464",464,2185.91,334.472480636345
"465",465,2189.32,336.133357373817
"466",466,2192.16,335.945122983748
"467",467,2195.54,335.758493653707
"468",468,2199.97,333.650317614781
"469",469,2202.29,333.551664709237
"470",470,2204.18,333.497395383042
"471",471,2205.6,334.26974530499
"472",472,2207.95,332.69676717529
"473",473,2209.57,332.60618430568
"474",474,2215.23,331.676240306475
"475",475,2217.52,330.741391849929
"476",476,2220.04,331.168330355279
"477",477,2221.62,330.841283928586
"478",478,2224.4,331.979766938537
"479",479,2226.72,332.282923139455
"480",480,2235.65,332.067486599585
"481",481,2238.12,332.71950391107
"482",482,2239.78,332.825934425583
"483",483,2242.96,332.75625562349
"484",484,2245.84,332.340604157417
"485",485,2248.14,331.765251679892
"486",486,2252.49,333.859115481215
"487",487,2254.84,334.361647793451
"488",488,2256.97,334.141579349989
"489",489,2258.67,333.556078758531
"490",490,2260.99,333.960334395411
"491",491,2263.05,333.130373817213
"492",492,2266.31,333.259134014419
"493",493,2268.64,333.059479020875
"494",494,2270.8,332.773954886053
"495",495,2272.59,332.482158555276
"496",496,2274.28,332.603810178799
"497",497,2277.22,333.450936224037
"498",498,2280.84,332.06369475409
"499",499,2283.03,331.788281494952
"500",500,2287.53,329.840716226496
"501",501,2289.62,329.595919730555
"502",502,2293.05,330.761178300458
"503",503,2295.59,332.073257555977
"504",504,2298.29,331.265199232008
"505",505,2302.07,330.313051849639
"506",506,2304.59,329.157912273306
"507",507,2307.99,331.001952907053
"508",508,2310.1,330.934779500173
"509",509,2312.42,330.137473048897
"510",510,2314.49,329.601182177688
"511",511,2316.14,329.460716991274
"512",512,2326,326.173932654702
"513",513,2328.97,327.215323262493
"514",514,2330.62,327.698086597398
"515",515,2345.52,336.552170149478
"516",516,2348.75,335.16335154999
"517",517,2351.26,334.991229193189
"518",518,2352.97,335.65366515099
"519",519,2356.16,334.171664588938
"520",520,2358.16,333.810680028381
"521",521,2361.16,335.216550542445
"522",522,2363.02,334.693949751112
"523",523,2364.82,334.638124461984
"524",524,2367.95,333.803588744318
"525",525,2370.17,333.520222002877
"526",526,2371.67,333.649336727933
"527",527,2374.12,333.855841387092
"528",528,2376.99,334.025266539627
"529",529,2379.21,334.113006195645
"530",530,2380.84,334.007370631793
"531",531,2382.93,333.842679183541
"532",532,2384.68,333.429224995063
"533",533,2386.6,334.107676346922
"534",534,2388.64,334.207112945602
"535",535,2390.75,333.741488750097
"536",536,2392.93,334.033696207464
"537",537,2394.44,334.136859397584
"538",538,2396.35,334.255432931829
"539",539,2398.66,334.148041345978
"540",540,2401.2,333.814591979113
"541",541,2404.04,332.800389714224
"542",542,2406.92,334.008639578576
"543",543,2408.94,334.265025802502
"544",544,2410.35,334.104634157709
"545",545,2419.14,332.534862454262
"546",546,2426.85,335.056255641414
"547",547,2428.62,334.652956981052
"548",548,2431.15,333.102203959728
"549",549,2439.45,334.896286523563
"550",550,2441.12,335.638823436711
"551",551,2445.44,336.793565043255
"552",552,2446.67,336.700480000138
"553",553,2449.32,336.125153459063
"554",554,2450.93,335.498491017095
"555",555,2453.36,334.931789226319
"556",556,2456.5,335.008804346839
"557",557,2458.75,334.957539145342
"558",558,2461.41,334.516207123486
"559",559,2463.86,334.127146306597
"560",560,2465.26,334.556743386611
"561",561,2468.87,336.592330677196
"562",562,2470.07,336.860288007304
"563",563,2472.02,336.258347649001
"564",564,2474.8,335.869022090457
"565",565,2477.01,334.677335789129
"566",566,2481.15,333.767183570049
"567",567,2483.76,332.964011159273
"568",568,2485.96,333.350845600587
"569",569,2488.91,333.209616283562
"570",570,2491.39,333.591624019791
"571",571,2494.03,334.021908644546
"572",572,2495.97,334.15073883298
"573",573,2504.09,335.169792490284
"574",574,2506.99,333.850099277923
"575",575,2508.87,333.806502197142
"576",576,2511.17,332.869284715593
"577",577,2513.29,333.233539455712
"578",578,2516.3,333.641176031128
"579",579,2518.66,333.838835489234
"580",580,2520.8,333.948916434653
"581",581,2522.94,333.38271815989
"582",582,2524.64,333.004884242398
"583",583,2525.96,333.513736636518
"584",584,2528.83,333.451041489912
"585",585,2529.93,333.103504252739
"586",586,2533.42,332.140020978131
"587",587,2535.72,332.055857537934
"588",588,2537.91,333.435987072103
"589",589,2539.7,333.309135485333
"590",590,2542.14,333.012118564942
"591",591,2544.61,332.160174790976
"592",592,2547.29,331.021232649277
"593",593,2548.82,331.118166218648
"594",594,2550.84,332.104453569668
"595",595,2553.08,332.164729730246
"596",596,2555.34,332.401856708765
"597",597,2558.44,331.82897870908
"598",598,2561.14,330.699198668518
"599",599,2562.95,330.609610638385
"600",600,2565.17,329.763706494836
"601",601,2567.86,329.267415191772
"602",602,2569.37,329.044888252117
"603",603,2572.24,328.441625580774
"604",604,2574.28,328.653668683911
"605",605,2577.5,327.573863981296
"606",606,2579.95,326.754297924482
"607",607,2582.84,327.301075988812
"608",608,2584.57,327.524669592871
"609",609,2593.11,327.502884403984
"610",610,2595.06,327.395594276275
"611",611,2596.83,327.500329400713
"612",612,2598.37,327.3137578236
"613",613,2600.8,327.371873309763
"614",614,2603.13,326.697606914462
"615",615,2604.78,326.642070193357
"616",616,2606.78,326.046646597654
"617",617,2608.67,326.285029235223
"618",618,2616.73,329.033413150849
"619",619,2618.03,329.560480340135
"620",620,2619.92,328.231769555378
"621",621,2622.1,327.999430277899
"622",622,2623.53,327.6824175443
"623",623,2625.69,327.979695571343
"624",624,2627.21,327.708459217067
"625",625,2629.43,327.90742272597
"626",626,2630.68,327.735323119437
"627",627,2633.74,328.229090358511
"628",628,2635.47,328.341422912188
"629",629,2637.98,328.947049252796
"630",630,2646.92,329.211506113586
"631",631,2648.84,329.969595171091
"632",632,2650.19,330.065732510629
"633",633,2652.37,329.965368706255
"634",634,2660.03,331.555362928831
"635",635,2661.31,331.908156183927
"636",636,2664.37,331.495437907576
"637",637,2667.61,332.790979839638
"638",638,2669.87,332.580442308414
"639",639,2672.43,332.181593728673
"640",640,2674.69,332.31136351806
"641",641,2677.25,331.827275715983
"642",642,2678.94,331.220968081687
"643",643,2681.17,331.150582336523
"644",644,2683.05,331.191036299675
"645",645,2691.5,331.371850087335
"646",646,2693.12,330.698229187697
"647",647,2701.41,331.001116754807
"648",648,2704.45,331.416682858253
"649",649,2706.33,331.632510956378
"650",650,2707.72,331.855240437846
"651",651,2710.06,331.060335677027
"652",652,2714.16,330.296735886647
"653",653,2717.17,329.530705639999
"654",654,2719.14,329.780827737809
"655",655,2721.58,330.120614015514
"656",656,2724.95,330.250941472442
"657",657,2727.19,330.425305821562
"658",658,2729.23,329.998740585292
"659",659,2731.2,329.97897086348
"660",660,2732.54,330.271373573339
"661",661,2734.34,330.203494649569
"662",662,2738.44,329.868823637641
"663",663,2739.93,330.41474564767
"664",664,2742.03,330.650306749495
"665",665,2744.35,329.557811332247
"666",666,2746.69,329.005624433825
"667",667,2748.87,329.303233043542
"668",668,2751.84,329.87211234818
"669",669,2753.23,329.836563599108
"670",670,2755.11,329.656659314358
"671",671,2756.42,329.747352935057
"672",672,2757.94,328.82554460972
"673",673,2758.9,328.534194828662
"674",674,2760.75,328.012853129541
"675",675,2763.3,328.123606298146
"676",676,2764.77,327.596846810839
"677",677,2768.12,327.256433601134
"678",678,2769.47,327.704272172335
"679",679,2770.65,327.980394061732
"680",680,2772.92,327.888059242692
"681",681,2775.46,328.278657807231
"682",682,2779.96,326.390882968334
"683",683,2782.13,326.120590418559
"684",684,2784.22,325.967606372229
"685",685,2785.91,326.233481953454
"686",686,2787.99,326.008752903503
"687",687,2790.36,325.298356291667
"688",688,2793.37,323.763246053269
"689",689,2795.94,324.185157842947
"690",690,2797.71,323.971669013252
"691",691,2799.45,324.015817515133
"692",692,2801.34,323.61250740584
"693",693,2803.31,324.191697093936
"694",694,2805.01,324.02813492384
"695",695,2806.54,323.571059748969
"696",696,2807.85,323.999606403303
"697",697,2809.07,324.1023736196
"698",698,2811.37,322.722404871525
"699",699,2814.2,324.442614496015
"700",700,2816.54,324.792067749087
"701",701,2817.52,324.614502685163
"702",702,2819.02,324.881267511376
"703",703,2821.09,324.68368740774
"704",704,2822.88,325.138487355151
"705",705,2824.03,325.219939720675
"706",706,2831.48,325.422351209419
"707",707,2834.14,325.529375235806
"708",708,2836.26,325.408108023873
"709",709,2838.13,325.094940445142
"710",710,2840.2,324.771528084815
"711",711,2841.49,324.914145458753
"712",712,2844.51,322.623102963282
"713",713,2846.13,322.425581579014
"714",714,2849.11,323.117825555817
"715",715,2851.22,322.299521275073
"716",716,2854.01,321.647918907264
"717",717,2855.72,321.747535132185
"718",718,2856.92,321.889267615527
"719",719,2858.67,322.032938117086
"720",720,2860.22,322.004598122637
"721",721,2861.8,321.769382249982
"722",722,2863.78,321.615479676705
"723",723,2865.67,321.121772899788
"724",724,2867.6,321.087671718011
"725",725,2876.26,318.260728512224
"726",726,2877.89,318.542225448902
"727",727,2879.4,317.936560599212
"728",728,2881.09,318.42142506338
"729",729,2882.62,318.259051463401
"730",730,2885.61,318.922044716355
"731",731,2886.81,318.464519851177
"732",732,2888.55,317.626277282283
"733",733,2890.95,316.749953162242
"734",734,2893.28,316.144580145786
"735",735,2894.68,316.855442296848
"736",736,2901.94,315.867470610538
"737",737,2903.91,315.519936298834
"738",738,2905.32,316.15077211209
"739",739,2907.63,314.979545752457
"740",740,2909.34,314.932483384787
"741",741,2911.82,313.866805051333
"742",742,2914.91,311.725050276196
"743",743,2916.8,311.927115289013
"744",744,2919.17,311.220181079427
"745",745,2920.71,310.922553447678
"746",746,2922.1,310.65370957503
"747",747,2924.78,310.011390471741
"748",748,2926.66,310.87917754379
"749",749,2927.95,310.661736695179
"750",750,2929.07,310.30097006004
"751",751,2931.34,309.989743069155
"752",752,2933.59,309.960704417235
"753",753,2935.4,309.074735168037
"754",754,2936.96,308.948981437572
"755",755,2938.53,309.625464688934
"756",756,2946.2,307.059958610396
"757",757,2947.97,306.990061860002
"758",758,2949.54,306.777694657539
"759",759,2950.74,306.880709887425
"760",760,2951.96,306.460072703796
"761",761,2953.91,306.990839694877
"762",762,2955.76,306.802905178981
"763",763,2957.44,306.737815198464
"764",764,2959.22,306.994343382231
"765",765,2960.75,307.415501242277
"766",766,2962.87,307.322344344392
"767",767,2964.7,306.926026688168
"768",768,2966.25,306.414994721047
"769",769,2967.8,306.942728182048
"770",770,2974.3,306.904436809462
"771",771,2976.6,306.102313389864
"772",772,2978.11,306.148735721444
"773",773,2980.07,306.069750253438
"774",774,2981.64,305.730571291492
"775",775,2982.89,305.912012668593
"776",776,2984.95,306.105526631493
"777",777,2986.8,305.194589358556
"778",778,2988.65,304.741532310828
"779",779,2990.01,305.489654803431
"780",780,2992.05,305.654237049419
"781",781,2993.39,305.4694646579
"782",782,2994.98,305.764878970952
"783",783,2997.49,303.92006175867
"784",784,3005.01,300.227775315188
"785",785,3006.29,299.559147293607
"786",786,3013.78,303.092664431727
"787",787,3014.98,303.4016233485
"788",788,3016.85,304.024233982235
"789",789,3019.48,303.629175745079
"790",790,3020.59,303.545317036764
"791",791,3028.98,304.544335230869
"792",792,3030.72,303.991695793012
"793",793,3032.94,302.960637507231
"794",794,3034.69,302.762589758999
"795",795,3037.2,301.516269222841
"796",796,3038.61,301.093592449493
"797",797,3039.59,301.343694344534
"798",798,3041.02,301.230606651845
"799",799,3043.11,300.894622145966
"800",800,3044.36,300.391311122642
"801",801,3046.26,299.33345549029
"802",802,3047.97,299.454266419378
"803",803,3050.1,299.587477317822
"804",804,3051.71,299.179088794182
"805",805,3053.16,298.548600852034
"806",806,3055.16,299.203073500122
"807",807,3062.53,295.425064589785
"808",808,3065.1,295.65289845296
"809",809,3067.07,296.301077257303
"810",810,3068.35,295.895264537568
"811",811,3070.01,295.708001449423
"812",812,3071.95,295.922572967861
"813",813,3073.5,295.61661289275
"814",814,3074.83,295.356865298215
"815",815,3076.53,295.51726453181
"816",816,3078.3,295.721733111287
"817",817,3079.55,296.065866784315
"818",818,3081.84,295.32101075599
"819",819,3084.18,294.354296930098
"820",820,3092.85,294.322621549135
"821",821,3094,294.115486147736
"822",822,3096.43,294.523901209797
"823",823,3098.79,294.537963631519
"824",824,3100.27,294.095114656205
"825",825,3101.51,294.02097413675
"826",826,3102.75,293.869529732244
"827",827,3104.64,294.4040211627
"828",828,3106.59,293.767347478314
"829",829,3108.05,292.980206695182
"830",830,3115.99,292.365638483144
