SAMPLING_UNIT,region,Latitude,Longitude
DeepCCZ_APEI1 S TC07,west,11.47300,-153.61900
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_site 11.5015333333333_-153.617476666667_4084,west,11.50153,-153.61748
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
DeepCCZ_APEI-1_DC11,west,11.50200,-153.65400
DeepCCZ_APEI1 S DC11,west,11.50200,-153.65400
Mangan 2014_BGR_EBS67,east,11.50778,-117.37639
Mangan 2014_BGR_EBS67,east,11.50778,-117.37639
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
DeepCCZ_APEI-1_DC12,west,11.50800,-153.50700
DeepCCZ_APEI1 S DC12,west,11.50800,-153.50700
Mangan_BGR_MUC #22,east,11.58997,-116.23400
"Mangan 2010, SO205_BGR_MUC #23/12",east,11.59027,-116.188233333333
"Mangan 2010, SO205_BGR_MUC #23/12",east,11.59027,-116.188233333333
Mangan_BGR_MUC #23,east,11.59027,-116.18800
"Mangan 2010, SO205_BGR_TV-MUC #25",east,11.60668,-116.16265
"Mangan 2010, SO205_BGR_TV-MUC #25",east,11.60668,-116.16265
Mangan 2014_BGR_EBS66,east,11.65222,-117.35556
Mangan 2014_BGR_EBS66,east,11.65222,-117.35556
Mangan 2014_BGR_EBS66,east,11.65222,-117.35556
Mangan 2014_BGR_EBS66,east,11.65222,-117.35556
Mangan 2014_BGR_EBS66,east,11.65222,-117.35556
GSRNOD15A_BGR_EBS66,east,11.65222,-117.35556
GSRNOD15A_BGR_EBS67,east,11.65222,-117.35556
JPIO/SO239_BGR_Sta. 54,east,11.68367,-117.45153
JPIO/SO239_BGR_Sta. 54,east,11.68394,-117.45153
JPIO/SO239_BGR_Sta. 54,east,11.68401,-117.45159
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
BGR_ROV04,east,11.68700,-117.45300
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
OMCO_A_OMCO_T1,west,11.68800,-136.39900
SO239_Sta. 54_ROV4,east,11.69883,-117.45383
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
JPIO/SO239_BGR_ROV4,east,11.70917,-117.45639
