Site,Abundance,Species
JPIO/SO239_APEI-3_ROV14,,Ceriantharia msp. 1
JPIO/SO239_APEI-3_ROV15,,Ceriantharia msp. 1
JPIO/SO239_BGR_ROV2,,Ceriantharia msp. 1
JPIO/SO239_BGR_ROV3,,Ceriantharia msp. 1
JPIO/SO239_BGR_ROV4,,Ceriantharia msp. 1
JPIO/SO239_GSR_ROV10,,Ceriantharia msp. 1
JPIO/SO239_GSR_ROV8,,Ceriantharia msp. 1
JPIO/SO239_GSR_ROV9,,Ceriantharia msp. 1
JPIO/SO239_APEI-3_ROV13,,Ceriantharia msp. 2
JPIO/SO239_APEI-3_ROV14,,Ceriantharia msp. 2
JPIO/SO239_APEI-3_ROV15,,Ceriantharia msp. 2
JPIO/SO239_BGR_ROV2,,Ceriantharia msp. 2
JPIO/SO239_BGR_ROV3,,Ceriantharia msp. 2
JPIO/SO239_BGR_ROV4,,Ceriantharia msp. 2
JPIO/SO239_GSR_ROV10,,Ceriantharia msp. 2
JPIO/SO239_GSR_ROV8,,Ceriantharia msp. 2
JPIO/SO239_GSR_ROV9,,Ceriantharia msp. 2
IFREMER1 IFR2 East Zone,1,Cervinia sp. 1
NODINAUT_IFR2_MTB-18-C2N,1,Cervinia sp. 1
JPIO/SO239_IFR2_Dive 12,1,Cerviniidae gen. sp.
IFREMER1 IFR2 East Zone,1,Cerviniopsis sp. 1
NODINAUT_IFR2_PL1599/7-CL02,1,Cerviniopsis sp. 1
IFREMER1 IFR2 East Zone,1,Cerviniopsis sp. 2
NODINAUT_IFR2_PL 1603/11-CL02,1,Cerviniopsis sp. 2
IFREMER1 IFR2 East Zone,1,Cervinopsis sp. 1
NODINAUT_IFR2_MTB-15-C1N,1,Cervinopsis sp. 1
IFREMER1 IFR2 East Zone,2,Cervonema sp_1
IFREMER1 IFR2 East Zone,1,Cervonema sp_1
IFREMER1 IFR2 East Zone,1,Cervonema sp_1
IFREMER1 IFR2 East Zone,1,Cervonema sp_1
IFREMER1 IFR2 East Zone,1,Cervonema sp_1
IFREMER1 IFR2 East Zone,1,Cervonema sp_2
IFREMER1 IFR2 East Zone,1,Cervonema sp_2
IFREMER1 IFR2 East Zone,1,Cervonema sp_2
IFREMER1 IFR2 East Zone,1,Cervonema sp_2
IFREMER1 IFR2 East Zone,2,Cervonema sp_3
IFREMER1 IFR2 East Zone,1,Cervonema sp_3
IFREMER1 IFR2 East Zone,1,Cervonema sp_4
IFREMER1 IFR2 East Zone,1,Cervonema sp_5
IFREMER1 IFR2 East Zone,1,Cervonema sp_6
IFREMER1 IFR2 East Zone,1,Cervonema sp_6
IFREMER1 IFR2 East Zone,1,Cervonema sp_6
IFREMER1 IFR2 East Zone,1,Cervonema sp_6
IFREMER1 IFR2 East Zone,1,Cervonema sp_7
IFREMER1 IFR2 East Zone,1,Cervonema sp_7
IFREMER1 IFR2 East Zone,2,Cervonema sp_8
JPIO/SO239_IOM_Sta. 89,1,cf Amphicorina sp. 255
JPIO/SO239_IOM_Sta. 95,1,cf Amphicorina sp. 282
JPIO/SO239_GSR_Sta. 119,1,cf Asclerocheilus sp. 2470
JPIO/SO239_GSR_Sta. 119,1,cf Eumida sp. 2565
JPIO/SO239_GSR_Sta. 137,1,cf Flabelliderma sp. 425a
JPIO/SO239_GSR_Sta. 119,1,cf Gyptis sp. 39
JPIO/SO239_GSR_Sta. 137,1,cf Gyptis sp. 39
JPIO/SO239_BGR_Sta. 16,1,cf Gyptis sp. 39/621
JPIO/SO239_GSR_Sta. 128,1,cf Gyptis sp. 39/621
JPIO/SO239__Sta. 203,1,cf Gyptis sp. 621
JPIO/SO239_APEI-3_Sta. 195,1,cf Leitoscoloplos sp. 66
JPIO/SO239_BGR_Sta. 23,1,cf Leitoscoloplos sp. 66
JPIO/SO239_APEI-3_Sta. 196,1,cf Monticelina sp. 613
JPIO/SO239_IOM_Sta. 90,1,cf Paraninoe sp. 2547
JPIO/SO239_IOM_Sta. 88,1,cf Pelagobia sp. 511
JPIO/SO239_BGR_Sta. 12,1,cf Pherusa sp. 11
JPIO/SO239_BGR_Sta. 21,1,cf Pherusa sp. 2508
JPIO/SO239_BGR_Sta. 15,1,cf Pherusa sp. 425a
JPIO/SO239_BGR_Sta. 60,1,cf Pherusa sp. 425a
JPIO/SO239_GSR_Sta. 119,1,cf Pherusa sp. 425a
JPIO/SO239_GSR_Sta. 138,1,cf Pherusa sp. 425a
JPIO/SO239_IOM_Sta. 106,1,cf Pherusa sp. 425a
JPIO/SO239_IOM_Sta. 106,1,cf Pherusa sp. 425a
JPIO/SO239_IOM_Sta. 90,1,cf Pherusa sp. 425a
JPIO/SO239_IOM_Sta. 90,1,cf Pseudomystides sp. 256
JPIO/SO239_BGR_Sta. 60,1,cf Pseudoscalibregma sp. 166
JPIO/SO239_GSR_Sta. 138,1,cf Pseudoscalibregma sp. 166
JPIO/SO239_IFR2_Sta. 182,1,cf Samytha sp. 593
site 13.6785_-114.4067_3915,1,cf. Acrocirridae sp.
site 12.5887_-116.7169_4223,1,cf. Actinopterygii sp.
AB01_APEI-12_RV07,1,cf. Amperima morphospecies
AB01_UK-1_RV01,1,cf. Aspidodiadematidae morphospecies
AB02_UK-1_AV09,1,cf. Aspidodiadematidae morphospecies
AB02_UK-1_AV01,1,cf. Astropectinidae morphospecies
site 13.6786_-114.4074_3922,1,cf. Bathystylodactylus sp.
NOAA DOMES 2_IFR1_DJ72,5,cf. Belonectes 357
AB02_UK-1_AV01,1,cf. Benthodytes morphospecies 1
AB02_UK-1_AV05,1,cf. Benthodytes morphospecies 1
AB01_UK-1_RV06,1,cf. Benthodytes morphospecies 2
NOAA DOMES 1_IFR1_DJ35,1,cf. Chelator 334
JPIO/SO239_APEI-3_Sta. 197,1,cf. Chelator D01
APEI-3_Sta. 210,1,cf. Chelator D05
site 13.85_-116.6456_4110,1,cf. Columnella sp.
AB01_APEI-12_RV07,1,cf. Comatulida morphospecies 1
AB01_UK-1_RV06,1,cf. Comatulida morphospecies 1
AB01_UK-1_RV01,1,cf. Comatulida morphospecies 2
AB01_UK-1_RV06,1,cf. Cystocrepis morphospecies
AB02_UK-1_AV01,1,cf. Deimatidae morphospecies 1
AB02_UK-1_AV05,1,cf. Deimatidae morphospecies 1
AB02_UK-1_AV05,1,cf. Deimatidae morphospecies 2
BPRA 1__PRA04,1,cf. Dendrotion 126
BPRA 1__PRA04,1,cf. Dendrotion 126
BPRA 1__PRA15,1,cf. Dendrotion 126
BPRA 1__PRA15,2,cf. Dendrotion 126
ECHO I (T)_H357,1,cf. Dendrotion 126
ECHO I (T)_H357,2,cf. Dendrotion 126
ECHO I (T)_H357,2,cf. Dendrotion 126
site 13.6789_-114.4093_3927,1,cf. Dicopia sp.
site 13.9666_-116.5573_4063,1,cf. Dicopia sp.
JPIO/SO239_BGR_Sta. 20,1,cf. Disparella D24
JPIO/SO239_GSR_Sta. 133,1,cf. Disparella D24
IOM_Stn. 99,1,cf. Disparella D25
JPIO/SO239_GSR_Sta. 118,1,cf. Disparella D27
APEI-3_Sta. 210,1,cf. Disparella D28
JPIO/SO239_APEI-3_Sta. 197,1,cf. Disparella D28
JPIO/SO239_APEI-3_Sta. 197,1,cf. Disparella D28
AB01_UK-1_RV06,1,cf. Echinocrepis morphospecies
AB02_UK-1_AV06,1,cf. Echinocrepis morphospecies
AB02_UK-1_AV06,1,cf. Echinocrepis morphospecies
AB02_UK-1_AV01,1,cf. Echinoidea morphospecies 1
AB02_UK-1_AV05,1,cf. Echinoidea morphospecies 1
AB02_UK-1_AV05,1,cf. Echinoidea morphospecies 2
AB01_UK-1_RV06,1,cf. Elpidiidae morphospecies 1
AB02_UK-1_AV09,1,cf. Elpidiidae morphospecies 2
AB02_UK-1_CA02,1,cf. Enypniastes morphospecies 
IFREMER1 IFR2 SO239-154,0,cf. Erebus (cf. Erebus/Prototricoma)
IFREMER1 IFR2 SO239-168,0,cf. Erebus (cf. Erebus/Prototricoma)
IFREMER1 IFR2 SO239-175,0,cf. Erebus (cf. Erebus/Prototricoma)
IFREMER1 IFR2 SO239-176,0,cf. Erebus (cf. Erebus/Prototricoma)
JPIO/SO239_IOM_Sta. 81,1,cf. Eugerdella D36
JPIO/SO239_IOM_Sta. 81,1,cf. Eugerdella D36
JPIO/SO239_BGR_Sta. 24,1,cf. Eugerdella D47
NOAA DOMES 1_IFR1_DJ16,1,cf. Exiliniscus 330
NOAA DOMES 2_IFR1_DJ70,2,cf. Exiliniscus 330
ECHO I (N)_H361,1,cf. Filograna sp. A
AB01_APEI-12_RV07,1,cf. Freyella morphospecies 
AB01_UK-1_RV03,1,cf. Freyella morphospecies 
AB01_UK-1_RV06,1,cf. Freyella morphospecies 
AB02_UK-1_AV09,1,cf. Freyella morphospecies 
site 12.5842_-116.7045_4222,1,cf. Glyphocrangon sp.
site 12.5823_-116.7109_4213,1,cf. Halosauridae sp.
site 12.585_-116.7021_4224,1,cf. Halosauridae sp.
BPRA 1__PRA13,1,cf. Haplomesus 153
ECHO I (T)_H358,1,cf. Haplomesus 153
NOAA DOMES 1_IFR1_DJ25,1,cf. Haplomesus 153
AB02_UK-1_AV06,1,cf. Holasteroida morphospecies 1
AB02_UK-1_AV05,1,cf. Holasteroida morphospecies 2
AB02_UK-1_AV06,1,cf. Holasteroida morphospecies 2
AB01_UK-1_RV06,1,cf. Hymenaster morphospecies 1
AB01_UK-1_RV06,1,cf. Hymenaster morphospecies 2
AB01_UK-1_RV07,1,cf. Hyocrinidae morphospecies 1
AB01_UK-1_RV01,1,cf. Laetmogonidae morphospecies
BioNod 2012_IFR2_EBS107,1,cf. Leanira sp.1
BioNod 2012_IFR2_EBS73,1,cf. Leanira sp.1
BioNod 2012_IFR2_EBS73,1,cf. Leanira sp.1
BioNod 2012_IFR2_EBS80,1,cf. Leanira sp.1
"Mangan 2010, SO205_IOM_EBS12",1,cf. Leanira sp.1
"Mangan 2010, SO205_IOM_EBS12",1,cf. Leanira sp.1
"Mangan 2010, SO205_IOM_EBS12",1,cf. Leanira sp.1
"Mangan 2010, SO205_IOM_EBS12",1,cf. Leanira sp.1
"Mangan 2010, SO205_IOM_EBS12",1,cf. Leanira sp.1
"Mangan 2010, SO205_IOM_EBS12",1,cf. Leanira sp.1
"Mangan 2010, SO205_IOM_EBS12",1,cf. Leanira sp.1
site 13.8484_-116.6567_4110,1,cf. Lepralielloidea sp.
IFREMER1 IFR2 SO239-154,0,cf. Leptolaimidae family
IFREMER1 IFR2 SO239-168,0,cf. Leptolaimidae family
IFREMER1 IFR2 SO239-175,1,cf. Leptolaimidae family
IFREMER1 IFR2 SO239-176,0,cf. Leptolaimidae family
IFREMER1 IFR2 SO239-154,0,cf. Linhomoeidae family
IFREMER1 IFR2 SO239-168,0,cf. Linhomoeidae family
IFREMER1 IFR2 SO239-175,1,cf. Linhomoeidae family
IFREMER1 IFR2 SO239-176,0,cf. Linhomoeidae family
site 12.497_-116.6372_4242,1,cf. Megalodicopia sp.
site 13.6787_-114.4072_3920,1,cf. Megalodicopia sp.
AB01_APEI-12_RV07,1,cf. Mesothuria morphospecies
AB02_UK-1_AV06,1,cf. Mesothuria morphospecies
JPIO/SO239_BGR_Sta. 59,1,cf. Mirabilicoxa D09
IFR2_Stn. 158,1,cf. Mirabilicoxa D10
JPIO/SO239_APEI-3_Sta. 192,1,cf. Mirabilicoxa D10
JPIO/SO239_APEI-3_Sta. 192,1,cf. Mirabilicoxa D10
IFR2_Stn. 158,1,cf. Mirabilicoxa D12
IFR2_Stn. 171,1,cf. Mirabilicoxa D12
JPIO/SO239_BGR_Sta. 24,1,cf. Mirabilicoxa D13
IFR2_Stn. 171,1,cf. Mirabilicoxa D18
IFR2_Stn. 171,1,cf. Mirabilicoxa D18
AB01_UK-1_RV03,1,cf. Molpadiodemas morphospecies
AB01_UK-1_RV03,1,cf. Molpadiodemas morphospecies
AB02_UK-1_AV06,1,cf. Molpadiodemas morphospecies
AB02_UK-1_AV06,1,cf. Molpadiodemas morphospecies
site 13.7603_-116.4678_4070,1,cf. Munnopsidae sp.
site 13.85_-116.6456_4110,1,cf. Munnopsidae sp.
NOAA DOMES 1_IFR1_DJ24,1,cf. Munnopsurus 363
BGR1 BGR east #43EBS,1,cf. Nannoniscus sp.2
BGR1 BGR east #43EBS,1,cf. Nannoniscus sp.2
BGR1 BGR east #43EBS,1,cf. Nannoniscus sp.2
BGR1 BGR east #43EBS,1,cf. Nannoniscus sp.2
site 13.8583_-116.5472_4021,1,cf. Nematocarcinus sp.
site 13.8646_-116.5481_4025,1,cf. Neoscalpellum sp.
site 13.6793_-114.4072_3914,1,cf. Notoplites sp.
site 13.8484_-116.6567_4110,1,cf. Notoplites sp.
site 13.8502_-116.6457_4110,1,cf. Notoplites sp.
site 13.8647_-116.5482_4026,1,cf. Notoplites sp.
AB02_UK-1_AV05,1,cf. Oneirophanta morphospecies
AB01_UK-1_RV06,1,cf. Ophiacantha morphospecies
AB01_UK-1_RV06,1,cf. Ophiacantha morphospecies
site 12.4848_-116.6549_4248,1,cf. Ophidiidae sp. 3
site 12.4957_-116.6505_4251,1,cf. Ophidiidae sp. 4
site 12.5726_-116.7342_4211,1,cf. Ophidiidae sp. 4
site 12.3681_-116.5187_4161,1,cf. Ophidiidae sp. 5
site 12.5793_-116.7205_4229,1,cf. Ophidiidae sp. 5
AB02_UK-1_BC02,1,cf. Ophiotholia morphospecies
AB02_UK-1_AV06,1,cf. Ophiuroidea morphospecies
AB02_UK-1_AV09,1,cf. Ophiuroidea morphospecies
AB02_UK-1_AV09,1,cf. Ophiuroidea morphospecies
AB02_UK-1_AV06,2,cf. Paroriza morphospecies
AB01_UK-1_RV06,1,cf. Paxillosida morphospecies 1
AB02_UK-1_AV01,1,cf. Paxillosida morphospecies 2
AB02_UK-1_AV06,1,cf. Peniagone morphospecies 1
AB02_UK-1_AV01,1,cf. Peniagone morphospecies 2
AB02_UK-1_AV06,1,cf. Peniagone morphospecies 2
site 13.8518_-116.6448_4101,1,cf. Phlebobranchia sp. 2
ECHO I (T)_H354,1,cf. Pholoe sp. A
site 13.7603_-116.4678_4073,2,cf. Podoceridae sp.
site 13.8637_-116.5461_4035,1,cf. Polychaeta sp.
site 12.5849_-116.7102_4222,1,cf. Polynoidae sp.
AB01_APEI-12_RV07,1,cf. Porcellanaster morphospecies
AB01_UK-1_RV01,1,cf. Porcellanaster morphospecies
AB01_APEI-12_RV07,1,cf. Porcellanasteridae morphospecies 1
AB01_UK-1_RV06,1,cf. Porcellanasteridae morphospecies 1
DeepCCZ_KM1808-61_LK-094,1,cf. Porphyrocrinus sp. CCZ_165
JPIO/SO239_GSR_Sta. 118,1,cf. Prochelator D32
AB01_UK-1_RV06,1,cf. Pseudostichopus morphospecies
AB01_UK-1_RV06,1,cf. Pseudostichopus morphospecies
AB01_APEI-12_RV07,1,cf. Psychropotidae morphospecies
AB01_UK-1_RV03,1,cf. Psychropotidae morphospecies
AB01_UK-1_RV03,1,cf. Pterasteridae morphospecies 1
AB02_UK-1_AV06,1,cf. Pterasteridae morphospecies 1
AB01_UK-1_RV01,1,cf. Pterasteridae morphospecies 2
site 13.6794_-114.4105_3934,1,cf. Sabellidae sp. 1
site 13.8633_-116.5464_4029,1,cf. Sabellidae sp. 1
site 13.6794_-114.4142_3950,1,cf. Sabelllidae sp. 2
site 13.8561_-116.5476_4024,1,cf. Serpulidae sp. 1
site 13.8498_-116.6457_4109,1,cf. Serpulidae sp. 2
site 13.6791_-114.4104_3934,1,cf. Serpulidae sp. 3
site 12.5896_-116.7089_4215,1,cf. Situla sp.
site 13.8527_-116.6444_4097,1,cf. Situla sp.
site 13.9671_-116.5587_4057,1,cf. Situla sp.
site 13.6794_-114.4126_3944,1,cf. Smithsonius sp.
site 13.6797_-114.4146_3953,1,cf. Smithsonius sp.
site 13.8498_-116.6457_4119,1,cf. Smithsonius sp.
site 13.8646_-116.5481_4024,1,cf. Smithsonius sp.
ECHO I (C)_H349,1,cf. Sugoniscus 121
ECHO I (T)_H356,1,cf. Sugoniscus 121
NOAA DOMES 2_IFR1_DJ70,1,cf. Sugoniscus 121
NOAA DOMES 1_IFR1_DJ15,1,cf. Sugoniscus 365
NOAA DOMES 1_IFR1_DJ23,1,cf. Sugoniscus 365
NOAA DOMES 2_IFR1_DJ41,1,cf. Sugoniscus 365
NOAA DOMES 2_IFR1_DJ59,1,cf. Sugoniscus 365
NOAA DOMES 2_IFR1_DJ60,1,cf. Sugoniscus 365
NOAA DOMES 2_IFR1_DJ62,1,cf. Sugoniscus 365
NOAA DOMES 2_IFR1_DJ69,3,cf. Sugoniscus 365
NOAA DOMES 2_IFR1_DJ72,1,cf. Sugoniscus 365
NOAA DOMES 2_IFR1_DJ41,1,cf. Sugoniscus 366
NOAA DOMES 2_IFR1_DJ50,1,cf. Sugoniscus 366
NOAA DOMES 2_IFR1_DJ70,2,cf. Sugoniscus 366
NOAA DOMES 2_IFR1_DJ50,3,cf. Sugoniscus 368
AB01_APEI-12_RV07,1,cf. Synallactes morphospecies 1 
AB01_UK-1_RV06,1,cf. Synallactes morphospecies 1 
AB01_UK-1_RV06,1,cf. Synallactes morphospecies 1 
AB02_UK-1_AV09,1,cf. Synallactes morphospecies 2
AB02_UK-1_AV09,1,cf. Synallactes morphospecies 2
AB02_UK-1_AV05,1,cf. Synallactes morphospecies 3
AB02_UK-1_RV05,1,cf. Synallactes morphospecies 3
AB01_APEI-12_RV07,1,cf. Synallactidae morphospecies 1
AB02_UK-1_AV06,1,cf. Synallactidae morphospecies 1
AB02_UK-1_AV06,1,cf. Synallactidae morphospecies 1
AB02_UK-1_AV06,1,cf. Synallactidae morphospecies 2
AB01_UK-1_RV06,1,cf. Urechinidae morphospecies 1
IFREMER1 IFR2 SO239-154,0,cf. Xyala (cf. Xyala/Pterygonema)
IFREMER1 IFR2 SO239-168,0,cf. Xyala (cf. Xyala/Pterygonema)
IFREMER1 IFR2 SO239-175,0,cf. Xyala (cf. Xyala/Pterygonema)
IFREMER1 IFR2 SO239-176,0,cf. Xyala (cf. Xyala/Pterygonema)
IFREMER1 IFR2 SO239-154,1,cf. Xyalidae family
IFREMER1 IFR2 SO239-168,0,cf. Xyalidae family
IFREMER1 IFR2 SO239-175,0,cf. Xyalidae family
IFREMER1 IFR2 SO239-176,0,cf. Xyalidae family
ECHO I (N)_H361,1,cf.Filograna  sp.A 1144
ECHO I (T)_H354,1,cf.Pholoe  sp.A 1150
KOREA1 KR5 (B2+B1) 18,1,Chaetoderma japonicum
KOREA1 OA KOREA1 25,1,Chaetoderma japonicum
IOM_Kaplan East (Site E),1,Chaetopterid sp. A
UKSRL1 UK-1 UK1-A-D,1,Chaetopteridae sp indet
UKSRL1 UK-1 UK1-A-EB04,3,Chaetopteridae sp indet
UKSRL1 UK-1 UK1-AB02-U01,1,Chaetopteridae sp. (NHM_2214)
UKSRL1 UK-1 UK1-AB02-U02,1,Chaetopteridae sp. (NHM_2214)
UKSRL1 OA UKSRL1 OMS-AB02-S02,1,Chaetopteridae sp. (NHM_331)
JPIO/SO239_GSR_Sta. 119,1,Chaetopteridae sp. 2549
UKSRL1 UK-1 UK1-AB01-D,1,Chaetopteridae sp. indet.
UKSRL1 UK-1 UK1-AB01-EB04,3,Chaetopteridae sp. indet.
UKSRL1 UK-1 UK1-AB01-I,1,Chaetopteridae sp. indet.
UKSRL1 UK-1 UK1-AB01-I,1,Chaetopteridae sp. indet.
KOREA1 KR5 (B2+B1) 6,1,Chaetozone  sp. A PIP_94
EQPAC 5ºN BC15,1,Chaetozone 823
EQPAC 5ºN BC15,1,Chaetozone 823
EQPAC 5ºN BC15,1,Chaetozone 823
EQPAC 5ºN BC15,1,Chaetozone 823
EQPAC 5ºN BC16,1,Chaetozone 829
EQPAC 5ºN BC16,1,Chaetozone 829
"DOMES SITE C, ECHO 1_Sta. DDT-05-95",1,Chaetozone akaina
"R/V Melville_DOMES SITE C, ECHO 1_Sta. H356T",1,Chaetozone akaina
"R/V Melville_DOMES SITE C, ECHO 1_Sta. H357",1,Chaetozone akaina
R/V Melville_GSR_Sta. H349C,1,Chaetozone akaina
R/V Melville_GSR_Sta. H350C,1,Chaetozone akaina
R/V Melville_GSR_Sta. H362C,1,Chaetozone akaina
BioNod 2012_BGR_EBS06,1,Chaetozone cf. corona
BioNod 2012_BGR_EBS06,1,Chaetozone cf. corona
BioNod 2012_BGR_EBS43,1,Chaetozone cf. corona
BioNod 2012_IFR2_EBS107,1,Chaetozone cf. corona
"Mangan 2010, SO205_BGR_EBS26",1,Chaetozone cf. corona
"Mangan 2010, SO205_BGR_EBS26",1,Chaetozone cf. corona
"Mangan 2010, SO205_BGR_EBS26",1,Chaetozone cf. corona
"Mangan 2010, SO205_BGR_EBS61",1,Chaetozone cf. corona
BGR1 BGR east #06EBS,1,Chaetozone corona
BGR1 BGR east #06EBS,1,Chaetozone corona
BGR1 BGR east #06EBS,1,Chaetozone corona
BGR1 BGR east #06EBS,1,Chaetozone corona
BGR1 BGR east #26EBS,1,Chaetozone corona
BGR1 BGR east #26EBS,1,Chaetozone corona
BGR1 BGR east #26EBS,1,Chaetozone corona
BGR1 BGR east #26EBS,1,Chaetozone corona
BGR1 BGR east #26EBS,1,Chaetozone corona
BGR1 BGR east #26EBS,1,Chaetozone corona
BGR1 BGR east #43EBS,1,Chaetozone corona
BGR1 BGR east #43EBS,1,Chaetozone corona
BGR1 OA BGR1 #107EBS,1,Chaetozone corona
BGR1 OA BGR1 #107EBS,1,Chaetozone corona
BGR1 OA BGR1 #61EBS,1,Chaetozone corona
BGR1 OA BGR1 #61EBS,1,Chaetozone corona
NOAA BIE project site_Sta. DDT-03-93,1,Chaetozone grasslei
NOAA BIE project site_Sta. DDT-05-93,1,Chaetozone grasslei
NOAA BIE project site_Sta. DDT-05-93,1,Chaetozone grasslei
NOAA BIE project site_Sta. DDT-07-93,1,Chaetozone grasslei
NOAA BIE project site_Sta. DDT-08-94,1,Chaetozone grasslei
NOAA BIE project site_Sta. DDT-11-93,1,Chaetozone grasslei
"R/V Melville_DOMES SITE C, ECHO 1_Sta. H356",1,Chaetozone grasslei
"R/V Melville_DOMES SITE C, ECHO 1_Sta. H357",2,Chaetozone grasslei
R/V Melville_GSR_Sta. H350,2,Chaetozone grasslei
UKSRL1 UK-1 UK1-A-D,1,Chaetozone sp NEW NAME NHM_165
UKSRL1 UK-1 UK1-A-EB03,1,Chaetozone sp NEW NAME NHM_340
UKSRL1 UK-1 UK1-A-G,1,Chaetozone sp NEW NAME NHM_340
UKSRL1 UK-1 UK1-A-K,1,Chaetozone sp NEW NAME NHM_340
UKSRL1 UK-1 UK1-A-K,1,Chaetozone sp NEW NAME NHM_340
UKSRL1 UK-1 UK1-AB01-D,1,Chaetozone sp. (NHM_165)
UKSRL1 UK-1 UK1-AB01-EB03,1,Chaetozone sp. (NHM_340)
UKSRL1 UK-1 UK1-AB01-G,1,Chaetozone sp. (NHM_340)
UKSRL1 UK-1 UK1-AB01-K,1,Chaetozone sp. (NHM_340)
UKSRL1 UK-1 UK1-AB01-K,1,Chaetozone sp. (NHM_340)
JPIO/SO239_BGR_Sta. 12,1,Chaetozone sp. 10
JPIO/SO239_BGR_Sta. 15,1,Chaetozone sp. 10
JPIO/SO239_BGR_Sta. 21,1,Chaetozone sp. 10
JPIO/SO239_BGR_Sta. 58,1,Chaetozone sp. 10
JPIO/SO239_BGR_Sta. 58,1,Chaetozone sp. 10
JPIO/SO239_BGR_Sta. 58,1,Chaetozone sp. 10
JPIO/SO239_BGR_Sta. 58,1,Chaetozone sp. 10
JPIO/SO239_BGR_Sta. 60,1,Chaetozone sp. 163
JPIO/SO239_APEI-3_Sta. 196,1,Chaetozone sp. 2059
JPIO/SO239_BGR_Sta. 57,1,Chaetozone sp. 2101
JPIO/SO239_BGR_Sta. 58,1,Chaetozone sp. 2101
JPIO/SO239_BGR_Sta. 58,1,Chaetozone sp. 2101
JPIO/SO239_BGR_Sta. 51,1,Chaetozone sp. 2102
JPIO/SO239_BGR_Sta. 15,1,Chaetozone sp. 2325
JPIO/SO239_BGR_Sta. 23,1,Chaetozone sp. 2419
JPIO/SO239_IOM_Sta. 107,1,Chaetozone sp. 2481
JPIO/SO239_BGR_Sta. 60,1,Chaetozone sp. 374
JPIO/SO239_GSR_Sta. 127,1,Chaetozone sp. 374
JPIO/SO239_IOM_Sta. 88,1,Chaetozone sp. 374
JPIO/SO239_IFR2_Sta. 159,1,Chaetozone sp. 562
JPIO/SO239_IFR2_Sta. 181,1,Chaetozone sp. 562
BPRA 1__PRA15,1,Chaetozone sp. A
IFR2_Kaplan Central (Site C),1,Chaetozone sp. A
IOM_Kaplan East (Site E),3,Chaetozone sp. A
NOAA DOMES 1_IFR1_DJ11,1,Chaetozone sp. A
NOAA DOMES 1_IFR1_DJ32,1,Chaetozone sp. A
NOAA DOMES 1_IFR1_DJ35,1,Chaetozone sp. A
NOAA DOMES 1_IFR1_DJ39,1,Chaetozone sp. A
NOAA DOMES 2_IFR1_DJ50,1,Chaetozone sp. A
NOAA DOMES 2_IFR1_DJ52,1,Chaetozone sp. A
NOAA DOMES 2_IFR1_DJ58,3,Chaetozone sp. A
NOAA DOMES 2_IFR1_DJ59,1,Chaetozone sp. A
NOAA DOMES 2_IFR1_DJ70,1,Chaetozone sp. A
NOAA DOMES 2_IFR1_DJ72,1,Chaetozone sp. A
NOAA DOMES 2_IFR1_DJ73,1,Chaetozone sp. A
NOAA DOMES 2_IFR1_DJ77,1,Chaetozone sp. A
BPRA 1__PRA22,1,Chaetozone sp. B
ECHO I (C)_H348,1,Chaetozone sp. B
ECHO I (C)_H350,4,Chaetozone sp. B
ECHO I (C)_H351,2,Chaetozone sp. B
ECHO I (C)_H360,1,Chaetozone sp. B
ECHO I (T)_H353,1,Chaetozone sp. B
ECHO I (T)_H354,1,Chaetozone sp. B
ECHO I (T)_H355,1,Chaetozone sp. B
ECHO I (T)_H356,1,Chaetozone sp. B
ECHO I (T)_H357,4,Chaetozone sp. B
BPRA 1__PRA05,1,Chaetozone sp. C
BPRA 1__PRA15,1,Chaetozone sp. C
NOAA DOMES 2_IFR1_DJ49,1,Chaetozone sp. C
ECHO I (C)_H349,1,Chaetozone sp. D
ECHO I (C)_H350,2,Chaetozone sp. D
ECHO I (C)_H362,1,Chaetozone sp. D
ECHO I (T)_H356,1,Chaetozone sp. D
KOREA KR5_Stn. SD12,1,Chaetozone sp.A
BPRA 1__PRA15,1,Chaetozone sp.A 1018
NOAA DOMES 1_IFR1_DJ11,1,Chaetozone sp.A 1018
NOAA DOMES 1_IFR1_DJ32,1,Chaetozone sp.A 1018
NOAA DOMES 1_IFR1_DJ35,1,Chaetozone sp.A 1018
NOAA DOMES 1_IFR1_DJ39,1,Chaetozone sp.A 1018
NOAA DOMES 2_IFR1_DJ50,1,Chaetozone sp.A 1018
NOAA DOMES 2_IFR1_DJ52,1,Chaetozone sp.A 1018
NOAA DOMES 2_IFR1_DJ58,3,Chaetozone sp.A 1018
NOAA DOMES 2_IFR1_DJ59,1,Chaetozone sp.A 1018
NOAA DOMES 2_IFR1_DJ70,1,Chaetozone sp.A 1018
NOAA DOMES 2_IFR1_DJ72,1,Chaetozone sp.A 1018
NOAA DOMES 2_IFR1_DJ73,1,Chaetozone sp.A 1018
NOAA DOMES 2_IFR1_DJ77,1,Chaetozone sp.A 1018
BPRA 1__PRA22,1,Chaetozone sp.B 1014
ECHO I (C)_H348,1,Chaetozone sp.B 1014
ECHO I (C)_H350,4,Chaetozone sp.B 1014
ECHO I (C)_H351,2,Chaetozone sp.B 1014
ECHO I (C)_H360,1,Chaetozone sp.B 1014
ECHO I (T)_H353,1,Chaetozone sp.B 1014
