rec,SPECIES,size_cat,region,INCL-ALL-SPP,INCL-ALL-TAXA,incl_notes-all-taxa,incl_notes-all-spp,acceptedScientificName_ed,CCZ_endemic,other_rank,taxonRank_ed,TR_w_TCID,layer,inclusion_criteria,incl_notes_march22,include,m_taxon_note,gbifID,rightsHolder,institutionID,institutionCode,datasetID,datasetName,basisOfRecord,occurrenceID,catalogNumber,qual_ed,identificationQualifier,recordNumber,recordedBy,individualCount,associatedSequences,previousIdentifications,eventID,eventDate,eventTime,year,habitat,samplingProtocol,locality,verbatimDepth,decimalLongitude,decimalLatitude,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonConceptID_orig,taxonConceptID,scientificName,kingdom,phylum,class,order,family,genus,species,taxonRank,taxonomicStatus,depth,depthAccuracy,verbatimScientificName,acceptedScientificName,associatedReferences
39499,,macrofauna,east,no,no,no- duplicate,no- duplicate,Hormathiidae,,,family,temporary name,01_pmn_exploration_areas,,,yes,,1288040454,,,NHMUK,,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Cnidaria",PRESERVED_SPECIMEN,9277-Occurrence-13,bad617b4-5dff-4c9d-8ea8-c04ef29b0313,,,NHM_416,"Adrian Glover, Helena Wiklund, Thomas Dahlgren, Maggie Georgieva",1,http://ncbi.nlm.nih.gov/nucleotide/KX384620,NA,,2013-10-20T00:00:00,22:54,2013,Abyssal plain,Remotely Operated Vehicle,UK Seabed Resources Ltd exploration claim UK-1,,-116.5482,13.86453,,"Estefania Rodriguez, Adrian Glover, Helena Wiklund, Thomas Dahlgren, Diva Amon",2016-03-01T00:00:00,,identified by DNA and morphology,Hormathiidae sp. (NHM_416),Hormathiidae sp. (NHM_416),Hormathiidae,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,FAMILY,ACCEPTED,4025,NA,Hormathiidae,Hormathiidae,
98864,,macrofauna,east,no,no,no- duplicate,no- duplicate,Hormathiidae,,,family,temporary name,01_pmn_exploration_areas,"while no depth, is in CCZ",,yes,,1697149066,,,NHMUK,,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Cnidaria",HUMAN_OBSERVATION,1288040454,bad617b4-5dff-4c9d-8ea8-c04ef29b0313,,,NHM_416,"Adrian Glover, Helena Wiklund, Thomas Dahlgren, Maggie Georgieva",1,http://ncbi.nlm.nih.gov/nucleotide/KX384620,NA,,2013-10-20T02:00:00,22:54,2013,Abyssal plain,Remotely Operated Vehicle,UK Seabed Resources Ltd exploration claim UK-1,,-116.5482,13.86453,,"Estefania Rodriguez, Adrian Glover, Helena Wiklund, Thomas Dahlgren, Diva Amon",2016-03-01T01:00:00,,identified by DNA and morphology,Hormathiidae sp. (NHM_416),Hormathiidae sp. (NHM_416),Hormathiidae,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,FAMILY,ACCEPTED,NA,NA,Hormathiidae,Hormathiidae,
119938,,macrofauna,east,no,no,no- duplicate,no- duplicate,Hormathiidae,,,family,temporary name,01_pmn_exploration_areas,"while no depth, is in CCZ",,yes,,2309866444,,,,,Geographically tagged INSDC sequences,PRESERVED_SPECIMEN,KX384620,,,,,,NA,KX384620,NA,,,,NA,,,Pacific Ocean:CCZ,,-116.54,13.86,,,,,,,Hormathiidae sp. NHM_416,Hormathiidae,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,FAMILY,ACCEPTED,NA,NA,Hormathiidae sp. NHM_416,Hormathiidae,
24883,,macrofauna,central,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Hormathiidae,,,family,family,NA,"while out CCZ shpfile, nearby- valid",,yes,,1320746632,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/39cc6a44c-0311-4690-8b3f-b62eb8ff1f97,1185982,,,,C. Welling,3,,NA,,1980-02-16T00:00:00,,1980,,,Clarion Clipperton Fracture Zone,,-129.883,13.2167,,"Gusmao, Luciana",,,,,,Hormathiidae,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,FAMILY,ACCEPTED,4862,0,,Hormathiidae,
33401,,macrofauna,central,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Hormathiidae,,,family,family,NA,"while out CCZ shpfile, nearby- valid",,yes,,1321181232,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3aff5a835-61d4-48f7-adc1-848266135468,1186035,,,,C. Welling,2,,NA,,1980-02-08T00:00:00,,1980,,,,,-129.883,13.2167,,"Gusmao, Luciana",,,,,,Hormathiidae,Animalia,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,,,FAMILY,ACCEPTED,4846,0,,Hormathiidae,
4327,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438256,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000785,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.93736,6.98007,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5008,0,Hyalonema,"Hyalonema Gray, 1832",
4328,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438259,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000811,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91116,7.00207,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5010,0,Hyalonema,"Hyalonema Gray, 1832",
4329,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438262,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000848,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.88384,5.10077,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4859,0,Hyalonema,"Hyalonema Gray, 1832",
4331,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438266,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000884,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91184,6.98986,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5003,0,Hyalonema,"Hyalonema Gray, 1832",
4332,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438269,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000910,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.8237,5.05529,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4871,0,Hyalonema,"Hyalonema Gray, 1832",
4333,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438270,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000929,,,,,,1,,NA,,2018-05-29T00:00:00,,2018,,,,,-141.82022,5.0521,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4872,0,Hyalonema,"Hyalonema Gray, 1832",
4356,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557444369,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000773,,,,,,1,,NA,,2018-05-29T00:00:00,,2018,,,,,-141.82059,5.05274,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4872,0,Hyalonema,"Hyalonema Gray, 1832",
4357,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557444371,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000791,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91176,6.99063,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5005,0,Hyalonema,"Hyalonema Gray, 1832",
4358,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557444373,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000818,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91144,6.99631,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5008,0,Hyalonema,"Hyalonema Gray, 1832",
4359,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557444375,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000836,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91145,6.99805,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5009,0,Hyalonema,"Hyalonema Gray, 1832",
4362,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557444381,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000890,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.93852,7.03262,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5037,0,Hyalonema,"Hyalonema Gray, 1832",
4363,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557444383,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000917,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.88451,5.10095,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4859,0,Hyalonema,"Hyalonema Gray, 1832",
4382,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557440285,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000775,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.94101,6.97366,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5007,0,Hyalonema,"Hyalonema Gray, 1832",
4383,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557440287,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000793,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91155,6.99342,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5007,0,Hyalonema,"Hyalonema Gray, 1832",
4384,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557440288,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000801,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.82951,5.05935,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4868,0,Hyalonema,"Hyalonema Gray, 1832",
4385,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557440291,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000838,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.89346,5.11154,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4856,0,Hyalonema,"Hyalonema Gray, 1832",
4387,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557440295,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000874,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.93906,6.97694,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5007,0,Hyalonema,"Hyalonema Gray, 1832",
4388,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557440297,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000892,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.82152,5.05387,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4872,0,Hyalonema,"Hyalonema Gray, 1832",
4389,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557440298,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000900,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.93495,6.98457,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5005,0,Hyalonema,"Hyalonema Gray, 1832",
4390,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557440299,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000919,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.93527,6.98393,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5007,0,Hyalonema,"Hyalonema Gray, 1832",
4411,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557429296,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000774,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.88553,5.10246,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4859,0,Hyalonema,"Hyalonema Gray, 1832",
4412,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557429298,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000792,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.74184,11.29262,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5250,0,Hyalonema,"Hyalonema Gray, 1832",
4413,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557429299,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000800,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.939,7.03399,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5038,0,Hyalonema,"Hyalonema Gray, 1832",
4414,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557429300,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000819,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.88531,5.10295,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4859,0,Hyalonema,"Hyalonema Gray, 1832",
4415,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557429302,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000837,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.82998,5.05942,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4868,0,Hyalonema,"Hyalonema Gray, 1832",
4417,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557429306,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000873,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91102,6.9991,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5010,0,Hyalonema,"Hyalonema Gray, 1832",
4418,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557429308,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000891,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.9115,6.99596,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5008,0,Hyalonema,"Hyalonema Gray, 1832",
4419,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557429310,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000918,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91126,6.99875,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5010,0,Hyalonema,"Hyalonema Gray, 1832",
4440,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557439239,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000759,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.88561,5.10258,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4859,0,Hyalonema,"Hyalonema Gray, 1832",
4442,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557439243,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000795,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.93796,7.03098,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5035,0,Hyalonema,"Hyalonema Gray, 1832",
4443,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557439244,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000803,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91128,6.99837,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5009,0,Hyalonema,"Hyalonema Gray, 1832",
4444,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557439246,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000821,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.93505,6.98433,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5006,0,Hyalonema,"Hyalonema Gray, 1832",
4446,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557439251,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000876,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.93669,6.98144,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5008,0,Hyalonema,"Hyalonema Gray, 1832",
4447,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557439253,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000894,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.83039,5.05986,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4868,0,Hyalonema,"Hyalonema Gray, 1832",
4448,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557439254,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000902,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.82913,5.05586,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4870,0,Hyalonema,"Hyalonema Gray, 1832",
4449,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557439256,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000920,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.82205,5.05397,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4872,0,Hyalonema,"Hyalonema Gray, 1832",
4474,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438255,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000776,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.93708,6.98052,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5008,0,Hyalonema,"Hyalonema Gray, 1832",
4475,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438257,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000794,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91157,6.99335,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5007,0,Hyalonema,"Hyalonema Gray, 1832",
4476,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438258,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000802,,,,,,1,,NA,,2018-05-28T00:00:00,,2018,,,,,-141.82392,5.05533,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4871,0,Hyalonema,"Hyalonema Gray, 1832",
4477,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438260,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000820,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.8843,5.10152,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4859,0,Hyalonema,"Hyalonema Gray, 1832",
4478,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438261,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000839,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.93471,6.98498,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,5003,0,Hyalonema,"Hyalonema Gray, 1832",
4480,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438265,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000875,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.88441,5.10166,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4859,0,Hyalonema,"Hyalonema Gray, 1832",
4481,,megafauna,west,no,y,,no- not spp level,Hyalonema,,,genus,genus,06_apei,,,yes,,2557438267,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000893,,,,,,1,,NA,,2018-05-25T00:00:00,,2018,,,,,-141.89475,5.11341,,,,,,,,"Hyalonema Gray, 1832",Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,ACCEPTED,4855,0,Hyalonema,"Hyalonema Gray, 1832",
