rec,SPECIES,size_cat,region,INCL-ALL-SPP,INCL-ALL-TAXA,incl_notes-all-taxa,incl_notes-all-spp,acceptedScientificName_ed,CCZ_endemic,other_rank,taxonRank_ed,TR_w_TCID,layer,inclusion_criteria,incl_notes_march22,include,m_taxon_note,gbifID,rightsHolder,institutionID,institutionCode,datasetID,datasetName,basisOfRecord,occurrenceID,catalogNumber,qual_ed,identificationQualifier,recordNumber,recordedBy,individualCount,associatedSequences,previousIdentifications,eventID,eventDate,eventTime,year,habitat,samplingProtocol,locality,verbatimDepth,decimalLongitude,decimalLatitude,typeStatus,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonConceptID_orig,taxonConceptID,scientificName,kingdom,phylum,class,order,family,genus,species,taxonRank,taxonomicStatus,depth,depthAccuracy,verbatimScientificName,acceptedScientificName,associatedReferences
97386,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Eurytium limosum,,,species,species,06_apei,,,yes,,2571434859,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/38bc42f6a-b055-495d-b312-e50b2c03cf19,24336,,,,United States Fish Commission,2,,NA,,1899-09-02T00:00:00,,1899,,,Between San Diego and Marquesas Islands,,-136.233,16.6333,,"Rathbun, Mary Jane, Smithsonian Institution",,,,,,"Eurytium limosum (Say, 1818)",Animalia,Arthropoda,Malacostraca,Decapoda,Panopeidae,Eurytium,Eurytium limosum,SPECIES,ACCEPTED,5647,0,Eurytium limosum,"Eurytium limosum (Say, 1818)",
44170,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Leptognathiella clivicola,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1836728084,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3ab673f95-b5bf-4820-9905-cc3af1d83e04,1471775,,,,D. Trueblood,1,,NA,,1994-07-01T00:00:00,,1994,,,"Clarion-Clipperton Fracture Zone, abyssal plain",,-128.591,12.9171,,,,,,,,"Leptognathiella clivicola Bird & Holdich, 1984",Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Leptognathiella,Leptognathiella clivicola,SPECIES,ACCEPTED,4879,0,Leptognathiella clivicola,"Leptognathiella clivicola Bird & Holdich, 1984",
2887,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Macrinella clavipes,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1836727747,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3a7347b4a-7521-4c74-929f-7221d006ba5c,1471777,,,,D. Trueblood,2,,NA,,1994-07-01T00:00:00,,1994,,,"Clarion-Clipperton Fracture Zone, abyssal plain",,-128.599,12.9341,,,,,,,,"Macrinella clavipes (Hansen, 1913)",Animalia,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Macrinella,Macrinella clavipes,SPECIES,ACCEPTED,4879,0,Macrinella clavipes,"Macrinella clavipes (Hansen, 1913)",
4302,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Munidopsis verrucosus,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1319429738,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/36287a2d1-6976-41d8-9182-544c56c8e091,1188876,,,,C. Welling,1,,NA,,1980-04-22T00:00:00,,1980,,,,,-129.917,13.23,,"Poore, Gary C.B., Museum Victoria (AUSTRALIA)",,,,,,"Munidopsis verrucosus Khodkina, 1973",Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis verrucosus,SPECIES,ACCEPTED,4877,0,Munidopsis verrucosus,"Munidopsis verrucosus Khodkina, 1973",
6563,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Munidopsis verrucosus,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1318460022,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3379ee632-3c52-4ced-9ba5-10722f22a668,1188877,,,,C. Welling,1,,NA,,1980-04-12T00:00:00,,1980,,,,,-129.917,13.23,,"Poore, Gary C.B., Museum Victoria (AUSTRALIA)",,,,,,"Munidopsis verrucosus Khodkina, 1973",Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis verrucosus,SPECIES,ACCEPTED,4816,0,Munidopsis verrucosus,"Munidopsis verrucosus Khodkina, 1973",
25518,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Munidopsis verrucosus,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1317726625,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3172d1d73-258e-4497-a66e-518710ccf865,1188878,,,,C. Welling,1,,NA,,1980-02-08T00:00:00,,1980,,,,,-129.883,13.2167,,"Poore, Gary C.B., Museum Victoria (AUSTRALIA)",,,,,,"Munidopsis verrucosus Khodkina, 1973",Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis verrucosus,SPECIES,ACCEPTED,4846,0,Munidopsis verrucosus,"Munidopsis verrucosus Khodkina, 1973",
26479,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Munidopsis verrucosus,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1322635462,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3f0585a2d-c514-470c-92d4-1d20f7ce7153,1188875,,,,C. Welling,1,,NA,,1980-02-18T00:00:00,,1980,,,,,-129.883,13.2167,,"Poore, Gary C.B., Museum Victoria (AUSTRALIA)",,,,,,"Munidopsis verrucosus Khodkina, 1973",Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis verrucosus,SPECIES,ACCEPTED,4801,0,Munidopsis verrucosus,"Munidopsis verrucosus Khodkina, 1973",
26522,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Munidopsis verrucosus,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1318527373,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/33a97ec5d-5793-4835-b05a-dac4b653a5e1,1188881,,,,C. Welling,1,,NA,,1980-02-16T00:00:00,,1980,,,,,-129.883,13.2167,,"Poore, Gary C.B., Museum Victoria (AUSTRALIA)",,,,,,"Munidopsis verrucosus Khodkina, 1973",Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis verrucosus,SPECIES,ACCEPTED,4877,0,Munidopsis verrucosus,"Munidopsis verrucosus Khodkina, 1973",
28098,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Munidopsis verrucosus,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1318693491,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/341f18337-b661-4cc5-9be8-6d22834a2919,1188880,,,,C. Welling,2,,NA,,1979-03-22T00:00:00,,1979,,,,,-129.85,13.2286,,"Poore, Gary C.B., Museum Victoria (AUSTRALIA)",,,,,,"Munidopsis verrucosus Khodkina, 1973",Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis verrucosus,SPECIES,ACCEPTED,4878,0,Munidopsis verrucosus,"Munidopsis verrucosus Khodkina, 1973",
42241,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Munidopsis verrucosus,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1317846685,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/31c7d8a7d-dced-4e42-9a86-3687330eb965,1188879,,,,C. Welling,1,,NA,,1979-06-13T00:00:00,,1979,,,,,-129.87,13.1875,,"Poore, Gary C.B., Museum Victoria (AUSTRALIA)",,,,,,"Munidopsis verrucosus Khodkina, 1973",Animalia,Arthropoda,Malacostraca,Decapoda,Munidopsidae,Munidopsis,Munidopsis verrucosus,SPECIES,ACCEPTED,4878,0,Munidopsis verrucosus,"Munidopsis verrucosus Khodkina, 1973",
65393,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Paranarthrura tridens,,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1836732946,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3cb236ec3-c0e0-48bb-b596-ea97bb23c94e,1471778,,,,D. Trueblood,3,,NA,,1994-07-01T00:00:00,,1994,,,"Clarion-Clipperton Fracture Zone, abyssal plain",,-128.599,12.9341,,,,,,,,"Paranarthrura tridens Bird & Holdich, 1989",Animalia,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Paranarthrura,Paranarthrura tridens,SPECIES,ACCEPTED,4879,0,Paranarthrura tridens,"Paranarthrura tridens Bird & Holdich, 1989",
964,,macrofauna,central,y,y,check- duplicate?,check- duplicate?,Planes minutus,,,species,species,01_pmn_exploration_areas,,,yes,,2571484230,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/3cc085f34-3685-446b-8277-403360238be0,44673,,,,United States Fish Commission,1,,NA,,1899-09-05T00:00:00,,1899,,,Between San Diego and Marquesas Islands,,-137.783,9.95,,"Chace, Fenner A., Jr., Smithsonian Institution, National Museum of Natural History",,,,,,"Planes minutus (Linnaeus, 1758)",Animalia,Arthropoda,Malacostraca,Decapoda,Grapsidae,Planes,Planes minutus,SPECIES,ACCEPTED,4919,0,Planes minutus,"Planes minutus (Linnaeus, 1758)",
39501,,macrofauna,east,no,no,no- duplicate,no- duplicate,Abylopsis eschscholtzii,,,species,species,01_pmn_exploration_areas,,,yes,,1288040467,,,NHMUK,,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Cnidaria",PRESERVED_SPECIMEN,9277-Occurrence-14,8cab45b5-4868-4d7a-a2a1-92f8b9ab3649,,,NHM_477,"Adrian Glover, Helena Wiklund, Thomas Dahlgren, Maggie Georgieva",1,http://ncbi.nlm.nih.gov/nucleotide/KX384609 | KX384617,NA,,2013-10-22T00:00:00,07:25,2013,Abyssal plain,USNEL Box Core,UK Seabed Resources Ltd exploration claim UK-1,,-116.67,13.72662,,"Adrian Glover, Helena Wiklund, Thomas Dahlgren",2016-03-01T00:00:00,,identified by DNA and morphology,Abylopsis eschscholtzii,,"Abylopsis eschscholtzii (Huxley, 1859)",Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abylopsis,Abylopsis eschscholtzii,SPECIES,ACCEPTED,4160,NA,Abylopsis eschscholtzii,"Abylopsis eschscholtzii (Huxley, 1859)",
95881,,macrofauna,east,no,no,no- duplicate,no- duplicate,Abylopsis eschscholtzii,,,species,species,01_pmn_exploration_areas,"while no depth, is in CCZ",pelagic but from ABYSSLINE,yes,,2308960039,,,,,Geographically tagged INSDC sequences,PRESERVED_SPECIMEN,KX384617,,,,,,NA,KX384617,NA,,,,NA,,,Pacific Ocean:CCZ,,-116.67,13.73,,,,,,,,"Abylopsis eschscholtzii (Huxley, 1859)",Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abylopsis,Abylopsis eschscholtzii,SPECIES,ACCEPTED,NA,NA,Abylopsis eschscholtzii,"Abylopsis eschscholtzii (Huxley, 1859)",
98867,,macrofauna,east,no,no,no- duplicate,no- duplicate,Abylopsis eschscholtzii,,,species,species,01_pmn_exploration_areas,"while no depth, is in CCZ",pelagic but from ABYSSLINE,yes,,1697149101,,,NHMUK,,"Abyssal fauna of the UK-1 polymetallic nodule exploration area, Clarion-Clipperton Zone, central Pacific Ocean: Cnidaria",HUMAN_OBSERVATION,1288040467,8cab45b5-4868-4d7a-a2a1-92f8b9ab3649,,,NHM_477,"Adrian Glover, Helena Wiklund, Thomas Dahlgren, Maggie Georgieva",1,http://ncbi.nlm.nih.gov/nucleotide/KX384609 | KX384617,NA,,2013-10-22T02:00:00,07:25,2013,Abyssal plain,USNEL Box Core,UK Seabed Resources Ltd exploration claim UK-1,,-116.67,13.72662,,"Adrian Glover, Helena Wiklund, Thomas Dahlgren",2016-03-01T01:00:00,,identified by DNA and morphology,Abylopsis eschscholtzii,,"Abylopsis eschscholtzii (Huxley, 1859)",Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abylopsis,Abylopsis eschscholtzii,SPECIES,ACCEPTED,NA,NA,"Abylopsis eschscholtzii (Huxley, 1859)","Abylopsis eschscholtzii (Huxley, 1859)",
130835,,macrofauna,east,no,no,no- duplicate,no- duplicate,Abylopsis eschscholtzii,,,species,species,01_pmn_exploration_areas,"while no depth, is in CCZ",pelagic but from ABYSSLINE,yes,,2308060902,,,,,Geographically tagged INSDC sequences,PRESERVED_SPECIMEN,KX384609,,,,,,NA,KX384609,NA,,,,NA,,,Pacific Ocean:CCZ,,-116.67,13.73,,,,,,,,"Abylopsis eschscholtzii (Huxley, 1859)",Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abylopsis,Abylopsis eschscholtzii,SPECIES,ACCEPTED,NA,NA,Abylopsis eschscholtzii,"Abylopsis eschscholtzii (Huxley, 1859)",
138116,,macrofauna,east,no,no,no- duplicate,no- duplicate,Abylopsis eschscholtzii,,,species,species,01_pmn_exploration_areas,,,yes,m edited sciname- formatting- extra space after name,1135516840,,,NHMUK,,Natural History Museum (London) Collection Specimens,PRESERVED_SPECIMEN,8cab45b5-4868-4d7a-a2a1-92f8b9ab3649,2016.14,,,,"Dr Adrian Glover, Dr Helena Wiklund, Dr Thomas G. Dahlgren, Magdalena Georgieva",1,,NA,,2013-10-22T00:00:00,,2013,,Boxcore,UK Seabed Resources Ltd exploration claim UK-1,,-116.67,13.72662,,Dr Adrian Glover,,,,,,"Abylopsis Chun, 1888",Animalia,Cnidaria,Hydrozoa,Siphonophorae,Abylidae,Abylopsis,,GENUS,ACCEPTED,4160,NA,Abylopsis  eschscholtzii,"Abylopsis Chun, 1888",
138087,,macrofauna,central,no,no,no- duplicate,no- duplicate,Abyssarya acus,y,,species,species,06_apei,above 3000m depth,valid species record,yes,,1988331722,,,NHMUK,,Natural History Museum (London) Collection Specimens,PRESERVED_SPECIMEN,336faf20-001e-401d-9730-1098cb306b7d,2018.25346,,,,,1,,NA,,2015-04-24T00:00:00,,2015,,,"Equatroial Pacific Ocean,Clarion-Clipperton Fracture zone, APEI 3 seamount, station 212",,-128.7485,18.545,PARATYPE,,,,,,,"Abyssarya acus Bonifácio & Menot, 2018",Animalia,Annelida,Polychaeta,Phyllodocida,Polynoidae,Abyssarya,Abyssarya acus,SPECIES,ACCEPTED,1783,70,Abyssarya acus,"Abyssarya acus Bonifácio & Menot, 2018",
4320,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557438239,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000587,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.93523,6.98402,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5007,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4373,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557440269,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000595,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.93826,7.03173,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5036,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4432,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557439226,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000597,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.59559,11.25136,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5204,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4460,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557439274,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1001352,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.93825,7.03179,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5036,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4465,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557438240,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000596,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.9399,6.97559,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5007,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4496,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557439225,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000588,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91097,6.99897,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5010,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4521,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557623661,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000580,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.91104,7.0088,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5016,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4522,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557623662,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000599,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.93516,6.98413,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5007,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4557,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557617980,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000589,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.93834,7.03196,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5037,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4583,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557625693,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000582,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.7419,11.29309,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5249,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4620,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557617981,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000598,,,,,,1,,NA,,2018-06-09T00:00:00,,2018,,,,,-153.74253,11.28787,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5250,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4648,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557618029,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1001353,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.93812,7.03139,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5036,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4652,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557626725,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000583,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.93892,7.03376,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5038,0,Abyssopathes,"Abyssopathes Opresko, 2002",
96007,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557616548,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000581,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.9423,6.97195,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5007,0,Abyssopathes,"Abyssopathes Opresko, 2002",
96120,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557626727,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000600,,,,,,1,,NA,,2018-06-01T00:00:00,,2018,,,,,-149.9392,7.03481,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5039,0,Abyssopathes,"Abyssopathes Opresko, 2002",
96150,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557444352,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000584,,,,,,1,,NA,,2018-06-11T00:00:00,,2018,,,,,-153.5909,11.25142,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5200,0,Abyssopathes,"Abyssopathes Opresko, 2002",
96185,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557429279,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000585,,,,,,1,,NA,,2018-06-07T00:00:00,,2018,,,,,-149.9378,6.9792,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5008,0,Abyssopathes,"Abyssopathes Opresko, 2002",
96215,,megafauna,west,no,y,,no- not spp level,Abyssopathes,,,genus,genus,06_apei,,,yes,,2557440268,,,,HURL,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,NOAA_DSCRTP:1000586,,,,,,1,,NA,,2018-06-02T00:00:00,,2018,,,,,-149.9116,6.99494,,,,,,,,"Abyssopathes Opresko, 2002",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,ACCEPTED,5008,0,Abyssopathes,"Abyssopathes Opresko, 2002",
4617,,megafauna,central,no,no,no- duplicate,no- duplicate,Abyssopathes anomala,y,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,2557048327,,,,NMNH_IZ,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,NOAA_DSCRTP:248037,,,,,,1,,NA,,1980-04-08T00:00:00,,1980,,,,,-129.9,13.22,,,,,,,,"Abyssopathes anomala Molodtsova & Opresko, 2017",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes anomala,SPECIES,ACCEPTED,4770,0,Abyssopathes anomala,"Abyssopathes anomala Molodtsova & Opresko, 2017",
1153,,megafauna,west,no,no,no- duplicate,no- duplicate,Abyssopathes anomala,y,,species,species,01_pmn_exploration_areas,,,yes,,1931765639,,,MNHN,,The cnidarians collection (IK) of the Muséum national d'Histoire naturelle (MNHN - Paris),PRESERVED_SPECIMEN,http://coldb.mnhn.fr/catalognumber/mnhn/ik/2014-404,2014-404,,,,,1,,NA,,2004-06-11T00:00:00,,2004,,,,,-150.095333,9.394833,PARATYPE,Molodtsova T. & Opresko D.,,,,,,"Abyssopathes anomala Molodtsova & Opresko, 2017",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes anomala,SPECIES,ACCEPTED,5100,NA,"Abyssopathes anomala Molodtsova & Opresko, 2017","Abyssopathes anomala Molodtsova & Opresko, 2017",
2891,,megafauna,central,no,no,no- duplicate- w OBIS,no- duplicate- w OBIS,Abyssopathes anomala,y,,species,species,NA,"while out CCZ shpfile, nearby- valid",,yes,,1675940197,,http://biocol.org/urn:lsid:biocol.org:col:34871,USNM,,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,http://n2t.net/ark:/65665/396d1e248-027c-4fd3-a397-b665992097d7,1116397,,,,Lockheed Ocean Science Laboratory,1,,NA,,1980-04-08T00:00:00,,1980,,,Clarion-Clipperton Fracture Zone,,-129.9,13.22,HOLOTYPE,"Molodtsova, Tina N.; Opresko, Dennis M.",,,,,,"Abyssopathes anomala Molodtsova & Opresko, 2017",Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes anomala,SPECIES,ACCEPTED,4770,NA,Abyssopathes anomala,"Abyssopathes anomala Molodtsova & Opresko, 2017",
