rec,source,overlapping_name,INCLUDE,incl_note,Kingdom,Phylum,Class,Order,Family,Genus,Species,scientificName,name_harmonised,taxonConceptID,ORIG_name_if_overlap,habitat_interim,size_cat,taxonRank,TR_w_TCID,temp_name_cat,CAT_EXPANDED,qualifier,qual2,qual_level,qual_interp,reference/id_by,ID_METHOD,descr_id_with_orig
103,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. 4,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
104,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. 8,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
105,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. A,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
106,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. B,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
107,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. C,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
108,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. F,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
109,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. G,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
110,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. H,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
111,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. I,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
112,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. J,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
113,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. K,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
114,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. L,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
115,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. M,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
116,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. N,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
117,literature,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. O,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2016,morphology only (imagery),morphology only (imagery)
118,literature,,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Anemone type 1,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Bluhm_1994,morphology only (imagery),morphology only (imagery)
119,literature,,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Anemone type 3,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Bluhm_1994,morphology only (imagery),morphology only (imagery)
120,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT000,Unclassifiable Actiniaria ACT000,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
121,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT009,Unclassifiable Actiniaria ACT009,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
122,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT010,Unclassifiable Actiniaria ACT010,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
123,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT012,Unclassifiable Actiniaria ACT012,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
124,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT015,Unclassifiable Actiniaria ACT015,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
125,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT016,Unclassifiable Actiniaria ACT016,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
126,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT019,Unclassifiable Actiniaria ACT019,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
127,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT021,Unclassifiable Actiniaria ACT021,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
128,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT022,Unclassifiable Actiniaria ACT022,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
129,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT028,Unclassifiable Actiniaria ACT028,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
130,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT032,Unclassifiable Actiniaria ACT032,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
131,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT033,Unclassifiable Actiniaria ACT033,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
132,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT041,Unclassifiable Actiniaria ACT041,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
133,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT042,Unclassifiable Actiniaria ACT042,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
134,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT043,Unclassifiable Actiniaria ACT043,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
135,literature,,no,no- duplicate,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,yes,ACT064,Unclassifiable Actiniaria ACT064,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Durden_etal_2021,morphology only (imagery),morphology only (imagery)
136,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria morphotype 10,,nodule,megafauna,order,temporary name,gen,,,,,,,,
137,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria morphotype 14,,nodule,megafauna,order,temporary name,gen,,,,,,,,
138,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria morphotype 2,,nodule,megafauna,order,temporary name,gen,,,,,,,,
139,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria morphotype 4,,nodule,megafauna,order,temporary name,gen,,,,,,,,
140,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria morphotype 8,,nodule,megafauna,order,temporary name,gen,,,,,,,,
141,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria morphotype C,,nodule,megafauna,order,temporary name,gen,,,,,,,,
142,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria morphotype I,,nodule,megafauna,order,temporary name,gen,,,,,,,,
143,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria morphotype L,,nodule,megafauna,order,temporary name,gen,,,,,,,,
144,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria morphotype N,,nodule,megafauna,order,temporary name,gen,,,,,,,,
145,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria mtp 9,,nodule,megafauna,order,temporary name,gen,,,,,,,,
146,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp A,,nodule,megafauna,order,temporary name,gen,,,,,,,,
147,DD,poss overlap,,,Animalia,Cnidaria,Anthozoa,Actiniaria,,,,Actiniaria,,Actiniaria sp. (NHM_398),,nodule,megafauna,order,temporary name,gen,,,,,,,,
148,literature,,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Actiniidae,,,Actiniidae,,Actiniidae Bolocera msp.,,nodule,megafauna,family,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
149,DD,,,,Animalia,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Actinonema,,Actinonema,,Actinonema sp_1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
150,DD,,,,Animalia,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Actinonema,,Actinonema,,Actinonema sp_2,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
151,DD,,,,Animalia,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Actinonema,,Actinonema,,Actinonema sp_3,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
152,literature,,no,no-duplicate,Animalia,Chordata,,,,,,Actinopterygii,,cf. Actinopterygii morphospecies,,water column,megafauna,gigaclass,temporary name,MORPHOTYPE,poss indet not undescribed new species,cf.,,,,Amon_etal_2017b,morphology only (imagery),morphology only (imagery)
153,GBIF,overlap,,,Animalia,Chordata,,,,,,Actinopterygii,,cf. Actinopterygii morphospecies,,water column,megafauna,class,temporary name,morphotype,,cf.,,,,"Astrid Leitner, Jeffrey Drazen, Diva J. Amon, Amanda F. Ziegler",morphology only (imagery),Identified only from imagery
154,literature,,,,Animalia,Chordata,,,,,,Actinopterygii,,Actinopterygii morphospecies,,water column,megafauna,gigaclass,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Amon_etal_2017c,morphology only (imagery),morphology only (imagery)
155,literature,,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,,,Actinostolidae,,Actinostolidae stet. CCZ_183,,nodule,megafauna,family,temporary name,MORPHOTYPE,undescribed new species,stet,sp. Nov (undescribed),,yes,Bribiesca-Contreras_etal_2022,morphology and molecular data,morphology and molecular data
156,literature,,,,Animalia,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,,,Actinostolidae,,Actinostolidae stet. CCZ_202,,nodule,megafauna,family,temporary name,MORPHOTYPE,undescribed new species,stet,sp. Nov (undescribed),,yes,Bribiesca-Contreras_etal_2022,morphology and molecular data,morphology and molecular data
157,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Adenopleuriidae,,,Adenopleuriidae,,Adenopleuriidae sp. 1,,sediment,meiofauna,family,temporary name,gen,,,,,,,,
158,DD,,,,Animalia,Mollusca,Gastropoda,Seguenziida,[unassigned] Seguenzioidea,Adeuomphalus,,Adeuomphalus,,Adeuomphalus sp. (NHM_047),,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
159,DD,,,,Animalia,Mollusca,Gastropoda,Seguenziida,[unassigned] Seguenzioidea,Adeuomphalus,,Adeuomphalus,,Adeuomphalus sp. (NHM_096),,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
160,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,Aegialoalaimus,,Aegialolaimus sp_1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
161,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,Aegialoalaimus,,Aegialolaimus sp_11,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
162,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,Aegialoalaimus,,Aegialolaimus sp_2,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
163,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,Aegialoalaimus,,Aegialolaimus sp_3,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
164,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,Aegialoalaimus,,Aegialolaimus sp_4,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
165,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,Aegialoalaimus,,Aegialolaimus sp_6,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
166,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,Aegialoalaimus,,Aegialolaimus sp_7,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
167,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,Aegialoalaimus,,Aegialolaimus sp_8,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
168,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,Aegialoalaimus,,Aegialolaimus sp_9,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
169,literature,,no,no-duplicate,Animalia,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,,,Aegisthidae,,Aegisthidae gen.1,,sediment,meiofauna,family,temporary name,morphospecies,poss undescribed new species,,,,,Khodami_etal_2020,morphology and molecular data,morphology and molecular data
170,DD,,,,Animalia,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,,,Aegisthidae,,Aegisthidae sp. 1,,sediment,meiofauna,family,temporary name,gen,,,,,,,,
171,literature,,no,no-duplicate,Animalia,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,Agathotanais,,Agathotanais species 7,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
172,literature,,no,no-duplicate,Animalia,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,Agathotanais,,Agathotanais species 7A,,sediment,macrofauna,genus,temporary name,morphospecies,undescribed new species,,,,,Blazewicz_etal_2019b,morphology only (specimens/specimens and imagery),morphology only (specimens)
173,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,Agathotanais,,Agathotanais sp. 23001,,sediment,macrofauna,genus,temporary name,morphospecies,poss undescribed new species,,,,,Wilson_2017,morphology only (specimens/specimens and imagery),
174,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,,Aglaophamus,,Aglaophamus sp. 84,,sediment,macrofauna,genus,temporary name,MOTU,undescribed new species,,,,,Bonifacio_etal_2020,morphology and molecular data,morphology and molecular data
175,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,,Aglaophamus,,Aglaophamus sp A,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
176,DD,,no,,Animalia,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta,,Aidanosagitta,,Aidanosagitta sp A,,water column,macrofauna,genus,temporary name,gen,,,,,,,,
177,literature,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Akanthophoreus,,Akanthophoreus,,Akanthophoreus sp.1,,sediment,macrofauna,genus,temporary name,morphospecies,poss indet not undescribed new species,,,,,Yu_etal_2018,morphology only (specimens/specimens and imagery),morphology only (specimens)
178,DD,,,,Animalia,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Akanthophoreus,,Akanthophoreus,,Akanthophoreus sp1,,sediment,macrofauna,genus,temporary name,gen,,,,,,,,
179,DD,,,,Animalia,Nematoda,Chromadorea,Plectida,Camacolaimidae,Alaimella,,Alaimella,,Alaimella sp_1,,sediment,meiofauna,genus,temporary name,gen,,,,,,,,
180,literature,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Alciopini,,Alciopidae sp.1,,sediment,macrofauna,tribe,temporary name,morphospecies,poss indet not undescribed new species,,,,,Yu_etal_2018,morphology only (specimens/specimens and imagery),morphology only (specimens)
181,DD,,,,Animalia,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Alciopini,,Alciopidae sp. (NHM_2746),,sediment,macrofauna,tribe,temporary name,gen,,,,,,,,
182,literature,,,,Animalia,Cnidaria,Anthozoa,Alcyonacea,,,,Alcyonacea,,Alcyonacea msp. 1,,nodule,megafauna,order,temporary name,MORPHOTYPE,poss indet not undescribed new species,,,,,Cuvelier_etal_2020,morphology only (imagery),morphology only (imagery)
