Phylum,Class,Order,Family,Genus,scientificName,taxonConceptID,size_cat
Annelida,Polychaeta,Terebellida,Cirratulidae,,Cirratulidae,AB_ Cirratulidae sp 6,macrofauna
Annelida,Polychaeta,Terebellida,Ctenodrilidae,,Ctenodrilidae,AB_ Ctenodrilidae sp 1,macrofauna
Arthropoda,Malacostraca,Cumacea,,,Cumacea,AB_ Cumacea sp 1,macrofauna
Arthropoda,Malacostraca,Cumacea,,,Cumacea,AB_ Cumacea sp 2,macrofauna
Annelida,Polychaeta,Amphinomida,Euphrosinidae,,Euphrosinidae,AB_ Euphrosinidae sp 1,macrofauna
Annelida,Polychaeta,Amphinomida,Euphrosinidae,,Euphrosinidae,AB_ Euphrosinidae sp 2,macrofauna
Annelida,Polychaeta,Terebellida,Fauveliopsidae,,Fauveliopsidae,AB_ Fauveliopsidae sp 1,macrofauna
Annelida,Polychaeta,Terebellida,Flabelligeridae,,Flabelligeridae,AB_ Flabelligeridae sp 1,macrofauna
Annelida,Polychaeta,Terebellida,Flabelligeridae,,Flabelligeridae,AB_ Flabelligeridae sp 2,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,,Glyceridae,AB_ Glyceridae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,,Glyceridae,AB_ Glyceridae sp 2,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,,Glyceridae,AB_ Glyceridae sp 3,macrofauna
Annelida,Polychaeta,Phyllodocida,Goniadidae,,Goniadidae,AB_ Goniadidae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Goniadidae,,Goniadidae,AB_ Goniadidae sp 2,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 1,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 11,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 12,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 13,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 14,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 15,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 16,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 18,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 19,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 2,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 20,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 21,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 22,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 23,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 24,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 25,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 26,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 27,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 28,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 29,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 3,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 30,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 32,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 33,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 34,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 35,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 36,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 37,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 38,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 39,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 4,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 40,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 41,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 42,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 43,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 44,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 5,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 6,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 7,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 8,macrofauna
Arthropoda,Malacostraca,Isopoda,,,Isopoda,AB_ Isopoda Type 9,macrofauna
Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,,Lopadorrhynchidae,AB_ Lopadorhynchidae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Lopadorrhynchidae,,Lopadorrhynchidae,AB_ Lopadorrhynchidae sp 1,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,AB_ Lumbrineridae sp 1,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,AB_ Lumbrineridae sp 2,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,AB_ Lumbrineridae sp 3,macrofauna
Annelida,Polychaeta,Eunicida,Lumbrineridae,,Lumbrineridae,AB_ Lumbrineridae sp1,macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,AB_ Maldanidae sp 1,macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,AB_ Maldanidae sp 2,macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,AB_ Maldanidae sp 3,macrofauna
Annelida,Polychaeta,,Maldanidae,,Maldanidae,AB_ Maldanidae sp 4,macrofauna
Annelida,Polychaeta,Phyllodocida,Nephtyidae,,Nephtyidae,AB_ Nephtyidae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,,Nereididae,AB_ Nereididae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,,Nereididae,AB_ Nereididae sp 2,macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,,Nereididae,AB_ Nereididae sp 3,macrofauna
Annelida,Polychaeta,Phyllodocida,Nereididae,,Nereididae,AB_ Nereididae sp 4,macrofauna
Annelida,Clitellata,,,,Oligochaeta,AB_ Oligochaeta sp 1,macrofauna
Annelida,Clitellata,,,,Oligochaeta,AB_ Oligochaeta sp 2,macrofauna
Annelida,Polychaeta,Eunicida,Onuphidae,,Onuphidae,AB_ Onuphidae sp 1,macrofauna
Annelida,Polychaeta,,Opheliidae,,Opheliidae,AB_ Opheliidae sp 1,macrofauna
Annelida,Polychaeta,,Opheliidae,,Opheliidae,AB_ Opheliidae sp 2,macrofauna
Annelida,Polychaeta,,Opheliidae,,Opheliidae,AB_ Opheliidae sp 3,macrofauna
Annelida,Polychaeta,,Opheliidae,,Opheliidae,AB_ Opheliidae sp 4,macrofauna
Echinodermata,Ophiuroidea,,,,Ophiuroidea,AB_ Ophuroidea sp 1,macrofauna
Echinodermata,Ophiuroidea,,,,Ophiuroidea,AB_ Ophuroidea sp 3,macrofauna
Echinodermata,Ophiuroidea,,,,Ophiuroidea,AB_ Ophuroidea sp 4,macrofauna
Echinodermata,Ophiuroidea,,,,Ophiuroidea,AB_ Ophuroidea sp 5,macrofauna
Annelida,Polychaeta,,Orbiniidae,,Orbiniidae,AB_ Orbiniidae sp 1,macrofauna
Annelida,Polychaeta,,Orbiniidae,,Orbiniidae,AB_ Orbiniidae sp 2,macrofauna
Annelida,Polychaeta,,Orbiniidae,,Orbiniidae,AB_ Orbiniidae sp 3,macrofauna
Annelida,Polychaeta,,Orbiniidae,,Orbiniidae,AB_ Orbiniidae sp 4,macrofauna
Annelida,Polychaeta,,Orbiniidae,,Orbiniidae,AB_ Orbiniidae sp 5,macrofauna
Annelida,Polychaeta,,Orbiniidae,,Orbiniidae,AB_ Orbiniidae sp 6,macrofauna
Annelida,Polychaeta,,Oweniidae,,Oweniidae,AB_ Oweniidae sp 1,macrofauna
Annelida,Polychaeta,,Oweniidae,,Oweniidae,AB_ Oweniidae sp 2,macrofauna
Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,,Paralacydoniidae,AB_ Paralacydoniidae sp 1,macrofauna
Annelida,Polychaeta,,Paraonidae,,Paraonidae,AB_ Paraonidae sp 1,macrofauna
Annelida,Polychaeta,,Paraonidae,,Paraonidae,AB_ Paraonidae sp 2,macrofauna
Annelida,Polychaeta,,Paraonidae,,Paraonidae,AB_ Paraonidae sp 3,macrofauna
Annelida,Polychaeta,,Paraonidae,,Paraonidae,AB_ Paraonidae sp 4,macrofauna
Annelida,Polychaeta,,Paraonidae,,Paraonidae,AB_ Paraonidae sp 5,macrofauna
Annelida,Polychaeta,,Paraonidae,,Paraonidae,AB_ Paraonidae sp 6,macrofauna
Annelida,Polychaeta,,Paraonidae,,Paraonidae,AB_ Paraonidae sp 7,macrofauna
Annelida,Polychaeta,,Paraonidae,,Paraonidae,AB_ Paraonidae sp 8,macrofauna
Annelida,Polychaeta,,Paraonidae,,Paraonidae,AB_ Paraonidae sp 9,macrofauna
Annelida,Polychaeta,Phyllodocida,Pholoidae,,Pholoinae,AB_ Pholoidae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,AB_ Phyllodocidae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,AB_ Phyllodocidae sp 2,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,AB_ Phyllodocidae sp 3,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,AB_ Phyllodocidae sp 4,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,Phyllodocidae,AB_ Phyllodocidae sp 5,macrofauna
Annelida,Polychaeta,Phyllodocida,Pilargidae,,Pilargidae,AB_ Pilargidae sp 1,macrofauna
Annelida,Polychaeta,Spionida,Poecilochaetidae,,Poecilochaetidae,AB_ Poecilochaetidae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,Polynoidae,AB_ Polynoidae sp 1,macrofauna
Annelida,Polychaeta,Sabellida,Sabellidae,,Sabellidae,AB_ Sabellidae sp 1,macrofauna
Annelida,Polychaeta,Sabellida,Sabellidae,,Sabellidae,AB_ Sabellidae sp 2,macrofauna
Annelida,Polychaeta,Sabellida,Sabellidae,,Sabellidae,AB_ Sabellidae sp 3,macrofauna
Annelida,Polychaeta,Sabellida,Sabellidae,,Sabellidae,AB_ Sabellidae sp 4,macrofauna
Annelida,Polychaeta,Sabellida,Sabellidae,,Sabellidae,AB_ Sabellidae sp 5,macrofauna
Annelida,Polychaeta,Sabellida,Sabellidae,,Sabellidae,AB_ Sabellidae sp 6,macrofauna
Annelida,Polychaeta,Sabellida,Sabellidae,,Sabellidae,AB_ Sabellidae sp 7,macrofauna
Annelida,Polychaeta,,Scalibregmatidae,,Scalibregmatidae,AB_ Scalibregmatidae sp 1,macrofauna
Annelida,Polychaeta,,Scalibregmatidae,,Scalibregmatidae,AB_ Scalibregmatidae sp 2,macrofauna
Annelida,Polychaeta,,Scalibregmatidae,,Scalibregmatidae,AB_ Scalibregmatidae sp 3,macrofauna
Annelida,Polychaeta,Sabellida,Serpulidae,,Serpulidae,AB_ Serpulidae sp 1,macrofauna
Annelida,Polychaeta,Sabellida,Serpulidae,,Serpulidae,AB_ Serpulidae sp 2,macrofauna
Annelida,Polychaeta,Sabellida,Serpulidae,,Serpulidae,AB_ Serpulidae sp 3,macrofauna
Annelida,Polychaeta,Sabellida,Serpulidae,,Serpulidae,AB_ Serpulidae sp 4,macrofauna
Annelida,Polychaeta,Sabellida,Serpulidae,,Serpulidae,AB_ Serpulidae sp 5,macrofauna
Annelida,Polychaeta,Phyllodocida,Sigalionidae,,Sigalionidae,AB_ Sigalionidae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Sigalionidae,,Sigalionidae,AB_ Sigalionidae sp 2,macrofauna
Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,,Sphaerodoridae,AB_ Sphaerodoridae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Sphaerodoridae,,Sphaerodoridae,AB_ Sphaerodoridae sp 2,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,,Spionidae,AB_ Spionidae sp 1,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,,Spionidae,AB_ Spionidae sp 2,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,,Spionidae,AB_ Spionidae sp 3,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,,Spionidae,AB_ Spionidae sp 5,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,,Spionidae,AB_ Spionidae sp 6,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,,Spionidae,AB_ Spionidae sp 7,macrofauna
Annelida,Polychaeta,Spionida,Spionidae,,Spionidae,AB_ Spionidae sp 8,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,,Syllidae,AB_ Syllidae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,,Syllidae,AB_ Syllidae sp 2,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,,Syllidae,AB_ Syllidae sp 3,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,,Syllidae,AB_ Syllidae sp 4,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,,Syllidae,AB_ Syllidae sp 5,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,,Syllidae,AB_ Syllidae sp 6,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 1,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 10,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 11,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 12,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 13,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 14,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 15,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 16,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 17,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 18,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 19,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 2,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 20,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 21,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 22,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 23,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 24,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 25,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 27,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 28,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 29,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 3,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 30,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 31,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 32,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 33,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 34,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 36,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 38,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 3a,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 4,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 5,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 6,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 7,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 8,macrofauna
Arthropoda,Malacostraca,Tanaidacea,,,Tanaidacea,AB_ Tanaidacea sp 9,macrofauna
Annelida,Polychaeta,Terebellida,Trichobranchidae,,Trichobranchidae,AB_ Trichobranchidae sp 1,macrofauna
Annelida,Polychaeta,Terebellida,Trichobranchidae,,Trichobranchidae,AB_ Trichobranchidae sp 2,macrofauna
Annelida,Polychaeta,Terebellida,Trichobranchidae,,Trichobranchidae,AB_ Trichobranchidae sp 3,macrofauna
Annelida,Polychaeta,Terebellida,Trichobranchidae,,Trichobranchidae,AB_ Trichobranchidae sp 4,macrofauna
Annelida,Polychaeta,Terebellida,Trichobranchidae,,Trichobranchidae,AB_ Trichobranchidae sp 5,macrofauna
Annelida,Polychaeta,Spionida,Trochochaetidae,,Trochochaetidae,AB_ Trochochaetidae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,AB_Hesionidae sp 1,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,,Hesionidae,AB_Hesionidae sp 2,macrofauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp mtp 1,megafauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp. OST002,megafauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp. OST004,megafauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp. OST005,megafauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp. OST008,megafauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp. OST010,megafauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp. OST012,megafauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp. OST013,megafauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp. OST014,megafauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp. OST022,megafauna
Chordata,Actinopteri,Beryciformes,Stephanoberycidae,Abyssoberyx,Abyssoberyx,Abyssoberyx sp. OST029,megafauna
Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes,Abyssopathes lyra ANT002,megafauna
Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes,Abyssopathes lyra ANT005,megafauna
Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes,Abyssopathes lyra ANT006,megafauna
Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes,Abyssopathes lyra ANT007,megafauna
Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes,Abyssopathes lyra ANT011,megafauna
Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa,Abyssoprimnoa sp. 2,megafauna
Arthropoda,Malacostraca,Amphipoda,Uristidae,Abyssorchomene,Abyssorchomene,Abyssorchomene sp. 1,macrofauna
Arthropoda,Malacostraca,Amphipoda,Uristidae,Abyssorchomene,Abyssorchomene,Abyssorchomene sp. 2,macrofauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,Acanthascus,Acanthascus sp. HEX029,megafauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,Acanthascus,Acanthascus sp. HEX030,megafauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,Acanthascus,Acanthascus sp. HEX033,megafauna
Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,Acanthascus,Acanthascus sp. HEX034,megafauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus MOTU 1,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus MOTU 15,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus MOTU 18,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus MOTU 20,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus MOTU 24,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus MOTU 25,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus MOTU 7,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus sp.,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus sp. A,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus sp. B,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,Acantholaimus,Acantholaimus sp. C,meiofauna
Mollusca,Solenogastres,,Acanthomeniidae,,Acanthomeniidae,Acanthomeniidae sp. (NHM_367),macrofauna
Echinodermata,Holothuroidea,Molpadida,Caudinidae,Acaudina,Acaudina,Acaudina new species,megafauna
Annelida,Polychaeta,,Paraonidae,Aricidea,Aricidea (Acmira),Acesta sp. A,macrofauna
Cnidaria,Anthozoa,Actiniaria,,,Actiniaria,Acitniaria msp-18,megafauna
Cnidaria,Anthozoa,Actiniaria,,,Actiniaria,Acitniaria msp-22,megafauna
Arthropoda,Copepoda,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus,Acrocalanus sp.1,macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirrid sp. PIP#6,macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirrid sp. PIP#7,macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirrid sp. PIP#8,macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirrid sp. PIP#9,macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_010),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_039),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_1164B),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_1583C),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_169),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_201),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_2090),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_2119),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_2147),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_559),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_576),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_578),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_612),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_941),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. (NHM_942),macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp. 2836,macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp.1,macrofauna
Annelida,Polychaeta,Terebellida,Acrocirridae,,Acrocirridae,Acrocirridae sp.3,macrofauna
Cnidaria,Anthozoa,Actiniaria,,,Actiniaria,Actiniaria morphotype 10,megafauna
Cnidaria,Anthozoa,Actiniaria,,,Actiniaria,Actiniaria morphotype 14,megafauna
Cnidaria,Anthozoa,Actiniaria,,,Actiniaria,Actiniaria morphotype 2,megafauna
Cnidaria,Anthozoa,Actiniaria,,,Actiniaria,Actiniaria morphotype 4,megafauna
Cnidaria,Anthozoa,Actiniaria,,,Actiniaria,Actiniaria morphotype 8,megafauna
Cnidaria,Anthozoa,Actiniaria,,,Actiniaria,Actiniaria morphotype C,megafauna
Cnidaria,Anthozoa,Actiniaria,,,Actiniaria,Actiniaria morphotype I,megafauna
Cnidaria,Anthozoa,Actiniaria,,,Actiniaria,Actiniaria morphotype L,megafauna
