rec_long,my_notes_on_tammys,Tammy_notes,Tammy_taxonomic.status,Thomas_notes,Thomas_taxonomic status,barcode,source,imagery_only_ID,all_recs_qual_y,any_recs_qual,descr_id_with,short_spp_cl,SPP_CHECKLIST,INCL,incl_note,ERIK_LIST,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,scientificName,taxonRank,otherRank,other_rank,ref_description,YEAR_DESC,description,orig_desc,CCZ_endemic,observed_out_CCZ_OBIS,SOURCE_ED,inferred,notes,size_cat,size_cat_notes,name_verbatim,habitat_info,source_habitat_info,pelagic,habitat_interim,deepsea_taxonmatch_note_wordss,Match type,Taxon status- worms,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,source_lit,source_gbif,source_DD,source_OBIS_only,GBIF,OBIS,LIT,DD,sept_check,source_OBIS_DD,sole_source,sole_check,type_loc_info_OBIS,note,cl,cl2,cl3
341,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Cumacea,Leuconidae,Bytholeucon,,,,Bytholeucon,genus,,,,,,,,,DD,,,macrofauna,,,,,,water column,matchtype: exact,exact,accepted,181448,Bytholeucon,"Watling, 1991",Animalia,,,DD,,,,,DD,y,,yes,,,,,,
2431,,,,,,,,,,,,,,,,,Mollusca,Scaphopoda,Gadilida,Gadilidae,Cadulus,,,,Cadulus,genus,,,,,,,,,GBIF,y,,macrofauna,,,,,,sediment,,exact,accepted,138024,Cadulus,"Philippi, 1844",Animalia,,GBIF,,,,,,,,,yes,,,,,,
342,,,,,,,,,,,not given,yes,yes,,,,Mollusca,Scaphopoda,Gadilida,Gadilidae,Cadulus,,californicus,,Cadulus californicus,species,,,,,,,,,GBIF,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,344271,Cadulus californicus,"Pilsbry & Sharp, 1898",Animalia,,GBIF,,,GBIF,,,,y,,yes,,,,,,
2432,,,,,,,,,,,,,,,,,Porifera,Calcarea,,,,,,,Calcarea,class,,,,,,,,,DD,y,,macrofauna,,,,,,nodule,,exact,accepted,559,Calcarea,"Bowerbank, 1862",Animalia,,,DD,,,,,,,OBIS DD,yes,,,,,,
346,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Caligocanna,,,,Caligocanna,genus,,,,,,,,,literature; DD; OBIS DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,474822,Caligocanna,"Bussau, 1993",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
347,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Caligocanna,,mirabilis,,Caligocanna mirabilis,species,,,,,,,,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,474823,Caligocanna mirabilis,"Bussau, 1993",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,,,,,
2235,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,Calligyrus,,,,Calligyrus,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2371,Calligyrus,"Lorenzen, 1969",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
348,,,,,,,,,,,morphology and molecular data,,,,,,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,,,,Calliostoma,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,138584,Calliostoma,"Swainson, 1840",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
349,,,,,,,,,,,morphology and molecular data,,,,,,Mollusca,Gastropoda,Trochida,Calliostomatidae,,,,,Calliostomatidae,family,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,382180,Calliostomatidae,"Thiele, 1924 (1847)",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
350,,,,,,,,,,,,,,,,yes,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,Callopora,,,,Callopora,genus,,,,,,,,,DD,,,macrofauna,,,,,,nodule,matchtype: exact,exact,accepted,110851,Callopora,"Gray, 1848",Animalia,,,DD,,,,,DD,y,,yes,,,,,,
2433,,,,,,,,,,,,,,,,yes,Bryozoa,Gymnolaemata,Cheilostomatida,Calloporidae,,,,,Calloporidae,family,,,,,,,,,DD,y,,macrofauna,,,,,,nodule,,exact,accepted,110733,Calloporidae,"Norman, 1903",Animalia,,,DD,,,,,,,,yes,,,,,,
352,,,,,,yes,,,,cf; sp. Inc,morphology and molecular data,yes,yes,,,yes,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Callozostron,,bayeri,,Callozostron bayeri,species,,,Cairns_2015,2015,new species,new species,y,,literature; GBIF; DD; OBIS only,,,megafauna,macro/mega,,benthic,WoRMS,,nodule,No match found,exact,accepted,872588,Callozostron bayeri,"Cairns, 2015",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,OBIS DD,,,,,,,
359,,,,,,,,,,,molecular data,,,,,,Nematoda,Chromadorea,Desmodorida,Microlaimidae,Calomicrolaimus,,,,Calomicrolaimus,genus,,,,,,,,,literature; GBIF; OBIS only,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,153207,Calomicrolaimus,"Lorenzen, 1976",Animalia,literature,GBIF,,OBIS only,GBIF,OBIS,LIT,,y,,,,,,,,
360,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Harpacticoida,Ancorabolidae,Calypsophontodes,,,,Calypsophontodes,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,No match found,exact,accepted,596350,Calypsophontodes,"Gheerardyn & Lee, 2012",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2434,,,,,,,,,,,morphology and molecular data,,,,,yes,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,,,,Calyptrophora,genus,,,,,,,,,literature; GBIF,,,megafauna,,,,,,nodule,,exact,accepted,177833,Calyptrophora,"Gray, 1866",Animalia,literature,GBIF,,,,,LIT,,y,,,,,,,,
361,,,,,,yes,,,,,morphology and molecular data,yes,yes,,,yes,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,,distolos,,Calyptrophora distolos,species,,,,,,,,,literature; GBIF,,,megafauna,,,benthic,WoRMS,,nodule,No match found,exact,accepted,1317072,Calyptrophora distolos,"Cairns, 2018",Animalia,literature,GBIF,,,GBIF,,LIT,,y,,,,,,,,
362,,,,,,yes,,,,cf; sp. Inc,morphology and molecular data,yes,yes,,,yes,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Calyptrophora,,persephone,,Calyptrophora persephone,species,,,Cairns_2015,2015,new species,new species,y,,literature; GBIF; DD; OBIS only,,,megafauna,macro/mega,,benthic,WoRMS,,nodule,No match found,exact,accepted,872587,Calyptrophora persephone,"Cairns, 2015",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,OBIS DD,,,,,,,
363,,,,,,,,,,,morphology only (specimens),,,,,yes,Bryozoa,Stenolaemata,Cyclostomatida,Alyonushkidae,Calyssopora,,,,Calyssopora,genus,,,Grischenko_etal_2018,2018,new genus,new genus,y,,literature,,,macrofauna,,,,,,nodule,matchtype: exact,exact,accepted,1299134,Calyssopora,"Grischenko, Gordon & Melnik, 2018",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
364,,,,,,,,,,,morphology only (specimens),yes,yes,,,yes,Bryozoa,Stenolaemata,Cyclostomatida,Alyonushkidae,Calyssopora,,clarionensis,,Calyssopora clarionensis,species,,,Grischenko_etal_2018,2018,new species,new species,y,,literature,,,macrofauna,,,benthic,WoRMS,,nodule,matchtype: exact,exact,accepted,1299138,Calyssopora clarionensis,"Grischenko, Gordon & Melnik, 2018",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
365,,,,,,,,,,,morphology only (specimens),yes,yes,,,yes,Bryozoa,Stenolaemata,Cyclostomatida,Alyonushkidae,Calyssopora,,vasiformis,,Calyssopora vasiformis,species,,,Grischenko_etal_2018,2018,new species,new species,y,,literature,,,macrofauna,,,benthic,WoRMS,,nodule,matchtype: exact,exact,accepted,1299137,Calyssopora vasiformis,"Grischenko, Gordon & Melnik, 2018",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
366,,,,,,,,,,,morphology only (specimens),yes,yes,,,yes,Bryozoa,Stenolaemata,Cyclostomatida,Alyonushkidae,Calyssopora,,volcano,,Calyssopora volcano,species,,,Grischenko_etal_2018,2018,new species,new species,y,,literature,,,macrofauna,,,benthic,WoRMS,,nodule,matchtype: exact,exact,accepted,1299135,Calyssopora volcano,"Grischenko, Gordon & Melnik, 2018",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
367,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Plectida,Camacolaimidae,,,,,Camacolaimidae,family,,,,,,,,,literature; DD; OBIS DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,458823,Camacolaimidae,"Micoletzky, 1924",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
368,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Plectida,Camacolaimidae,Camacolaimus,,bulbimangani,,Camacolaimus bulbimangani,species,,,,,,,,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,583383,Camacolaimus bulbimangani,"Bussau, 1993",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,,,,,
2436,,,,,,,,,,,,,,,,yes,Echinodermata,Echinoidea,Camarodonta,,,,,,Camarodonta,order,,,,,,,,,literature; DD,y,,megafauna,,,,,,sediment,,exact,accepted,510518,Camarodonta,"Jackson, 1912",Animalia,literature,,DD,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,yes,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Camptoplites,,,,Camptoplites,genus,,,,,,,,,literature; DD,,,macrofauna,,,,,,nodule,matchtype: exact,exact,accepted,173016,Camptoplites,"Harmer, 1923",Animalia,literature,,DD,,,,LIT,DD,y,,,,,,,,
2873,,,,,,,,,cf.,cf.,morphology only (specimens),no,yes,,no habitat info,yes,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Camptoplites,,bicornis,,Camptoplites bicornis,species,,,,,,,,,literature,,,macrofauna,,,,,,nodule,,,,172972,Camptoplites bicornis,"(Busk, 1884)",Animalia,literature,,,,,,LIT,,y,,yes,,,,rams,,
370,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Campylaimus,,,,Campylaimus,genus,,,,,,,,,literature; GBIF; DD; OBIS only,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2437,Campylaimus,"Cobb, 1920",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,OBIS DD,,,,,,,
371,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspides,,,,Campylaspides,genus,,,,,,,,,DD,,,macrofauna,,,,,,water column,matchtype: exact,exact,accepted,181457,Campylaspides,"Fage, 1929",Animalia,,,DD,,,,,DD,y,,yes,,,,,,
372,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Cumacea,Nannastacidae,Campylaspis,,,,Campylaspis,genus,,,,,,,,,DD,,,macrofauna,,,,,,water column,matchtype: exact,exact,accepted,110415,Campylaspis,"G.O. Sars, 1865",Animalia,,,DD,,,,,DD,y,,yes,,,,,,
2437,,,,,,,,,,,,,,,,,Kinorhyncha,Cyclorhagida,Xenosomata,Campyloderidae,Campyloderes,,,,Campyloderes,genus,,,,,,,,,literature; GBIF,y,,meiofauna,,,,,,water column,,exact,accepted,101081,Campyloderes,"Zelinka, 1907",Animalia,literature,GBIF,,,,,,,,,,,,,,,
373,,,,,,,,,,cf.,morphology only (specimens),yes,yes,,,,Kinorhyncha,Cyclorhagida,Xenosomata,Campyloderidae,Campyloderes,,vanhoeffeni,,Campyloderes vanhoeffeni,species,,,,,,,,,literature; GBIF,,,meiofauna,,,benthic,WoRMS,,water column,matchtype: exact,exact,accepted,1459299,Campyloderes vanhoeffeni,"Zelinka, 1913",Animalia,literature,GBIF,,,GBIF,,LIT,,y,,,,,,rams,,
2438,,,,,,,,,,,,,,,,,Kinorhyncha,Cyclorhagida,Xenosomata,Campyloderidae,,,,,Campyloderidae,family,,,,,,,,,literature; GBIF,y,,meiofauna,,,,,,water column,,exact,accepted,1433259,Campyloderidae,"Remane, 1929",Animalia,literature,GBIF,,,,,,,,,,,,,,,
374,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,,,,,,,Canalipalpata,,infraclass,y,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,154974,Canalipalpata,"Rouse & Fauchald, 1997 non Linnaean",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
382,,,,,,,,,,,,,,,,yes,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,,,,,Candidae,family,,,,,,,,,DD,,,macrofauna,,,,,,nodule,matchtype: exact,exact,accepted,110734,Candidae,"d'Orbigny, 1851",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
384,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,,,,,Canthocamptidae,family,,,,,,,,,literature; DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,115140,Canthocamptidae,"Brady, 1880",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
385,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Canuelloida,Canuellidae,,,,,Canuellidae,family,,,,,,,,,literature; DD,,,meiofauna,,,,,,water column,matchtype: exact,exact,accepted,115141,Canuellidae,"Lang, 1944",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
3023,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Polyarthra,Canuellidae,Canuellina,,,,Canuellina,genus,,,,,,,,,literature,,,meiofauna,,,,,,water column,,,exact,115250,Canuellina,"Gurney, 1927",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2439,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Canuelloida,,,,,,Canuelloida,order,,,,,,,,,literature; DD,y,,macrofauna,,,,,,water column,,exact,accepted,1035042,Canuelloida,"Khodami, Vaun MacArthur, Blanco-Bercial & Martinez Arbizu, 2017",Animalia,literature,,DD,,,,,,,OBIS DD,,,,,,,
2874,,,,,,,,YES,incertae sedis,incertae sedis,morphology only (imagery),no,yes,,no habitat info,yes,Echinodermata,Holothuroidea,Synallactida,Synallactidae,Capheira,,sulcata,,Capheira sulcata,species,,,,,,,,,literature,,,megafauna,,,,,,sediment,,,,529004,Capheira sulcata,"Ludwig, 1893",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
386,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,,Capitellidae,Capitella,,,,Capitella,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129211,Capitella,"Blainville, 1828",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
387,,,,"Type locality: South west Greenland, shallow water.",dubious,yes,,,,,morphology and molecular data,no,yes,,,yes,Annelida,Polychaeta,,Capitellidae,Capitella,,capitata,,Capitella capitata,species,,,,,,,,,literature,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,129876,Capitella capitata,"(Fabricius, 1780)",Animalia,literature,,,,,,LIT,,y,,yes,,,,arms,nwarms,rams
388,,,,,,yes,genbank,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,,Capitellidae,,,,,Capitellidae,family,,,,,,,,,literature; GBIF; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,921,Capitellidae,"Grube, 1862",Animalia,literature,GBIF,DD,,GBIF,,LIT,DD,y,OBIS DD,,,,,,,
389,,,,,,,,,,,morphology and molecular data,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Caprella,,,,Caprella,genus,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,101430,Caprella,"Lamarck, 1801",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
390,,,,,,,,,,,morphology and molecular data,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Caprellidae,,,,,Caprellidae,family,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,101361,Caprellidae,"Leach, 1814",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
391,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Monhysterida,Xyalidae,Capsula,,,,Capsula,genus,,,,,,,,,literature; DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,582876,Capsula,"Bussau, 1993",Animalia,literature,,DD,,,,LIT,DD,y,,,,,,,,
392,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Chromadorea,Monhysterida,Xyalidae,Capsula,,galeata,,Capsula galeata,species,,,,,,,,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,583400,Capsula galeata,"Bussau, 1993",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,,,,,,,,
393,,,,,,,,,,,,,,,,,Mollusca,Gastropoda,Littorinimorpha,Capulidae,,,,,Capulidae,family,,,,,,,,,DD,,,macrofauna,,,,,,water column,matchtype: exact,exact,accepted,139,Capulidae,"J. Fleming, 1822",Animalia,,,DD,,,,,DD,y,,yes,,,,,,
394,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Decapoda,,,,,,Caridea,,infraorder,y,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,106674,Caridea,"Dana, 1852",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2217,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Apseudidae,Carpoapseudes,,,,Carpoapseudes,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,136190,Carpoapseudes,"Lang, 1968",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
395,,,,,,,,,,,,,,,,,Cnidaria,Anthozoa,Scleractinia,Caryophylliidae,,,,,Caryophylliidae,family,,,,,,,,,DD,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,135073,Caryophylliidae,"Dana, 1846",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
2236,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Desmodorida,Desmodoridae,Catanema,,,,Catanema,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,No match found,exact,accepted,227499,Catanema,"Cobb, 1920",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2440,,,,,,,,,,,,,,,,yes,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Catherinum,,,,Catherinum,genus,,,,,,,,,literature,y,,megafauna,,,,,,nodule,,exact,accepted,106104,Catherinum,"Zevina, 1978",Animalia,literature,,,,,,,,,,yes,,,,,,
396,,,,,,yes,,,cf; sp. Inc,cf; sp. Inc,morphology and molecular data,no,yes,,,yes,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Catherinum,,albatrossianum,,Catherinum albatrossianum,species,,,,,,,,,literature,,,megafauna,,,benthic,WoRMS,,nodule,matchtype: exact,exact,accepted,345653,Catherinum albatrossianum,"(Pilsbry, 1907)",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
397,,,,,,yes,,,cf; sp. Inc,cf; sp. Inc,morphology and molecular data,no,yes,,,yes,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Catherinum,,novaezelandiae,,Catherinum novaezelandiae,species,,,,,,,,,literature,,,megafauna,,,benthic,WoRMS,,nodule,matchtype: exact,exact,accepted,1423672,Catherinum novaezelandiae,"(Hoek, 1883)",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2090,,,,,,,,,,,morphology only (specimens),yes,yes,,,yes,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,Catherinum,,tortilum,,Catherinum tortilum,species,,,,,,,,,literature,,,macrofauna,,,benthic,WoRMS,,nodule,matchtype: exact,exact,accepted,535099,Catherinum tortilum,"(Zevina, 1973)",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
398,,,,,,,,,,,morphology and molecular data,,,,,,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Catillopecten,,,,Catillopecten,genus,,,,,,,,,literature; GBIF; DD; OBIS only,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,196008,Catillopecten,"Iredale, 1939",Animalia,literature,GBIF,DD,OBIS only,GBIF,OBIS,LIT,DD,y,,,,,,,,
399,,,,,,,,,,,not given,yes,yes,,,,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Catillopecten,,graui,,Catillopecten graui,species,,,,,,,,,DD,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,391776,Catillopecten graui,"(Knudsen, 1970)",Animalia,,,DD,,,,,DD,y,,yes,,,,,,
400,,,,,,,,,,,,,,,,,Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Caudalonga,,,,Caudalonga,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,246911,Caudalonga,"Larsen, 2005",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2441,,,,,,,,,,,,,,,,yes,Echinodermata,Holothuroidea,Molpadida,Caudinidae,,,,,Caudinidae,family,,,,,,,,,DD,y,,megafauna,,,,,,sediment,,exact,accepted,148810,Caudinidae,"Heding, 1931",Animalia,,,DD,,,,,,,OBIS DD,yes,,,,,,
401,,,,,,,,,,,,,,,,,Mollusca,Caudofoveata,,,,,,,Caudofoveata,class,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,151365,Caudofoveata,"C. R. Boettger, 1956",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
402,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,,,,Caulleriella,genus,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129241,Caulleriella,"Chamberlin, 1919",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
403,,,,,ok,,,,,,morphology only (specimens),yes,yes,,,yes,Annelida,Polychaeta,Terebellida,Cirratulidae,Caulleriella,,bathytata,,Caulleriella bathytata,species,,,Blake_2019,2019,new species,new species,y,,literature; GBIF; OBIS only,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,1356050,Caulleriella bathytata,"Blake, 2019",Animalia,literature,GBIF,,OBIS only,GBIF,OBIS,LIT,,y,,,,Y,,,,
404,,,,,,,,,,,,,,,,yes,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,,,,Caulophacus,genus,,,,,,,,,literature; GBIF; DD,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,132112,Caulophacus,"Schulze, 1886",Animalia,literature,GBIF,DD,,GBIF,,LIT,DD,y,OBIS DD,,,,,,,
405,,,,,,,,,,,morphology and molecular data,,,,,yes,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulodiscus,,,Caulophacus (Caulodiscus),,subgenus,y,,,,,,,literature; OBIS only,,,megafauna,,,,,,nodule,matchtype: exact_subgenus,exact_subgenus,accepted,172042,Caulophacus (Caulodiscus),"Ijima, 1927",Animalia,literature,,,OBIS only,,OBIS,LIT,,y,,,,,,,,
2059,,,,,,,,,,,morphology and molecular data,,,,,yes,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,,,Caulophacus (Caulophacus),,subgenus,y,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact_subgenus,exact_subgenus,accepted,172048,Caulophacus (Caulophacus),"Schulze, 1886",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2875,,,,,,,,YES,incertae sedis,incertae sedis,morphology only (imagery),no,yes,,incertae sedis,yes,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,,elegans,,Caulophacus (Caulophacus) elegans,species,,,,,,,,,literature,,,megafauna,,,,,,nodule,,,,172054,Caulophacus (Caulophacus) elegans,"Schulze, 1886",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2876,,,,,,,,,,,morphology only (specimens),no,yes,,NB- no publication (in Stratman as a Kersken ID),yes,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,,schulzei,,Caulophacus (Caulophacus) schulzei,species,,,,,,,,,literature,,,megafauna,,,,,,nodule,,,,172062,Caulophacus (Caulophacus) schulzei,"Wilson, 1904",Animalia,literature,,,,,,,,,,yes,,,,,,
406,,,,,,yes,genbank,,,,morphology and molecular data,yes,yes,,,yes,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,variens,,Caulophacus (Caulophacus) variens,species,subgenus,y,,,,,,,literature,,,megafauna,,,benthic,WoRMS,,nodule,No match found,exact,accepted,172064,Caulophacus (Caulophacus) variens,"Tabachnick, 1988",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
407,,,,,,yes,,,,,morphology and molecular data,yes,yes,,,yes,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,Caulophacus,wilsoni,,Caulophacus (Caulophacus) wilsoni,species,subgenus,y,Kersken_etal_2019,2019,new species,new species,y,,literature; OBIS only,,,megafauna,,,benthic,WoRMS,,nodule,No match found,exact,accepted,1245760,Caulophacus (Caulophacus) wilsoni,"Kersken, Janussen & Martínez Arbizu, 2019",Animalia,literature,,,OBIS only,,OBIS,LIT,,y,,,,Y,,,,
408,,,,,,,,,,,,,,,,yes,Echinodermata,Asteroidea,Velatida,Caymanostellidae,Caymanostella,,,,Caymanostella,genus,,,,,,,,,literature,,,megafauna,,,,,,sediment,matchtype: exact,exact,accepted,177889,Caymanostella,"Belyaev, 1974",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2443,,,,,,,,,,,,,,,,yes,Echinodermata,Asteroidea,Velatida,Caymanostellidae,,,,,Caymanostellidae,family,,,,,,,,,literature; GBIF,y,pelagic but collected at depth..,megafauna,,,,,,sediment,,exact,accepted,177886,Caymanostellidae,"Belyaev, 1974",Animalia,literature,GBIF,,,,,,,,,,,,,,,
410,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Cyclopoida,Erebonasteridae,Centobnaster,,,,Centobnaster,genus,,,,,,,,,literature; DD; OBIS DD,,,macrofauna,,,benthic/epibenthic,Geoff,,water column,matchtype: exact,exact,accepted,346931,Centobnaster,"Huys & Boxshall, 1990",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
3206,,,,,,,,,,,,,,,,,Kinorhyncha,Cyclorhagida,Kentrorhagata,Centroderidae,,,,,Centroderidae,family,,,,,,,,,,y,,,,,,,,,,,exact,101069,Centroderidae,"Zelinka, 1896",Animalia,,,,,,,,,,,,,,,,,
2237,,,,,,,,,,,,,,,,,Nematoda,Enoplea,Enoplida,Anticomidae,Cephalanticoma,,,,Cephalanticoma,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,227164,Cephalanticoma,"Platonova, 1976",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
