rec_long,my_notes_on_tammys,Tammy_notes,Tammy_taxonomic.status,Thomas_notes,Thomas_taxonomic status,barcode,source,imagery_only_ID,all_recs_qual_y,any_recs_qual,descr_id_with,short_spp_cl,SPP_CHECKLIST,INCL,incl_note,ERIK_LIST,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,scientificName,taxonRank,otherRank,other_rank,ref_description,YEAR_DESC,description,orig_desc,CCZ_endemic,observed_out_CCZ_OBIS,SOURCE_ED,inferred,notes,size_cat,size_cat_notes,name_verbatim,habitat_info,source_habitat_info,pelagic,habitat_interim,deepsea_taxonmatch_note_wordss,Match type,Taxon status- worms,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,source_lit,source_gbif,source_DD,source_OBIS_only,GBIF,OBIS,LIT,DD,sept_check,source_OBIS_DD,sole_source,sole_check,type_loc_info_OBIS,note,cl,cl2,cl3
2725,,,,,,,,,,,,,,,,yes,Echinodermata,Holothuroidea,Persiculida,,,,,,Persiculida,order,,,,,,,,,DD,y,,megafauna,,,,,,sediment,,exact,accepted,1036230,Persiculida,"Miller, Kerr, Paulay, Reich, Wilson, Carvajal & Rouse, 2017",Animalia,,,DD,,,,,,,OBIS DD,yes,,,,,,
1532,,,,,,,,,,,,,,,,,Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Perucamptus,,,,Perucamptus,genus,,,,,,,,,literature; DD; OBIS DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,150064,Perucamptus,"Huys & Thistle, 1989",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
2187,,,,,,,,,,,,,,,,yes,Porifera,Demospongiae,Axinellida,Axinellidae,Phakellia,,,,Phakellia,genus,,,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,131779,Phakellia,"Bowerbank, 1862",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2308,,,,,,,,,,,,,,,,,Nematoda,Enoplea,Enoplida,Phanodermatidae,Phanoderma,,,,Phanoderma,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2510,Phanoderma,"Bastian, 1865",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1534,,,,,,,,,,,morphology and molecular data,,,,,,Nematoda,Enoplea,Enoplida,Phanodermatidae,,,,,Phanodermatidae,family,,,,,,,,,literature; DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2197,Phanodermatidae,"Filipjev, 1927",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1535,,,,,,,,,,,,,,,,,Nematoda,Enoplea,Enoplida,Phanodermatidae,Phanodermella,,,,Phanodermella,genus,,,,,,,,,literature; DD; OBIS DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2508,Phanodermella,"Kreis, 1928",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1536,,,,,,,,,,,molecular data,,,,,,Nematoda,Enoplea,Enoplida,Phanodermatidae,Phanodermopsis,,,,Phanodermopsis,genus,,,,,,,,,literature; DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2509,Phanodermopsis,"Ditlevsen, 1926",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1537,,,,,,,,,,,morphology only (specimens),yes,yes,,,,Nematoda,Enoplea,Enoplida,Phanodermatidae,Phanodermopsis,,dordi,,Phanodermopsis dordi,species,,,Shimada_etal_2020,2020,new species,new species,y,,literature; GBIF; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,1461981,Phanodermopsis dordi,"Shimada, Takeda, Tsune & Murakami, 2020",Animalia,literature,GBIF,,OBIS only,GBIF,OBIS,LIT,,y,,,,Y,,,,
1538,,,,,,,,,,,,,,,,,Annelida,,Sipuncula,Golfingiidae,Phascolion,,,,Phascolion,genus,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,136025,Phascolion,"Théel, 1875",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
2726,,,,,,,,,,,,,,,,,Annelida,,Sipuncula,,,,,,Phascolosomatida,order,,,,,,,,,literature,y,,macrofauna,,,,,,sediment,,exact,accepted,1384,Phascolosomatida,,Animalia,literature,,,,,,,,,,yes,,,,,,
1540,,,,,,,,,,,morphology and molecular data,,,,,,Annelida,,Sipuncula,Phascolosomatidae,,,,,Phascolosomatidae,family,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,1645,Phascolosomatidae,"Stephen & Edmonds, 1972",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1541,,,,,,,,,,,morphology and molecular data,,,,,yes,Cnidaria,Anthozoa,Actiniaria,Hormathiidae,Phelliactis,,,,Phelliactis,genus,,,,,,,,,literature; DD,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,100762,Phelliactis,"Simon, 1892",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1542,,,,,,,,,,,,,,,,yes,Porifera,Hexactinellida,Amphidiscosida,Pheronematidae,Pheronema,,,,Pheronema,genus,,,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,132098,Pheronema,"Leidy, 1868",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1543,,,,,,,,,,,,,,,,yes,Porifera,Hexactinellida,Amphidiscosida,Pheronematidae,,,,,Pheronematidae,family,,,,,,,,,literature,,,macrofauna,,,,,,nodule,matchtype: exact,exact,accepted,131685,Pheronematidae,"Gray, 1870",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2355,,,,,,,,,,,,,,,,,Nematoda,Enoplea,Enoplida,Ironidae,Pheronous,,,,Pheronous,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,No match found,exact,accepted,227165,Pheronous,"Inglis, 1966",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1544,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,Terebellida,Flabelligeridae,Pherusa,,,,Pherusa,genus,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129293,Pherusa,"Oken, 1807",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
1545,,,,,,,,,,cf.,,,,,,yes,Chordata,Ascidiacea,Phlebobranchia,,,,,,Phlebobranchia,order,,,,,,,,,literature; GBIF; OBIS only,,,megafauna,,,,,,water column,matchtype: exact,exact,accepted,103435,Phlebobranchia,"Lahille, 1886",Animalia,literature,GBIF,,OBIS only,GBIF,OBIS,LIT,,y,,,,,,,,
1546,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Sigalionidae,,,,,Pholoinae,,subfamily,y,,,,,,,literature; DD; OBIS DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,941,Pholoinae,"Kinberg, 1858",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
2728,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,,,,,Phoxocephalidae,family,,,,,,,,,DD,y,,macrofauna,,,,,,sediment,,exact,accepted,101403,Phoxocephalidae,"G.O. Sars, 1891",Animalia,,,DD,,,,,,,,yes,,,,,,
2733,,,,,,,,,,,,,,,,yes,Echinodermata,Crinoidea,Comatulida,Phrynocrinidae,,,,,Phrynocrinidae,family,,,,,,,,,literature; DD,y,,macrofauna,,,,,,nodule,,exact,accepted,123146,Phrynocrinidae,"AH Clark, 1907",Animalia,literature,,DD,,,,,,,,,,,,,,
2931,,,,,,,,,,,morphology only (specimens),yes,yes,,no habitat info,yes,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Phylactella,,alulata,,Phylactella alulata,species,,,,,,,,,literature,,,macrofauna,,,,,,nodule,,,,470609,Phylactella alulata,"Osburn, 1952",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1551,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,,Chaetopteridae,Phyllochaetopterus,,,,Phyllochaetopterus,genus,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129232,Phyllochaetopterus,"Grube, 1863",Animalia,literature,,DD,,,,LIT,DD,y,,,,,,,,
1552,,,,,ok,yes,,,,,morphology and molecular data,yes,yes,,,yes,Annelida,Polychaeta,,Chaetopteridae,Phyllochaetopterus,,limicolus,,Phyllochaetopterus limicolus,species,,,,,,,,,literature,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,330561,Phyllochaetopterus limicolus,"Hartman, 1960",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2102,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Phyllodoce,,,,Phyllodoce,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129455,Phyllodoce,"Lamarck, 1818",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1553,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,,,,,,Phyllodocida,order,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,892,Phyllodocida,"Dales, 1962",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1554,,,,,,yes,genbank,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,,,Phyllodocidae,family,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,931,Phyllodocidae,"Örsted, 1843",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1555,,,,,,,,,,,,,,,,,Nematoda,Enoplea,Enoplida,Oncholaimidae,Phylloncholaimus,,,,Phylloncholaimus,genus,,,,,,,,,literature; DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,1464914,Phylloncholaimus,"Bussau, 1993",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1556,,,,,,,,,,aff.,morphology only (specimens),no,yes,,,,Nematoda,Enoplea,Enoplida,Oncholaimidae,Phylloncholaimus,,immanis,,Phylloncholaimus immanis,species,,,,,,,,,literature; DD; OBIS only,,,meiofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,1464935,Phylloncholaimus immanis,"Bussau, 1993",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,,,,,
1557,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,,Orbiniidae,Phylo,,,,Phylo,genus,,,,,,,,,DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129421,Phylo,"Kinberg, 1866",Animalia,,,DD,,,,,DD,y,,yes,,,,,,
2734,,,,,,,,,,,,,,,,yes,Bryozoa,Gymnolaemata,Ctenostomatida,Arachnidiidae,Pierrella,,,,Pierrella,genus,,,,,,,,,literature,Y,,macrofauna,,,,,,nodule,,exact,accepted,1299184,Pierrella,"Wilson & Taylor, 2012",Animalia,literature,,,,,,,,,,yes,,,,,,
1558,,,,,,,,,,,morphology only (specimens),yes,yes,,,yes,Bryozoa,Gymnolaemata,Ctenostomatida,Arachnidiidae,Pierrella,,plicata,,Pierrella plicata,species,,,Grischenko_etal_2018,2018,new species,new species,y,,literature,,,macrofauna,,,benthic,WoRMS,,nodule,matchtype: exact,exact,accepted,1299186,Pierrella plicata,"Grischenko, Gordon & Melnik, 2018",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1559,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Araeolaimida,Comesomatidae,Pierrickia,,,,Pierrickia,genus,,,,,,,,,literature; DD; OBIS DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2432,Pierrickia,"Vitiello, 1970",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1560,,,,,,yes,genbank,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Pilargidae,,,,,Pilargidae,family,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,15009,Pilargidae,"Saint-Joseph, 1899",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
2309,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Pilargidae,Pilargis,,,,Pilargis,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129466,Pilargis,"Saint-Joseph, 1899",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2735,,,,,,,,,,,,,,,sole source,yes,Nemertea,Pilidiophora,,,,,,,Pilidiophora,class,,,,,,,,,literature,Y,recent description so not in WoRDS,macrofauna,,,,,,sediment,,exact,accepted,1320351,Pilidiophora,"Thollesson & Norenburg, 2003",Animalia,literature,,,,,,,,,,yes,,,,,,
1561,,,,,,,,,,,morphology and molecular data,,,,,yes,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Pirinectes,,,,Pirinectes,genus,,,Malyutina_etal_2020,2020,new genus,new genus,y,,literature,,recent description so not in WoRDS,macrofauna,,,,,,sediment,No match found,exact,accepted,"
1549758",Pirinectes,"Malyutina & Brix, 2020",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1562,,,ok,,,yes,,,,,morphology and molecular data,yes,yes,,,yes,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Pirinectes,,martinezi,,Pirinectes martinezi,species,,,Malyutina_etal_2020,2020,new species,new species,y,,literature,,ADDED TO WORMS NOV 2021 AFTER CONTACTING TAMMY,macrofauna,,,benthic,WoRMS,,sediment,No match found,No match found,accepted,1551311,Pirinectes martinezi,"Malyutina & Brix, 2020",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1563,,,ok,,,yes,,,,,morphology and molecular data,yes,yes,,,yes,Arthropoda,Malacostraca,Isopoda,Munnopsidae,Pirinectes,,osbornae,,Pirinectes osbornae,species,,,Malyutina_etal_2020,2020,new species,new species,y,,literature,,ADDED TO WORMS NOV 2021 AFTER CONTACTING TAMMY,macrofauna,,,benthic,WoRMS,,sediment,No match found,No match found,accepted,1551312,Pirinectes osbornae,"Malyutina & Brix, 2020",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1564,,,,,,,,,,,,,,,,yes,Chordata,,,,,,,,Pisces,,superclass,y,,,,,,,literature; DD,,,megafauna,,,,,,water column,matchtype: exact,exact,accepted,11676,Pisces,,Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
2188,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,Terebellida,Terebellidae,Pista,,,,Pista,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129708,Pista,"Malmgren, 1866",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1565,,,,,,,,,,,,,,,,yes,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Placopegma,,,,Placopegma,genus,,,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,171932,Placopegma,"Schulze, 1896",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
3037,,,,,,,,,,,morphology and molecular data,,,,,,Placozoa,,,,,,,,Placozoa,phylum,,,,,,,,,literature,,,meiofauna,,,,,,sediment,,,exact,22737,Placozoa,"Grell, 1971",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2736,,,,,,,,,,,,,,,,yes,Bryozoa,Stenolaemata,Cyclostomatida,Plagioeciidae,,,,,Plagioeciidae,family,,,,,,,,,GBIF,y,,macrofauna,,,,,,nodule,,exact,accepted,467955,Plagioeciidae,"Canu, 1918",Animalia,,GBIF,,,,,,,,,yes,to check,,,,,
2737,,,,,,,,,,,,,,,,yes,Arthropoda,Malacostraca,Decapoda,Grapsidae,Planes,,,,Planes,genus,,,,,,,,,GBIF,y,,macrofauna,,,,,,sediment,,exact,accepted,106968,Planes,"Bowdich, 1825",Animalia,,GBIF,,,,,,,,,yes,to check,,,,,
1566,,,,,,,,,,,not given,yes,yes,,,yes,Arthropoda,Malacostraca,Decapoda,Grapsidae,Planes,,minutus,,Planes minutus,species,,,,,,,,,GBIF,,,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,107462,Planes minutus,"(Linnaeus, 1758)",Animalia,,GBIF,,,GBIF,,,,y,,yes,to check,,,nwarms,,
2310,,,,,,,,,,,,,,,,,Nematoda,Enoplea,Enoplida,Leptosomatidae,Platycoma,,,,Platycoma,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2539,Platycoma,"Cobb, 1894",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2311,,,,,,,,,,,,,,,,,Nematoda,Enoplea,Enoplida,Leptosomatidae,Platycomopsis,,,,Platycomopsis,genus,,,,,,,,,literature,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,2540,Platycomopsis,"Ditlevsen, 1926",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1568,,,,,,,,,,,morphology and molecular data,,,,,,Platyhelminthes,,,,,,,,Platyhelminthes,phylum,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,793,Platyhelminthes,"Minot, 1876",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1570,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Plectida,,,,,,Plectida,order,,,,,,,,,DD,,,meiofauna,,,,,,sediment,matchtype: exact,exact,accepted,458811,Plectida,"Gadea, 1973",Animalia,,,,,,,,,,OBIS DD,yes,,,,,,
1571,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Plectida,Plectidae,,,,,Plectidae,family,,,,,,,,,DD,,,meiofauna,,,,,,sediment,No match found,exact,accepted,227121,Plectidae,"Örley, 1880",Animalia,,,DD,,,,,DD,y,OBIS DD,yes,,,,,,
1572,,,,,,,,,,,,,,,,,Nematoda,Chromadorea,Plectida,Plectidae,Plectus,,,,Plectus,genus,,,,,,,,,DD,,,meiofauna,,,,,,sediment,No match found,exact,accepted,227271,Plectus,"Bastian, 1865",Animalia,,,DD,,,,,DD,y,,yes,to check,,,,,
1573,,,,,,,,,,,morphology and molecular data,,,,,yes,Porifera,Demospongiae,Axinellida,Stelligeridae,Plenaster,,,,Plenaster,genus,,,Lim_etal_2017,2017,new genus,new genus,y,,literature,,,macrofauna,,,,,,nodule,No match found,exact,accepted,1037071,Plenaster,"Lim & Wiklund, 2017",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1574,,,,,,yes,genbank,,,,morphology and molecular data,yes,yes,,,yes,Porifera,Demospongiae,Axinellida,Stelligeridae,Plenaster,,craigi,,Plenaster craigi,species,,,Lim_etal_2017,2017,new species,new species,y,,literature; DD; OBIS only,,,macrofauna,,,benthic,WoRMS,,nodule,No match found,exact,accepted,1037072,Plenaster craigi,"Lim & Wiklund, 2017",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,,,,Y,,,,
1575,,,,,,,,,,,,,,,,yes,Echinodermata,Echinoidea,Aspidodiadematoida,Aspidodiadematidae,Plesiodiadema,,,,Plesiodiadema,genus,,,,,,,,,literature; DD,,,megafauna,,,,,,sediment,matchtype: exact,exact,accepted,123393,Plesiodiadema,"Pomel, 1883",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1576,,,,,,yes,,,,cf.; sp. Inc,morphology and molecular data,yes,yes,,,yes,Echinodermata,Echinoidea,Aspidodiadematoida,Aspidodiadematidae,Plesiodiadema,,globulosum,,Plesiodiadema globulosum,species,,,,,,,,,literature; GBIF; OBIS only,,,megafauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,513468,Plesiodiadema globulosum,"(A. Agassiz, 1898)",Animalia,literature,GBIF,,OBIS only,GBIF,OBIS,LIT,,y,,,,,,,,
2932,,,,,,,,YES,incertae sedis,incertae sedis,morphology only (imagery),no,yes,,no habitat info,yes,Echinodermata,Echinoidea,Aspidodiadematoida,Aspidodiadematidae,Plesiodiadema,,horridum,,Plesiodiadema horridum,species,,,,,,,,,literature,,,megafauna,,,,,,sediment,,,,513469,Plesiodiadema horridum,"(A. Agassiz, 1898)",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
2740,,,,,,,,,,,,,,,,,Mollusca,Gastropoda,Pleurobranchida,,,,,,Pleurobranchida,order,,,,,,,,,literature,y,,megafauna,,,,,,sediment,,exact,accepted,1059020,Pleurobranchida,,Animalia,literature,,,,,,,,,,yes,,,,,,
2741,,,,,,,,,,,,,,,,,Loricifera,,Nanaloricida,Pliciloricidae,,,,,Pliciloricidae,family,,,,,,,,,literature; GBIF,y,,meiofauna,,,,,,water column,,exact,accepted,154507,Pliciloricidae,"Higgins & Kristensen, 1986",Animalia,literature,GBIF,,,,,,,,,,,,,,,
1582,,,,,,,,,,,,,,,,,Loricifera,,Nanaloricida,Pliciloricidae,Pliciloricus,,,,Pliciloricus,genus,,,,,,,,,literature; GBIF,,,meiofauna,,,,,,water column,No match found,exact,accepted,154509,Pliciloricus,"Higgins & Kristensen, 1986",Animalia,literature,GBIF,,,GBIF,,LIT,,y,,,,,,,,
2103,,,,,,,,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Plotohelmis,,,,Plotohelmis,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,No match found,exact,accepted,129147,Plotohelmis,"Chamberlin, 1919",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
3003,,,,,,,,,,,,,,,,yes,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Plutonaster,,,,Plutonaster,genus,,,,,,,,,literature,,,megafauna,,,,,,sediment,,,,123254,Plutonaster,"Sladen, 1889",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1583,,,,,,,,,,cf.,,,,,,yes,Arthropoda,Malacostraca,Amphipoda,Podoceridae,,,,,Podoceridae,family,,,,,,,,,literature; GBIF; OBIS only,,,megafauna,,,,,,sediment,matchtype: exact,exact,accepted,101405,Podoceridae,"Leach, 1814",Animalia,literature,GBIF,,OBIS only,GBIF,OBIS,LIT,,y,,,,,,,,
2742,,,,,,,,,,,,,,,,,Arthropoda,Ostracoda,Podocopida,,,,,,Podocopida,order,,,,,,,,,literature,y,,meiofauna,,,,,,water column,,exact,accepted,1091,Podocopida,"Sars, 1866",Animalia,literature,,,,,,,,,,yes,,,,,,
2189,,,,,,,,,,,,,,,,yes,Porifera,Demospongiae,Tetractinellida,Vulcanellidae,Poecillastra,,,,Poecillastra,genus,,,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,132016,Poecillastra,"Sollas, 1888",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1584,,,,,,,,,,,,,,,,yes,Annelida,Polychaeta,Spionida,Poecilochaetidae,,,,,Poecilochaetidae,family,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,916,Poecilochaetidae,"Hannerz, 1956",Animalia,literature,,DD,,,,LIT,DD,y,OBIS DD,,,,,,,
1585,,,,,,yes,genbank,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,,,,Poecilochaetus,genus,,,,,,,,,literature; GBIF; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129471,Poecilochaetus,"Claparède in Ehlers, 1875",Animalia,literature,GBIF,DD,,GBIF,,LIT,DD,y,,,,,,,,
2933,,,,,ok,yes,genbank,,,,morphology and molecular data,yes,yes,,,yes,Annelida,Polychaeta,Spionida,Spionidae,Poecilochaetus,,brenkei,,Poecilochaetus brenkei,species,,,Neal_etal_2022,2022,new species,new species,y,,literature,,in press,macrofauna,,,,,,sediment,,,,,,,Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1586,,,,"Type locality: Porcupine Bight, 1325m.",dubious,,,,cf.,cf.,morphology only (specimens),no,yes,,,yes,Annelida,Polychaeta,Spionida,Poecilochaetidae,Poecilochaetus,,fulgoris,,Poecilochaetus fulgoris,species,,,,,,,,,literature,,,macrofauna,,,benthic,WoRMS,,sediment,matchtype: exact,exact,accepted,130710,Poecilochaetus fulgoris,"Claparède in Ehlers, 1875",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1588,,,,,,yes,genbank,,,,morphology and molecular data,,,,,yes,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polaruschakov,,,,Polaruschakov,genus,,,,,,,,,literature; DD,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,129505,Polaruschakov,"Pettibone, 1976",Animalia,literature,,,,,,LIT,,y,OBIS DD,,,,,,,
1589,,,,,ok,yes,genbank,,,,morphology and molecular data,yes,yes,,,yes,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polaruschakov,,lamellae,,Polaruschakov lamellae,species,,,Bonifacio&Menot_2019,2019,new species,new species,y,,literature; DD; OBIS only,,,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,1311299,Polaruschakov lamellae,"Bonifácio & Menot, 2018",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,Y,,,,
1590,,,,,ok,yes,genbank,,,,morphology and molecular data,yes,yes,,,yes,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polaruschakov,,limaae,,Polaruschakov limaae,species,,,Bonifacio&Menot_2019,2019,new species,new species,y,,literature; DD; OBIS only,,,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,1311300,Polaruschakov limaae,"Bonifácio & Menot, 2018",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,Y,,,,
1591,,,,,ok,yes,genbank,,,,morphology and molecular data,yes,yes,,,yes,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polaruschakov,,omnesae,,Polaruschakov omnesae,species,,,Bonifacio&Menot_2019,2019,new species,new species,y,,literature; DD; OBIS only,,,macrofauna,,,benthic,WoRMS,,sediment,No match found,exact,accepted,1311301,Polaruschakov omnesae,"Bonifácio & Menot, 2018",Animalia,literature,,DD,OBIS only,,OBIS,LIT,DD,y,OBIS DD,,,Y,,,,
1592,,,,,,,,,,,,,,,,,Mollusca,Bivalvia,,Lyonsiellidae,Policordia,,,,Policordia,genus,,,,,,,,,literature,,,macrofauna,,,,,,sediment,matchtype: exact,exact,accepted,138655,Policordia,"Dall, Bartsch & Rehder, 1938",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1593,,,,,,,,,,,,,,,,yes,Porifera,Hexactinellida,Amphidiscosida,Pheronematidae,Poliopogon,,,,Poliopogon,genus,,,,,,,,,literature,,,megafauna,,,,,,nodule,matchtype: exact,exact,accepted,171579,Poliopogon,"Thomson, 1877",Animalia,literature,,,,,,LIT,,y,,yes,,,,,,
1594,,,,,,yes,,,,,morphology and molecular data,yes,yes,,,yes,Porifera,Hexactinellida,Amphidiscosida,Pheronematidae,Poliopogon,,microuncinatus,,Poliopogon microuncinatus,species,,,Kersken_etal_2018a,2018,new species,new species,y,,literature; GBIF; OBIS only,,,megafauna,,,benthic,WoRMS,,nodule,No match found,exact,accepted,1474664,Poliopogon microuncinatus,"Kersken, Janussen & Martínez Arbizu, 2018",Animalia,literature,GBIF,,OBIS only,GBIF,OBIS,LIT,,y,,,,Y,,,,
