rec_long,descr_id_with,SPP_CHECKLIST,FULL_SPP_CHECKLIST,INCL,incl_note,size_cat,Phylum,Class,Order,Family,Genus,Subgenus,specificEpiphet,Subspecies,scientificName,ScientificName_accepted,taxonRank,other_rank,ref_description,YEAR_DESC,description,orig_desc,CCZ_endemic,observed_out_CCZ_OBIS,notes,SOURCE_ED,inferred,size_cat_notes,habitat_info,source_habitat_info,hab_confirmed,hab/group,pelagic,habitat_interim,QA/QC,type_loc_elsewhere,my_notes_on_tammys,Tammy_notes,Tammy_taxonomic.status,Thomas_notes,Thomas_taxonomic status,barcode,source,imagery_only_ID,all_recs_qual_y,any_recs_qual,deepsea_taxonmatch_note_wordss,Match type,Taxon status- worms,Authority_accepted,AphiaID_accepted,isMarine,isBrackish,isFresh,isTerrestrial,extra_AphiaID,extra_authority,Citation,Kingdom,source_lit,source_gbif,source_DD,source_OBIS_only,source_OBIS_DD,sole_source,type_loc_info_OBIS,cl,cl2,cl3
29,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,barbatus,,Acantholaimus barbatus,Acantholaimus barbatus,species,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,,literature; DD; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Miljutina & Miljutin, 2012",734415,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus barbatus Miljutina & Miljutin, 2012. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=734415 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,Y,,,
30,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,caecus,,Acantholaimus caecus,Acantholaimus caecus,species,,,,,,,,,literature; DD; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Bussau, 1993",583366,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus caecus Bussau, 1993. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583366 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,,,,
31,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,cornutus,,Acantholaimus cornutus,Acantholaimus cornutus,species,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,,literature; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Miljutina & Miljutin, 2012",734416,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus cornutus Miljutina & Miljutin, 2012. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=734416 on 2023-01-30",Animalia,literature,,,OBIS only,,,Y,,,
32,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,iubilus,,Acantholaimus iubilus,Acantholaimus iubilus,species,,,,,,,,,literature; DD; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Gerlach, Schrage & Riemann, 1979",182947,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus iubilus Gerlach, Schrage & Riemann, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=182947 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,,,,
33,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,maks,,Acantholaimus maks,Acantholaimus maks,species,,,,,,,,,literature; DD; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Gerlach, Schrage & Riemann, 1979",182948,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus maks Gerlach, Schrage & Riemann, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=182948 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,,,,
34,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,occultus,,Acantholaimus occultus,Acantholaimus occultus,species,,,,,,,,,literature; DD; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Bussau, 1993",583368,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus occultus Bussau, 1993. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=583368 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,,,,
35,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,quintus,,Acantholaimus quintus,Acantholaimus quintus,species,,,,,,,,,OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Gerlach, Schrage & Riemann, 1979",182951,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus quintus Gerlach, Schrage & Riemann, 1979. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=182951 on 2023-01-30",Animalia,,,,OBIS only,,yes,,,,
36,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,robustus,,Acantholaimus robustus,Acantholaimus robustus,species,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,,literature; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,No match found,exact,accepted,"Miljutina & Miljutin, 2012",873641,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus robustus Miljutina & Miljutin, 2012. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=873641 on 2023-01-30",Animalia,literature,,,OBIS only,,,Y,,,
37,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,sieglerae,,Acantholaimus sieglerae,Acantholaimus sieglerae,species,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,,literature; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Miljutina & Miljutin, 2012",734417,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus sieglerae Miljutina & Miljutin, 2012. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=734417 on 2023-01-30",Animalia,literature,,,OBIS only,,,Y,,,
38,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,tchesunovi,,Acantholaimus tchesunovi,Acantholaimus tchesunovi,species,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,,literature; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,No match found,exact,accepted,"Miljutina & Miljutin, 2012",873642,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus tchesunovi Miljutina & Miljutin, 2012. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=873642 on 2023-01-30",Animalia,literature,,,OBIS only,,,Y,,,
39,morphology only (specimens),yes,yes,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Acantholaimus,,veitkoehlerae,,Acantholaimus veitkoehlerae,Acantholaimus veitkoehlerae,species,,Miljuntina&Miljutin_2012,2012,new species,new species,y,,,literature; DD; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,,,,,,No match found,exact,accepted,"Miljutina & Miljutin, 2012",873640,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Acantholaimus veitkoehlerae Miljutina & Miljutin, 2012. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=873640 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,Y,,,
40,morphology and molecular data,,,,,macrofauna,Mollusca,Solenogastres,,Acanthomeniidae,,,,,Acanthomeniidae,Acanthomeniidae,family,,,,,,,,,literature; GBIF; DD; OBIS only,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Salvini-Plawen, 1978",180821,1,,,,,,"MolluscaBase eds. (2023). MolluscaBase. Acanthomeniidae Salvini-Plawen, 1978. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=180821 on 2023-01-30",Animalia,literature,GBIF,DD,OBIS only,OBIS DD,,,,,
41,morphology only (specimens),no,yes,,all records with qualifiers,macrofauna,Arthropoda,Malacostraca,Isopoda,Dendrotionidae,Acanthomunna,,tannerensis,,Acanthomunna tannerensis,Acanthomunna tannerensis,species,,,,,,,,,OBIS only,,,benthic,WoRMS,,,,sediment,y- but not on short checklist,y,,"Type locality: Pacific, Tanner Canyon, California, ~800 m - shallower  (Original description checked)",dubious,,,,,,aff.,aff.,matchtype: exact,exact,accepted,"Schultz, 1966",255657,1,0,0,0,,,"Boyko, C.B.; Bruce, N.L.; Hadfield, K.A.; Merrin, K.L.; Ota, Y.; Poore, G.C.B.; Taiti, S. (Eds) (2008 onwards). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Acanthomunna tannerensis Schultz, 1966. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=255657 on 2023-01-30",Animalia,,,,OBIS only,,yes,,,,
42,,,,,,macrofauna,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,Acanthonotozoma,,,,Acanthonotozoma,Acanthonotozoma,genus,,,,,,,,,DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Boeck, 1876",101443,1,0,0,0,,,"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Copila?-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2023). World Amphipoda Database. Acanthonotozoma Boeck, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=101443 on 2023-01-30",Animalia,,,DD,,OBIS DD,yes,,,,
43,,,,,,meiofauna,Arthropoda,Arachnida,,,,,,,Acari,Acari,subclass,y,,,,,,,,literature; DD,,macro/meio,,,,,,water column,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Leach, 1817",292684,1,1,1,1,,,WoRMS (2023). Acari. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=292684 on 2023-01-30,Animalia,literature,,DD,,OBIS DD,,,,,
52,,,,,,megafauna,Echinodermata,Holothuroidea,Molpadida,Caudinidae,Acaudina,,,,Acaudina,Acaudina,genus,,,,,,,,,literature; GBIF; OBIS only,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"H.L. Clark, 1908",204911,1,,,,,,"WoRMS (2023). Acaudina H.L. Clark, 1908. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=204911 on 2023-01-30",Animalia,literature,GBIF,,OBIS only,,,,,,
54,morphology and molecular data,yes,yes,,,megafauna,Echinodermata,Echinoidea,Spatangoida,Schizasteridae,Aceste,,ovata,,Aceste ovata,Aceste ovata,species,,,,,,,,,literature; GBIF; DD; OBIS only,,,benthic,WoRMS,,,,sediment,,,,,,,,yes,,,,cf.,matchtype: exact,exact,accepted,"A. Agassiz & H.L. Clark, 1907",513092,1,0,0,0,,,"Kroh, A.; Mooi, R. (2023). World Echinoidea Database. Aceste ovata A. Agassiz & H.L. Clark, 1907. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=513092 on 2023-01-30",Animalia,literature,GBIF,DD,OBIS only,OBIS DD,,,,,
59,morphology and molecular data,,,,,macrofauna,Annelida,Polychaeta,Terebellida,Acrocirridae,,,,,Acrocirridae,Acrocirridae,family,,,,,,,,,literature; GBIF; DD; OBIS only,,,,,,,,sediment,,,,,,,,,,,,cf.,matchtype: exact,exact,accepted,"Banse, 1969",920,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Acrocirridae Banse, 1969. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=920 on 2023-01-30",Animalia,literature,GBIF,DD,OBIS only,OBIS DD,,,,,
60,not given,yes,yes,,,megafauna,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,,humilis,,Acropora humilis,Acropora humilis,species,,,,,,,,,GBIF; OBIS only,,,benthic,WoRMS,,,,nodule,,,,,,,,,,,,,No match found,exact,accepted,"(Dana, 1846)",207094,1,,0,0,,,"Hoeksema, B. W.; Cairns, S. (2023). World List of Scleractinia. Acropora humilis (Dana, 1846). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=207094 on 2023-01-30",Animalia,,GBIF,,OBIS only,,,,,,
61,,,,,,megafauna,Cnidaria,Anthozoa,Actiniaria,,,,,,Actiniaria,Actiniaria,order,,,,,,,,,literature; GBIF; DD; OBIS only,,,,,,,,nodule,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Hertwig, 1882",1360,1,1,,0,,,"Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Actiniaria. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=1360 on 2023-01-30",Animalia,literature,GBIF,DD,OBIS only,OBIS DD,,,,,
62,,,,,,meiofauna,Nematoda,Chromadorea,Chromadorida,Chromadoridae,Actinonema,,,,Actinonema,Actinonema,genus,,,,,,,,,literature; GBIF; DD; OBIS only,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Cobb, 1920",2283,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Actinonema Cobb, 1920. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2283 on 2023-01-30",Animalia,literature,GBIF,DD,OBIS only,OBIS DD,,,,,
63,,,,,,megafauna,Chordata,,,,,,,,Actinopterygii,Actinopterygii,gigaclass,y,,,,,,,,literature; GBIF; DD; OBIS only,,,,,,,,water column,,,,,,,,,,,,cf.,matchtype: exact,exact,accepted,,10194,1,1,1,0,,,WoRMS (2023). Actinopterygii. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=10194 on 2023-01-30,Animalia,literature,GBIF,DD,OBIS only,,,,,,
64,,,,,,megafauna,Cnidaria,Anthozoa,Actiniaria,Actinoscyphiidae,,,,,Actinoscyphiidae,Actinoscyphiidae,family,,,,,,,,,literature,,,,,,,,nodule,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Stephenson, 1920",100654,1,,,,,,"Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Actinoscyphiidae Stephenson, 1920. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100654 on 2023-01-30",Animalia,literature,,,,,yes,,,,
65,morphology and molecular data,,,,,megafauna,Cnidaria,Anthozoa,Actiniaria,Actinostolidae,,,,,Actinostolidae,Actinostolidae,family,,,,,,,,,literature,,,,,,,,nodule,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Carlgren, 1932",100655,1,,,,,,"Rodríguez, E.; Fautin, D; Daly, M. (2023). World List of Actiniaria. Actinostolidae Carlgren, 1932. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=100655 on 2023-01-30",Animalia,literature,,,,,yes,,,,
67,,,,,,macrofauna,Mollusca,Gastropoda,Seguenziida,[unassigned] Seguenzioidea,Adeuomphalus,,,,Adeuomphalus,Adeuomphalus,genus,,,,,,,,,DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"G. Seguenza, 1876",138491,1,,0,0,,,"MolluscaBase eds. (2022). MolluscaBase. Adeuomphalus G. Seguenza, 1876. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=138491 on 2023-01-30",Animalia,,,DD,,,yes,,,,
68,,,,,,meiofauna,Nematoda,Enoplea,Enoplida,Oncholaimidae,Adoncholaimus,,,,Adoncholaimus,Adoncholaimus,genus,,,,,,,,,literature; DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Filipjev, 1918",2565,1,1,1,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Adoncholaimus Filipjev, 1918. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2565 on 2023-01-30",Animalia,literature,,DD,,,,,,,
69,,,,,,meiofauna,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,,,,,Aegialoalaimidae,Aegialoalaimidae,family,,,,,,,,,DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Lorenzen, 1981",2175,1,,,,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Aegialoalaimidae Lorenzen, 1981. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2175 on 2023-01-30",Animalia,,,DD,,OBIS DD,yes,,,,
70,molecular data,,,,,meiofauna,Nematoda,Chromadorea,Plectida,Aegialoalaimidae,Aegialoalaimus,,,,Aegialoalaimus,Aegialoalaimus,genus,,,,,,,,,literature; DD; OBIS only,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"de Man, 1907",2381,1,0,0,0,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Aegialoalaimus de Man, 1907. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2381 on 2023-01-30",Animalia,literature,,DD,OBIS only,OBIS DD,,,,,
75,morphology and molecular data,,,,,meiofauna,Arthropoda,Copepoda,Harpacticoida,Aegisthidae,,,,,Aegisthidae,Aegisthidae,family,,,,,,,,,literature; DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Giesbrecht, 1893",115133,1,0,0,0,,,"Walter, T.C.; Boxshall, G. (2023). World of Copepods Database. Aegisthidae Giesbrecht, 1893. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=115133 on 2023-01-30",Animalia,literature,,DD,,OBIS DD,,,,,
80,molecular data,,,,,macrofauna,Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,,,,,Agalmatidae,Agalmatidae,family,,,,,,,,,literature; DD,,,,,,,,water column,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Brandt, 1834",135344,1,0,0,0,,,"Schuchert, P. (2023). World Hydrozoa Database. Agalmatidae Brandt, 1834. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=135344 on 2023-01-30",Animalia,literature,,,,OBIS DD,,,,,
81,,,,,,macrofauna,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,,,Agathotanais,Agathotanais,genus,,,,,,,,,literature; DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Hansen, 1913",136222,1,,,,,,"WoRMS (2023). Agathotanais Hansen, 1913. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=136222 on 2023-01-30",Animalia,literature,,DD,,OBIS DD,,,,,
82,not given,no,yes,,all records with qualifiers,macrofauna,Arthropoda,Malacostraca,Tanaidacea,Agathotanaidae,Agathotanais,,spinipoda,,Agathotanais spinipoda,Agathotanais spinipoda,species,,,,,,,,in taxonRemarks in OBIS dd records,DD,,,benthic,WoRMS,,,,sediment,y- but not on short checklist,y,recorded with cf.,"Type locality: SE Australian slope, 400-1840 m  (Original description checked)",dubious,,,,,,cf.,cf.,No match found,exact,accepted,"Larsen, 1999",247405,1,,,,,,"WoRMS (2023). Agathotanais spinipoda Larsen, 1999. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=247405 on 2023-01-30",Animalia,,,DD,,,yes,,,,
86,morphology and molecular data,,,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Nephtyidae,Aglaophamus,,,,Aglaophamus,Aglaophamus,genus,,,,,,,,,literature; DD,,,,,,,,sediment,,,,,,,,yes,genbank,,,,matchtype: exact,exact,accepted,"Kinberg, 1866",129366,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Aglaophamus Kinberg, 1866. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129366 on 2023-01-30",Animalia,literature,,DD,,OBIS DD,,,,,
89,,,,,,macrofauna,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,,,,,Akanthophoreidae,Akanthophoreidae,family,,,,,,,,,GBIF; DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Sieg, 1986",599405,1,,,,,,"WoRMS (2023). Akanthophoreidae Sieg, 1986. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=599405 on 2023-01-30",Animalia,,GBIF,DD,,OBIS DD,,,,,
90,,,,,,macrofauna,Arthropoda,Malacostraca,Tanaidacea,Akanthophoreidae,Akanthophoreus,,,,Akanthophoreus,Akanthophoreus,genus,,,,,,,,,literature; DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Sieg, 1986",136205,1,,,,,,"WoRMS (2023). Akanthophoreus Sieg, 1986. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=136205 on 2023-01-30",Animalia,literature,,DD,,OBIS DD,,,,,
93,,,,,,meiofauna,Nematoda,Chromadorea,Plectida,Camacolaimidae,Alaimella,,,,Alaimella,Alaimella,genus,,,,,,,,,literature; DD; OBIS DD,,,,,,,,sediment,,,,,,,,,,,,,No match found,exact,accepted,"Cobb, 1920",2399,1,0,0,0,,,"Nemys eds. (2023). Nemys: World Database of Nematodes. Alaimella Cobb, 1920. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=2399 on 2023-01-30",Animalia,literature,,DD,,OBIS DD,,,,,
94,morphology only (specimens),no,yes,,all records with qualifiers,macrofauna,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,Alciopina,,parasitica,,Alciopina parasitica,Alciopina parasitica,species,,,,,,,,,literature,,,benthic,WoRMS,,,,sediment,y- but not on short checklist,y,,,,Type locality: Gulf of ples. Shallow water. ,dubious,,,,cf.,cf.,No match found,exact,accepted,"Claparède & Panceri, 1867",129750,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Alciopina parasitica Claparède & Panceri, 1867. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=129750 on 2023-01-30",Animalia,literature,,,,,yes,,,,
95,,,,,,macrofauna,Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,,,Alciopini,Alciopini,tribe,y,,,,,,,,literature; DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Ehlers, 1864",932,1,0,0,0,,,"Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Alciopini Ehlers, 1864. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=932 on 2023-01-30",Animalia,literature,,DD,,OBIS DD,,,,,
97,,,,,,megafauna,Cnidaria,Anthozoa,Malacalcyonacea,Alcyoniidae,,,,,Alcyoniidae,Alcyoniidae,family,,,,,,,,,literature,,,,,,,,nodule,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Lamouroux, 1812",125269,1,,0,0,,,"WoRMS (2023). Alcyoniidae Lamouroux, 1812. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=125269 on 2023-01-30",Animalia,literature,,,,,yes,,,,
98,,,,,,macrofauna,Arthropoda,Malacostraca,Amphipoda,Alicellidae,Alicella,,,,Alicella,Alicella,genus,,,,,,,,,DD,,,,,,,,sediment,,,,,,,,,,,,,matchtype: exact,exact,accepted,"Chevreux, 1899",488207,1,0,1,0,,,"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Copila?-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2023). World Amphipoda Database. Alicella Chevreux, 1899. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=488207 on 2023-01-30",Animalia,,,,,OBIS DD,yes,,,,
99,not given,yes,yes,,,megafauna,Arthropoda,Malacostraca,Amphipoda,Alicellidae,Alicella,,gigantea,,Alicella gigantea,Alicella gigantea,species,,,,,,,,,DD,,,benthic,WoRMS,,,,sediment,y,,,,ok,,,,,,,,matchtype: exact,exact,accepted,"Chevreux, 1899",488208,1,0,0,0,,,"Horton, T.; Lowry, J.; De Broyer, C.; Bellan-Santini, D.; Coleman, C.O.; Copila?-Ciocianu, D.; Corbari, L.; Costello, M.J.; Daneliya, M.; Dauvin, J.-C.; Fišer, C.; Gasca, R.; Grabowski, M.; Guerra-García, J.M.; Hendrycks, E.; Hughes, L.; Jaume, D.; Jazdzewski, K.; Kim, Y.-H.; King, R.; Krapp-Schickel, T.; LeCroy, S.; Lörz, A.-N.; Mamos, T.; Senna, A.R.; Serejo, C.; Souza-Filho, J.F.; Tandberg, A.H.; Thomas, J.D.; Thurston, M.; Vader, W.; Väinölä, R.; Vonk, R.; White, K.; Zeidler, W. (2023). World Amphipoda Database. Alicella gigantea Chevreux, 1899. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=488208 on 2023-01-30",Animalia,,,DD,,OBIS DD,yes,,,,
