rec,INCL,incl_note,paper,REF2/DATASET,basisOfRecord,named_spp,taxonConceptID,scientificName,NAME,COUNT,rec-single,spec_note,typeStatus,TO_DO,qual_level,qual,ABSENSE,taxonRank,tr_w_tcid,Phylum,Class,Order,Family,Genus,Species,AphiaID_accepted,Authority_accepted,size_cat,VESSEL,CRUISE,CONTRACT_AREA,CA_ED,CA_TEST,sub-area,inc_site_analysis,STATION,STN_ED,deployment,STN-DEPLOY,SITE_STRING_V1,fraction,habitat,nodule_pres,region,LAT-START,LONG-START,LAT-END,LONG-END,VERB-LAT-START,VERB-LONG-START,VERB_LAT-END2,VERB-LONG-END,max_depth/start_depth,min_depth/end_depth,depth_qual,DATE,date_to_ed,sampling_method,sampling_method_ED,sampling_dets,QUANTITATIVE,FULLY_PROCESSED,duration,AREA,collector,year,type_loc,sampleID,data_source,taxonRank,CCZ_endemic,identificationQualifier,inc_type_loc_map,note,site_NOTES,orig_row,external_row
143,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 117,Sta. 117,SO239_117-1,DEPLY,SO239_117-1,,,,EAST,13.879,-123.2332,13.8797,-123.2305,13.879,-123.2332,13.8797,-123.2305,4512,-4514,,2015-04-07T21:22:00,2015-04-07T21:33:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,117-GSR-0571,,species,,,,,,212,
144,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 117,Sta. 117,SO239_117-1,DEPLY,SO239_117-1,,,,EAST,13.879,-123.2332,13.8797,-123.2305,13.879,-123.2332,13.8797,-123.2305,4512,-4514,,2015-04-07T21:22:00,2015-04-07T21:33:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,117-GSR-0572,,species,,,,,,214,
145,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 117,Sta. 117,SO239_117-1,DEPLY,SO239_117-1,,,,EAST,13.879,-123.2332,13.8797,-123.2305,13.879,-123.2332,13.8797,-123.2305,4512,-4514,,2015-04-07T21:22:00,2015-04-07T21:33:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,117-GSR-0573,,species,,,,,,216,
150,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 117,Sta. 117,SO239_117-1,DEPLY,SO239_117-1,,,,EAST,13.879,-123.2332,13.8797,-123.2305,13.879,-123.2332,13.8797,-123.2305,4512,-4514,,2015-04-07T21:22:00,2015-04-07T21:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,117-GSR-0600,,species,,,,,,252,
151,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 117,Sta. 117,SO239_117-1,DEPLY,SO239_117-1,,,,EAST,13.879,-123.2332,13.8797,-123.2305,13.879,-123.2332,13.8797,-123.2305,4512,-4514,,2015-04-07T21:22:00,2015-04-07T21:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,117-GSR-0601,,species,,,,,,254,
152,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 117,Sta. 117,SO239_117-1,DEPLY,SO239_117-1,,,,EAST,13.879,-123.2332,13.8797,-123.2305,13.879,-123.2332,13.8797,-123.2305,4512,-4514,,2015-04-07T21:22:00,2015-04-07T21:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,117-GSR-0604,,species,,,,,,260,
155,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,paratype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 117,Sta. 117,SO239_117-1,DEPLY,SO239_117-1,,,,EAST,13.879,-123.2332,13.8797,-123.2305,13.879,-123.2332,13.8797,-123.2305,4512,-4514,,2015-04-07T21:22:00,2015-04-07T21:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,117-GSR-0608,,species,,,,,,268,
156,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,paratype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 117,Sta. 117,SO239_117-1,DEPLY,SO239_117-1,,,,EAST,13.879,-123.2332,13.8797,-123.2305,13.879,-123.2332,13.8797,-123.2305,4512,-4514,,2015-04-07T21:22:00,2015-04-07T21:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,117-GSR-0609,,species,,,,,,270,
159,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 133,Sta. 133,SO239_133-1,DEPLY,SO239_133-1,,,,EAST,13.8545,-123.2315,13.8552,-123.2288,13.8545,-123.2315,13.8552,-123.2288,4510,-4507,,2015-04-10T11:06:00,2015-04-10T11:16:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,133-GSR-0636,,species,,,,,,310,
160,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,paratype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 133,Sta. 133,SO239_133-1,DEPLY,SO239_133-1,,,,EAST,13.8545,-123.2315,13.8552,-123.2288,13.8545,-123.2315,13.8552,-123.2288,4510,-4507,,2015-04-10T11:06:00,2015-04-10T11:16:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,133-GSR-0637,,species,,,,,,312,
161,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 133,Sta. 133,SO239_133-1,DEPLY,SO239_133-1,,,,EAST,13.8545,-123.2315,13.8552,-123.2288,13.8545,-123.2315,13.8552,-123.2288,4510,-4507,,2015-04-10T11:06:00,2015-04-10T11:16:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,133-GSR-0638,,species,,,,,,314,
162,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,158-Ifr-0859,,species,,,,,,326,
164,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,158-Ifr-0475,,species,,,,,,334,
166,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,158-Ifr-0487,,species,,,,,,338,
167,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,158-Ifr-0497,,species,,,,,,340,
169,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,paratype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,158-Ifr-0744,,species,,,,,,346,
170,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,158-Ifr-0745,,species,,,,,,348,
171,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,158-Ifr-0746,,species,,,,,,350,
172,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,158-Ifr-0747,,species,,,,,,352,
173,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,158-Ifr-0748,,species,,,,,,354,
174,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,158-Ifr-0749,,species,,,,,,356,
175,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,158-Ifr-0750,,species,,,,,,358,
179,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 171,Sta. 171,SO239_171-1,DEPLY,SO239_171-1,,,,CENTRAL,14.052,-130.0797,14.0533,-130.0768,14.052,-130.0797,14.0533,-130.0768,5025,-5015,,2015-04-17T09:22:00,2015-04-17T09:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,171-Ifr-0776,,species,,,,,,392,
180,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 171,Sta. 171,SO239_171-1,DEPLY,SO239_171-1,,,,CENTRAL,14.052,-130.0797,14.0533,-130.0768,14.052,-130.0797,14.0533,-130.0768,5025,-5015,,2015-04-17T09:22:00,2015-04-17T09:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,171-Ifr-07762,,species,,,,,,394,
114,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,paratype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,BGR,BGR,BGR,,,Sta. 20,Sta. 20,SO239_20-1,DEPLY,SO239_20-1,,,,EAST,11.8372,-116.982,11.8385,-116.9797,11.8372,-116.982,11.8385,-116.9797,4093,-4093,,2015-03-21T23:55:00,2015-03-22T00:06:00,Epibenthic sledge,EBS,Epi,,NOT fully processed EBS sample,,,,2015,,020-BGR-0201,,species,,,,,,12,
115,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,BGR,BGR,BGR,,,Sta. 20,Sta. 20,SO239_20-1,DEPLY,SO239_20-1,,,,EAST,11.8372,-116.982,11.8385,-116.9797,11.8372,-116.982,11.8385,-116.9797,4093,-4093,,2015-03-21T23:55:00,2015-03-22T00:06:00,Epibenthic sledge,EBS,Epi,,NOT fully processed EBS sample,,,,2015,,020-BGR-0210,,species,,,,,,16,
128,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IOM,IOM,IOM,,,Sta. 81,Sta. 81,SO239_81-1,DEPLY,SO239_81-1,,,,EAST,11.0708,-119.6078,11.0715,-119.6048,11.0708,-119.6078,11.0715,-119.6048,4353,-4349,,2015-04-01T10:27:00,2015-04-01T10:39:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,081-IOM-0878,,species,,,,,,80,
129,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IOM,IOM,IOM,,,Sta. 81,Sta. 81,SO239_81-1,DEPLY,SO239_81-1,,,,EAST,11.0708,-119.6078,11.0715,-119.6048,11.0708,-119.6078,11.0715,-119.6048,4353,-4349,,2015-04-01T10:27:00,2015-04-01T10:39:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,081-IOM-0460,,species,,,,,,86,
131,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IOM,IOM,IOM,,,Sta. 81,Sta. 81,SO239_81-1,DEPLY,SO239_81-1,,,,EAST,11.0708,-119.6078,11.0715,-119.6048,11.0708,-119.6078,11.0715,-119.6048,4353,-4349,,2015-04-01T10:27:00,2015-04-01T10:39:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,081-IOM-0852,,species,,,,,,112,
132,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IOM,IOM,IOM,,,Sta. 81,Sta. 81,SO239_81-1,DEPLY,SO239_81-1,,,,EAST,11.0708,-119.6078,11.0715,-119.6048,11.0708,-119.6078,11.0715,-119.6048,4353,-4349,,2015-04-01T10:27:00,2015-04-01T10:39:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,081-IOM-0853,,species,,,,,,114,
134,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IOM,IOM,IOM,,,Sta. 99,Sta. 99,SO239_99-1,DEPLY,SO239_99-1,,,,EAST,11.043,-119.661,11.0437,-119.6585,11.043,-119.661,11.0437,-119.6585,4406,-4398,,2015-04-04T07:45:00,2015-04-04T07:55:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,099-IOM-0424,,species,,,,,,158,
135,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IOM,IOM,IOM,,,Sta. 99,Sta. 99,SO239_99-1,DEPLY,SO239_99-1,,,,EAST,11.043,-119.661,11.0437,-119.6585,11.043,-119.661,11.0437,-119.6585,4406,-4398,,2015-04-04T07:45:00,2015-04-04T07:55:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,099-IOM-0426,,species,,,,,,160,
136,,,Bonifacio&Menot_2019,,,yes,Macellicephaloides moustachu,Macellicephaloides moustachu,Macellicephaloides moustachu,1,no,,holotype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Macellicephaloides,moustachu,1311296,"Bonifácio & Menot, 2018",macrofauna,,SO239,IOM,IOM,IOM,,,Sta. 99,Sta. 99,SO239_99-1,DEPLY,SO239_99-1,,,,EAST,11.043,-119.661,11.0437,-119.6585,11.043,-119.661,11.0437,-119.6585,4406,-4398,,2015-04-04T07:45:00,2015-04-04T07:55:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,YES,099-IOM-0427,,species,,,,,,162,
138,,,Bonifacio&Menot_2019,,,yes,Nu aakhu,Nu aakhu,Nu aakhu,1,yes,,holotype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Nu,aakhu,1311298,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 117,Sta. 117,SO239_117-1,DEPLY,SO239_117-1,,,,EAST,13.879,-123.2332,13.8797,-123.2305,13.879,-123.2332,13.8797,-123.2305,4512,-4514,,2015-04-07T21:22:00,2015-04-07T21:33:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,YES,117-GSR-0341,,species,,,,,,168,
194,,,Bonifacio&Menot_2019,,,yes,Polaruschakov lamellae,Polaruschakov lamellae,Polaruschakov lamellae,1,no,,paratype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polaruschakov,lamellae,1311299,"Bonifácio & Menot, 2018",macrofauna,,SO239,APEI-3,APEI-3,APEI-3,,,Sta. 192,Sta. 192,SO239_192-1,DEPLY,SO239_192-1,,,,CENTRAL,18.7542,-128.3425,18.755,-128.3402,18.7542,-128.3425,18.755,-128.3402,4824,-4808,,2015-04-21T10:22:00,2015-04-21T10:34:00,Epibenthic sledge,EBS,Supra,,fully processed EBS sample,,,,2015,,192-APE-0707,,species,,,,,,424,
199,,,Bonifacio&Menot_2019,,,yes,Polaruschakov lamellae,Polaruschakov lamellae,Polaruschakov lamellae,1,no,,paratype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polaruschakov,lamellae,1311299,"Bonifácio & Menot, 2018",macrofauna,,SO239,APEI-3,APEI-3,APEI-3,,,Sta. 192,Sta. 192,SO239_192-1,DEPLY,SO239_192-1,,,,CENTRAL,18.7542,-128.3425,18.755,-128.3402,18.7542,-128.3425,18.755,-128.3402,4824,-4808,,2015-04-21T10:22:00,2015-04-21T10:34:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,192-APE-0802,,species,,,,,,482,
127,,,Bonifacio&Menot_2019,,,yes,Polaruschakov lamellae,Polaruschakov lamellae,Polaruschakov lamellae,1,yes,,holotype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polaruschakov,lamellae,1311299,"Bonifácio & Menot, 2018",macrofauna,,SO239,BGR,BGR,BGR,,,Sta. 59,Sta. 59,SO239_59-1,DEPLY,SO239_59-1,,,,EAST,11.8085,-117.4865,11.809,-117.4838,11.8085,-117.4865,11.809,-117.4838,4372,,,2015-03-28T22:12:00,2015-03-28T22:22:00,Epibenthic sledge,EBS,Supra,,NOT fully processed EBS sample,,,,2015,YES,059-BGR-0153,,species,,,,,,54,
177,,,Bonifacio&Menot_2019,,,yes,Polaruschakov limaae,Polaruschakov limaae,Polaruschakov limaae,1,yes,,holotype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polaruschakov,limaae,1311300,"Bonifácio & Menot, 2018",macrofauna,,SO239,IFR2,IFR2,IFR2,,,Sta. 158,Sta. 158,SO239_158-1,DEPLY,SO239_158-1,,,,CENTRAL,14.0628,-130.1108,14.0635,-130.108,14.0628,-130.1108,14.0635,-130.108,4969,-4978,,2015-04-15T06:19:00,2015-04-15T06:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,YES,158-Ifr-0764,,species,,,,,,380,
157,,,Bonifacio&Menot_2019,,,yes,Polaruschakov omnesae,Polaruschakov omnesae,Polaruschakov omnesae,1,yes,,paratype,,,,,species,species,Annelida,Polychaeta,Phyllodocida,Polynoidae,Polaruschakov,omnesae,1311301,"Bonifácio & Menot, 2018",macrofauna,,SO239,GSR,GSR,GSR,,,Sta. 117,Sta. 117,SO239_117-1,DEPLY,SO239_117-1,,,,EAST,13.879,-123.2332,13.8797,-123.2305,13.879,-123.2332,13.8797,-123.2305,4512,-4514,,2015-04-07T21:22:00,2015-04-07T21:33:00,Epibenthic sledge,EBS,Epi,,fully processed EBS sample,,,,2015,,117-GSR-0611,,species,,,,,,274,
