Site,Abundance,Species
UKSRL1 UK-1 UK1-AB01-EB01,1,[unassigned] Seguenzioidea
UKSRL1 UK-1 UK1-A-C,1,[unassigned] Seguenzioidea
UKSRL1 UK-1 UK1-A-EB01,1,[unassigned] Seguenzioidea
AB01_UK-1_BC14,1,Abylidae
SITE_13.72662_-116.67_NA,1,Abylidae
DeepCCZ_APEI4 S TC04,0,Acanthephyridae
DeepCCZ_APEI-4_DC07,0,Acanthephyridae
DeepCCZ_APEI-7_DC01,0,Acanthephyridae
"Mangan 2018, SO262_BGR_AKS251",0,Acanthephyridae
DeepCCZ_APEI-4_TC04,0,Acanthephyridae
EQPAC_CA02,0,Acanthephyridae
"Mangan 2018, SO262_BGR_AKS246",0,Acanthephyridae
DeepCCZ_APEI-6_CA13,0,Acanthephyridae
DeepCCZ_APEI-1_TC05,0,Acanthephyridae
DeepCCZ_APEI1 AP TC06,0,Acanthephyridae
DeepCCZ_APEI7 AP DC1,0,Acanthephyridae
DeepCCZ_APEI4 S TC03,0,Acanthephyridae
OMS_CA03,0,Acanthephyridae
DeepCCZ_APEI-1_TC07,0,Acanthephyridae
OMS_CA10,0,Acanthephyridae
DeepCCZ_APEI-1_DC10,0,Acanthephyridae
DeepCCZ_APEI1 AP TC05,0,Acanthephyridae
OMS_CA11,0,Acanthephyridae
DeepCCZ_APEI-1_TC06,0,Acanthephyridae
DeepCCZ_APEI-7_DC02,0,Acanthephyridae
DeepCCZ_APEI1 S TC07,0,Acanthephyridae
DeepCCZ_APEI-1_DC11,0,Acanthephyridae
DeepCCZ_APEI1 AP DC9,0,Acanthephyridae
DeepCCZ_APEI1 AP DC10,0,Acanthephyridae
"Mangan 2018, SO262_BGR_AKS249",0,Acanthephyridae
DeepCCZ_APEI-4_TC03,0,Acanthephyridae
DeepCCZ_APEI-1_DC09,0,Acanthephyridae
DeepCCZ_APEI4 S DC8,0,Acanthephyridae
DeepCCZ_APEI1 S DC11,0,Acanthephyridae
OMS_CA04,0,Acanthephyridae
"Mangan 2018, SO262_BGR_AKS244",0,Acanthephyridae
"Mangan 2018, SO262_BGR_AKS247",0,Acanthephyridae
EQPAC_CA01,0,Acanthephyridae
OMS_CA12,0,Acanthephyridae
"Mangan 2018, SO262_BGR_AKS250",0,Acanthephyridae
DeepCCZ_APEI4 AP TC02,0,Acanthephyridae
DeepCCZ_APEI7 AP DC2,0,Acanthephyridae
DeepCCZ_APEI-4_DC06,0,Acanthephyridae
OMS_CA05,0,Acanthephyridae
"Mangan 2018, SO262_BGR_AKS245",0,Acanthephyridae
DeepCCZ_APEI-4_DC08,0,Acanthephyridae
AB01/AB02_UK-1_CA02,0,Acanthephyridae
AB01/AB02_UK-1_CA08,0,Acanthephyridae
AB01/AB02_UK-1_CA01,0,Acanthephyridae
DeepCCZ_APEI4 S DC7,0,Acanthephyridae
"Mangan 2018, SO262_BGR_AKS242",0,Acanthephyridae
AB01/AB02_UK-1_CA07,0,Acanthephyridae
"Mangan 2018, SO262_BGR_AKS243",0,Acanthephyridae
AB01/AB02_UK-1_CA06,0,Acanthephyridae
DeepCCZ_APEI4 AP DC6,0,Acanthephyridae
"Mangan 2018, SO262_BGR_AKS248",0,Acanthephyridae
DeepCCZ_APEI-4_TC02,0,Acanthephyridae
DeepCCZ_APEI4 AP DC5,0,Acanthephyridae
AB01/AB02_UK-1_CA09,0,Acanthephyridae
DeepCCZ_APEI-4_DC05,0,Acanthephyridae
DeepCCZ_APEI-7_DC03,1,Acanthephyridae
DeepCCZ_APEI7 S DC3,1,Acanthephyridae
DeepCCZ_APEI-1_DC12,1,Acanthephyridae
DeepCCZ_APEI7 S DC4,1,Acanthephyridae
DeepCCZ_APEI1 S DC12,1,Acanthephyridae
DeepCCZ_APEI-7_DC04,1,Acanthephyridae
SO239_GSR_,1,Acanthephyridae
AB01_UK-1_EB05,1,Acanthomeniidae
UKSRL1 UK-1 UK1-AB01-EB05,1,Acanthomeniidae
COMRA2 COM1a KW1-S05-L02,1,Acanthonotozomatidae
KOREA KR5_Stn. SD03,0,Acrocirridae
KOREA KR5_Stn. SD08,0,Acrocirridae
GSRNOD15A_B6S02_BC011,0,Acrocirridae
KOREA KR5_Stn. SD13,0,Acrocirridae
GSRNOD15A_B4S03_BC024,0,Acrocirridae
GSRNOD15A_B4S03_BC019,0,Acrocirridae
KOREA KR5_Stn. SD10,0,Acrocirridae
GSRNOD15A_B6S02_BC015,0,Acrocirridae
GSRNOD15A_B6S02_BC013,0,Acrocirridae
KOREA KR5_Stn. SD06,0,Acrocirridae
KOREA KR5_Stn. SD12,0,Acrocirridae
GSRNOD15A_B4N01_BC035,0,Acrocirridae
KOREA KR5_Stn. SD14,0,Acrocirridae
KOREA KR5_Stn. SD09,0,Acrocirridae
GSRNOD15A_B4N01_BC027,0,Acrocirridae
GSRNOD15A_B4N01_BC029,0,Acrocirridae
KOREA KR5_Stn. SD05,0,Acrocirridae
KOREA KR5_Stn. SD04,0,Acrocirridae
KOREA KR5_Stn. SD11,0,Acrocirridae
GSRNOD15A_B4N01_BC026,0,Acrocirridae
GSRNOD15A_B4S03_BC021,0,Acrocirridae
KOREA KR5_Stn. SD07,0,Acrocirridae
GSRNOD15A_B4N01_BC036,0,Acrocirridae
GSRNOD15A_B4N01_BC036,0,Acrocirridae
GSRNOD15A_B4N01_BC026,0,Acrocirridae
GSRNOD15A_B6S02_BC011,0,Acrocirridae
GSRNOD15A_B4S03_BC019,0,Acrocirridae
GSRNOD15A_B6S02_BC015,0,Acrocirridae
GSRNOD15A_B4S03_BC018,0,Acrocirridae
GSRNOD15A_B4S03_BC024,0,Acrocirridae
IOM_Kaplan East (Site E),1,Acrocirridae
BGR1 BGR east #12EBS,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS1_AB02_EB11,1,Acrocirridae
UKSRL1 UK-1 UK1_AB02_EB04,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U11,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S01,1,Acrocirridae
OMS OMS S07,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S02,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S10,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB02,1,Acrocirridae
KOREA1 KR5 (B2+B1) 8,1,Acrocirridae
SITE_13.6785_-114.4067_3915,1,Acrocirridae
KOREA KR5_Stn. SD02,1,Acrocirridae
UKSRL1 UK-1 UK1_AB02_EB08,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S01,1,Acrocirridae
OMS OMS S04,1,Acrocirridae
OMS OMS S02,1,Acrocirridae
"Mangan 2010, SO205_IOM_EBS12",1,Acrocirridae
UKSRL1 UK-1 UK1-A-F,1,Acrocirridae
UKSRL1 UK-1 UK1_AB02_EB03,1,Acrocirridae
UKSRL1 UK-1 UK1_AB02_EB07,1,Acrocirridae
OMS OMS S01,1,Acrocirridae
BGR1 BGR east #12EBS,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S10,1,Acrocirridae
OMS OMS S10,1,Acrocirridae
OMS OMS S01,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB02,1,Acrocirridae
UKSRL1 UK-1 UK1-A-E,1,Acrocirridae
KOREA KR5_Stn. SD13,1,Acrocirridae
UKSRL1 UK-1 UK1_AB02_EB04,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S02,1,Acrocirridae
KOREA KR5_Stn. SD16,1,Acrocirridae
JPIO/SO239_IOM_Sta. 94,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB03,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U04,1,Acrocirridae
UKSRL1 UK-1 UK1-A-F,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS1_AB02_EB10,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U02,1,Acrocirridae
BioNod 2012_IFR2_EBS101,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S07,1,Acrocirridae
BioNod 2012_IFR2_EBS107,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB02,1,Acrocirridae
UKSRL1 APEI-6 (UKSRL) APEI6-AB02-A01,1,Acrocirridae
UKSRL1 UK-1 UK1-A-J,1,Acrocirridae
IFR2_Kaplan Central (Site C),1,Acrocirridae
IFR2_Kaplan Central (Site C),1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S01,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U04,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U06,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB01,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S05,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U02,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS1_AB02_EB06,1,Acrocirridae
UKSRL1 UK-1 UK1_AB01_BC13,1,Acrocirridae
BPRA 1__PRA19,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S02,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ44,1,Acrocirridae
UKSRL1 UK-1 UK1-A-L,1,Acrocirridae
UKSRL1 UK-1 UK1_AB02_EB01,1,Acrocirridae
OMS OMS S05,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U12,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB01,1,Acrocirridae
UKSRL1 APEI-6 (UKSRL) APEI6_AB02_BC28,1,Acrocirridae
UKSRL1 UK-1 UK1_AB02_BC05,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB01,1,Acrocirridae
UKSRL1 UK-1 UK1-A-A,1,Acrocirridae
OMS OMS S05,1,Acrocirridae
UKSRL1 OA UKSRL1 OMS-AB02-S05,1,Acrocirridae
BGR1 OA BGR1 #101EBS,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U07,1,Acrocirridae
BGR1 OA BGR1 #107EBS,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U02,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U02,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB01,1,Acrocirridae
BGR1 OA BGR1 #107EBS,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB01,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB01,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U02,1,Acrocirridae
GSR GSR B4 B4S03,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U02,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB01,1,Acrocirridae
UKSRL1 UK-1 UK1-A-H,1,Acrocirridae
UKSRL1 UK-1 UK1_AB02_EB01,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U02,1,Acrocirridae
UKSRL1 APEI-6 (UKSRL) APEI6-AB02-A01,1,Acrocirridae
BGR1 OA BGR1 #101EBS,1,Acrocirridae
UKSRL1 APEI-6 (UKSRL) APEI6_AB02_EB13,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB01,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB01,1,Acrocirridae
UKSRL1 APEI-6 (UKSRL) APEI6-AB02-A01,1,Acrocirridae
UKSRL1 APEI-6 (UKSRL) APEI6_AB02_EB13,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ30,1,Acrocirridae
BPRA 1__PRA15,1,Acrocirridae
BPRA 1__PRA19,1,Acrocirridae
BPRA 1__PRA15,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ72,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ34,1,Acrocirridae
EQPAC 9ºN BC20,1,Acrocirridae
BPRA 1__PRA14,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ62,1,Acrocirridae
BPRA 1__PRA15,1,Acrocirridae
BPRA 1__PRA19,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ77,1,Acrocirridae
BPRA 1__PRA02,1,Acrocirridae
BPRA 1__PRA15,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ30,1,Acrocirridae
ECHO I (C)_H350,1,Acrocirridae
BPRA 1__PRA02,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ30,1,Acrocirridae
ECHO I (C)_H351,1,Acrocirridae
EQPAC 5ºN BC16,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ70,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ52,1,Acrocirridae
ECHO I (T)_H354,1,Acrocirridae
EQPAC 5ºN BC16,1,Acrocirridae
EQPAC 5ºN BC17,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ25,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ62,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ34,1,Acrocirridae
ECHO I (C)_H349,1,Acrocirridae
ECHO I (C)_H351,1,Acrocirridae
EQPAC 5ºN BC16,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ77,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ74,1,Acrocirridae
ECHO I (T)_H356,1,Acrocirridae
BPRA 1__PRA02,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ52,1,Acrocirridae
BPRA 1__PRA21,1,Acrocirridae
BPRA 1__PRA14,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ77,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ49,1,Acrocirridae
ECHO I (C)_H351,1,Acrocirridae
EQPAC 5ºN BC16,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ26,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ70,1,Acrocirridae
ECHO I (C)_H351,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ60,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ72,1,Acrocirridae
ECHO I (T)_H356,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ60,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ26,1,Acrocirridae
EQPAC 5ºN BC15,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ25,1,Acrocirridae
GSR GSR B6 B6S02,1,Acrocirridae
JPIO/SO239_GSR_Sta. 127,1,Acrocirridae
JPIO/SO239_GSR_Sta. 128,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ75,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ77,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ49,1,Acrocirridae
BPRA 1__PRA04,1,Acrocirridae
ECHO I (T)_H356,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ30,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ52,1,Acrocirridae
EQPAC 5ºN BC15,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ52,1,Acrocirridae
BPRA 1__PRA21,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ74,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ60,1,Acrocirridae
BPRA 1__PRA18,1,Acrocirridae
BPRA 1__PRA18,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ72,1,Acrocirridae
BPRA 1__PRA04,1,Acrocirridae
BPRA 1__PRA21,1,Acrocirridae
ECHO I (T)_H357,1,Acrocirridae
BPRA 1__PRA16,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ60,1,Acrocirridae
GSR GSR B6 B6S02,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ52,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ55,1,Acrocirridae
ECHO I (C)_H348,1,Acrocirridae
HOT 23ºN BC3/Hots,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ40,1,Acrocirridae
ECHO I (C)_H349,1,Acrocirridae
ECHO I (T)_H357,1,Acrocirridae
EQPAC 5ºN BC15,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ52,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ28,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ49,1,Acrocirridae
BPRA 1__PRA18,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ55,1,Acrocirridae
BPRA 1__PRA21,1,Acrocirridae
ECHO I (T)_H355,1,Acrocirridae
ECHO I (C)_H349,1,Acrocirridae
ECHO I (T)_H356,1,Acrocirridae
ECHO I (C)_H347,1,Acrocirridae
ECHO I (T)_H358,1,Acrocirridae
EQPAC 5ºN BC15,1,Acrocirridae
ECHO I (T)_H358,1,Acrocirridae
HOT 23ºN BC13/Hots,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ58,1,Acrocirridae
BPRA 1__PRA18,1,Acrocirridae
BPRA 1__PRA18,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ50,1,Acrocirridae
ECHO I (T)_H355,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ38,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ28,1,Acrocirridae
ECHO I (T)_H353,1,Acrocirridae
BPRA 1__PRA16,1,Acrocirridae
BPRA 1__PRA16,1,Acrocirridae
ECHO I (C)_H349,1,Acrocirridae
ECHO I (T)_H354,1,Acrocirridae
BPRA 1__PRA18,1,Acrocirridae
BPRA 1__PRA02,1,Acrocirridae
ECHO I (T)_H358,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ49,1,Acrocirridae
ECHO I (T)_H353,1,Acrocirridae
BPRA 1__PRA16,1,Acrocirridae
ECHO I (C)_H348,1,Acrocirridae
ECHO I (C)_H348,1,Acrocirridae
ECHO I (T)_H358,1,Acrocirridae
ECHO I (C)_H349,1,Acrocirridae
ECHO I (T)_H358,1,Acrocirridae
ECHO I (C)_H349,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ20,1,Acrocirridae
ECHO I (C)_H348,1,Acrocirridae
ECHO I (C)_H348,1,Acrocirridae
ECHO I (C)_H347,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ58,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ75,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ02,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ08,1,Acrocirridae
ECHO I (T)_H358,1,Acrocirridae
ECHO I (C)_H348,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ50,1,Acrocirridae
EQPAC 5ºN BC16,1,Acrocirridae
EQPAC 5ºN BC16,1,Acrocirridae
HOT 23ºN BC12/Hots,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ08,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ38,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ20,1,Acrocirridae
NOAA DOMES 1_IFR1_DJ02,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ40,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ72,1,Acrocirridae
HOT 23ºN BC13/Hots,1,Acrocirridae
ECHO I (C)_H350,1,Acrocirridae
EQPAC 5ºN BC16,1,Acrocirridae
OMS OMS OMS-AB02-S08,1,Acrocirridae
JPIO/SO239_BGR_Sta. 58,1,Acrocirridae
UKSRL1 UK-1 UK1-AB01-D,1,Acrocirridae
UKSRL1 UK-1 UK1-AB01-J,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U04,1,Acrocirridae
UKSRL1 UK-1 UK1-A-E,1,Acrocirridae
GSR GSR B6 B6S02,1,Acrocirridae
UKSRL1 UK-1 UK1-A-J,1,Acrocirridae
GSR GSR B4 B4N01,1,Acrocirridae
UKSRL1 UK-1 UK1-A-EB01,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB02,1,Acrocirridae
UKSRL1 UK-1 UK1-AB01-A,1,Acrocirridae
GSR GSR B4 B4N01,1,Acrocirridae
GSR GSR B4 B4S03,1,Acrocirridae
JPIO/SO239_BGR_Sta. 58,1,Acrocirridae
GSR GSR B4 B4N01,1,Acrocirridae
UKSRL1 UK-1 UK1-A-D,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-EB02,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U02,1,Acrocirridae
UKSRL1 UK-1 UK1-AB02-U07,1,Acrocirridae
JPIO/SO239_GSR_Sta. 137,1,Acrocirridae
GSR GSR B4 B4N01,1,Acrocirridae
GSR GSR B4 B4N01,1,Acrocirridae
JPIO/SO239_GSR_Sta. 138,1,Acrocirridae
KOREA KR5_Stn. SD03,1,Acrocirridae
UKSRL1 UK-1 UK1-AB01-B-K-E,1,Acrocirridae
JPIO/SO239_BGR_Sta. 15,1,Acrocirridae
UKSRL1 UK-1 UK1-AB01-E,1,Acrocirridae
JPIO/SO239_BGR_Sta. 60,1,Acrocirridae
KOREA1 KR5 (B2+B1) MNBC1916,1,Acrocirridae
UKSRL1 UK-1 UK1-A-A,1,Acrocirridae
JPIO/SO239_GSR_Sta. 127,1,Acrocirridae
JPIO/SO239_BGR_Sta. 60,1,Acrocirridae
JPIO/SO239_BGR_Sta. 12,1,Acrocirridae
GSR GSR B6 B6S02,1,Acrocirridae
JPIO/SO239_GSR_Sta. 119,1,Acrocirridae
JPIO/SO239_BGR_Sta. 60,1,Acrocirridae
KOREA1 KR5 (B2+B1) MNBC1908,1,Acrocirridae
JPIO/SO239_IFR2_Sta. 162,1,Acrocirridae
JPIO/SO239_GSR_Sta. 138,1,Acrocirridae
JPIO/SO239_BGR_Sta. 23,1,Acrocirridae
JPIO/SO239_GSR_Sta. 138,1,Acrocirridae
KOREA KR5_Stn. SD07,1,Acrocirridae
IOM_Kaplan East (Site E),1,Acrocirridae
OMS OMS S06,1,Acrocirridae
UKSRL1 UK-1 UK1-A-J,1,Acrocirridae
GSR GSR B4 B4N01,1,Acrocirridae
OMS OMS S03,1,Acrocirridae
BPRA 1__PRA15,1,Acrocirridae
ECHO I (T)_H357,1,Acrocirridae
BPRA 1__PRA14,1,Acrocirridae
BPRA 1__PRA15,1,Acrocirridae
ECHO I (T)_H357,1,Acrocirridae
ECHO I (C)_H351,1,Acrocirridae
BPRA 1__PRA04,1,Acrocirridae
BPRA 1__PRA06,1,Acrocirridae
BPRA 1__PRA04,1,Acrocirridae
ECHO I (C)_H362,1,Acrocirridae
ECHO I (C)_H349,1,Acrocirridae
ECHO I (C)_H351,1,Acrocirridae
BPRA 1__PRA06,1,Acrocirridae
ECHO I (C)_H362,1,Acrocirridae
ECHO I (T)_H354,1,Acrocirridae
ECHO I (T)_H354,1,Acrocirridae
ECHO I (C)_H349,1,Acrocirridae
BPRA 1__PRA14,1,Acrocirridae
BPRA 1__PRA16,1,Acrocirridae
ECHO I (T)_H354,1,Acrocirridae
BPRA 1__PRA16,1,Acrocirridae
ECHO I (T)_H354,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ66,1,Acrocirridae
NOAA DOMES 2_IFR1_DJ66,1,Acrocirridae
IOM_Kaplan East (Site E),1,Acrocirridae
OMS OMS S11,1,Acrocirridae
IOM_Kaplan East (Site E),1,Acrocirridae
OMS OMS S12,1,Acrocirridae
UKSRL1 UK-1 UK1-A-B,1,Acrocirridae
KOREA KR5_Stn. SD02,1,Acrocirridae
UKSRL1 UK-1 UK1-A-A,1,Acrocirridae
UKSRL1 UK-1 UK1-A-J,1,Acrocirridae
BPRA 1__PRA22,1,Acrocirridae
BPRA 1__PRA22,1,Acrocirridae
OMS OMS S04,1,Acrocirridae
GSRNOD15A_B4S03_BC018,1,Acrocirridae
ECHO I (N)_H361,1,Acrocirridae
ECHO I (N)_H361,1,Acrocirridae
GSRNOD15A_B4N01_BC027,1,Acrocirridae
GSRNOD15A_B4N01_BC035,1,Acrocirridae
GSRNOD15A_B4S03_BC021,1,Acrocirridae
KOREA KR5_Stn. SD15,1,Acrocirridae
GSRNOD15A_B6S02_BC013,1,Acrocirridae
GSRNOD15A_B4N01_BC029,1,Acrocirridae
JPIO/SO239_BGR_ROV3,1,Acrocirridae
JPIO/SO239_BGR_ROV4,1,Acrocirridae
JPIO/SO239_GSR_ROV9,1,Acrocirridae
JPIO/SO239_BGR_ROV2,1,Acrocirridae
JPIO/SO239_APEI-3_ROV13,1,Acrocirridae
JPIO/SO239_APEI-3_ROV15,1,Acrocirridae
JPIO/SO239_GSR_ROV10,1,Acrocirridae
JPIO/SO239_APEI-3_ROV14,1,Acrocirridae
JPIO/SO239_GSR_ROV8,1,Acrocirridae
SITE_16.63333_-136.2333_2889,1,Acroporidae
JPIO/SO239_BGR_ROV2,1,Actiniidae
JPIO/SO239_GSR_ROV8,1,Actiniidae
JPIO/SO239_APEI-3_ROV13,1,Actiniidae
JPIO/SO239_BGR_ROV4,1,Actiniidae
JPIO/SO239_GSR_ROV9,1,Actiniidae
JPIO/SO239_APEI-3_ROV14,1,Actiniidae
JPIO/SO239_BGR_ROV3,1,Actiniidae
JPIO/SO239_APEI-3_ROV15,1,Actiniidae
JPIO/SO239_GSR_ROV10,1,Actiniidae
JPIO/SO239_APEI-3_ROV15,1,Actinoscyphiidae
JPIO/SO239_BGR_ROV2,1,Actinoscyphiidae
JPIO/SO239_BGR_ROV4,1,Actinoscyphiidae
JPIO/SO239_APEI-3_ROV13,1,Actinoscyphiidae
JPIO/SO239_APEI-3_ROV14,1,Actinoscyphiidae
JPIO/SO239_GSR_ROV8,1,Actinoscyphiidae
JPIO/SO239_GSR_ROV9,1,Actinoscyphiidae
JPIO/SO239_BGR_ROV3,1,Actinoscyphiidae
JPIO/SO239_GSR_ROV10,1,Actinoscyphiidae
DeepCCZ_KM1808-66_LK-095,1,Actinostolidae
DeepCCZ_KM1808-70_LK-096,1,Actinostolidae
IFREMER1 IFR2 SO239-176,0,Aegialoalaimidae
IFREMER1 IFR2 SO239-176,0,Aegialoalaimidae
IFREMER1 IFR2 SO239-154,0,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 SO239-168,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 SO239-168,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
SITE_14_-130_4978,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
SITE_14_-130_4950,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 SO239-175,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
SITE_14_-130_4981,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 SO239-154,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 East Zone,1,Aegialoalaimidae
IFREMER1 IFR2 SO239-175,1,Aegialoalaimidae
