Phylum,Class,Order,Family,Genus,Species,scientificName,taxonConceptID,habitat_interim,size_cat
Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,,Freyella,Freyella sp. 1,sediment,megafauna
Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,,Freyella,cf. Freyella morphospecies,sediment,megafauna
Echinodermata,Asteroidea,Brisingida,Freyellidae,Freyella,,Freyella,Freyella morphotype 1,sediment,megafauna
Arthropoda,Copepoda,Harpacticoida,Argestidae,Fultonia,,Fultonia,cf. Fultonia,sediment,meiofauna
Echinodermata,Holothuroidea,Synallactida,Synallactidae,Galatheathuria,,Galatheathuria,Galatheathuria sp. HOL038,sediment,megafauna
Echinodermata,Holothuroidea,Synallactida,Synallactidae,Galatheathuria,,Galatheathuria,Galatheathuria sp. HOL042,sediment,megafauna
Echinodermata,Holothuroidea,Synallactida,Synallactidae,Galatheathuria,,Galatheathuria,Galatheathuria sp. HOL044,sediment,megafauna
Annelida,Polychaeta,,Oweniidae,Galathowenia,,Galathowenia,Galathowenia sp.A,sediment,macrofauna
Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,,Geodia,Geodia sp. 1,nodule,megafauna
Porifera,Demospongiae,Tetractinellida,Geodiidae,Geodia,,Geodia,Geodia morphotype 1,nodule,megafauna
Arthropoda,Copepoda,Cyclopoida,Giselinidae,Giselina,,Giselina,Giselina sp. 1,water column,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera sp. 2002,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera sp. 2004,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera sp. 2007,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera 952,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera 953,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera sp.A,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera sp. PIP#17,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera sp.B,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera sp A,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera sp B,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,"Glycera sp. (NHM_207) (also KP327, 340, 449)",sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera sp. (NHM_226),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Glyceridae,Glycera,,Glycera,Glycera sp. 1,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Goniadidae,Glycinde,,Glycinde,Glycinde 951,sediment,macrofauna
Arthropoda,Malacostraca,Decapoda,Glyphocrangonidae,Glyphocrangon,,Glyphocrangon,cf. Glyphocrangon morphospecies,sediment,megafauna
Arthropoda,Malacostraca,Isopoda,Gnathiidae,Gnathia,,Gnathia,Gnathia  sp1,sediment,macrofauna
Annelida,,Sipuncula,Golfingiidae,Golfingia,,Golfingia,Golfingia sp A,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Goniadidae,Goniada,,Goniada,Goniada sp. PIP#16,sediment,macrofauna
Mollusca,Cephalopoda,Octopoda,Opisthoteuthidae,Grimpoteuthis,,Grimpoteuthis,cf. Grimpoteuthis morphospecies,water column,megafauna
Annelida,Polychaeta,Terebellida,Ampharetidae,Grubianella,,Grubianella,Amagopsis sp. 222,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Syllidae,Guillermogonita,,Guillermogonita,Guillermogonita sp. 2631,sediment,macrofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Haifameira,,Haifameira,Haifameira sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Haifameira,,Haifameira,Haifameira sp. 2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Haifameira,,Haifameira,Haifameira sp. 3,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Haifameira,,Haifameira,Haifameira sp. 4,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Haifameira,,Haifameira,Haifameira sp. 6,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Haifameira,,Haifameira,Haifameira sp. 7,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ameiridae,Haifameira,,Haifameira,Haifameira sp. 8,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus n. sp. 1,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus n. sp. 2,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp. D,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp. 1,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp.,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp.1,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_1,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_10,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_10a,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_11,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_12,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_13,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_14,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_15,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_16,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_17,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_2,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_3,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_4,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_5,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_6,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_7,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_8,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus sp_9,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus (halalaimus) sp.,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus (nuada) sp.,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,Halalaimus,,Halalaimus,Halalaimus spp,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Trefusiidae,Halanonchus,,Halanonchus,Halanonchus sp_1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Ectinosomatidae,Halectinosoma,,Halectinosoma,Halectinosoma sp. 1,sediment,meiofauna
Nematoda,Chromadorea,Chromadorida,Selachinematidae,Halichoanolaimus,,Halichoanolaimus,Halichoanolaimus sp_1,sediment,meiofauna
Cnidaria,Hydrozoa,Siphonophorae,Agalmatidae,Halistemma,,Halistemma,Halistemma sp A,water column,macrofauna
Arthropoda,Copepoda,Harpacticoida,Miraciidae,Haloschizopera,,Haloschizopera,Haloschizopera sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Miraciidae,Haloschizopera,,Haloschizopera,Haloschizopera sp. 2,sediment,meiofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,Haplocope  species 80,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,Haplocope  species 93,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,Haplocope species 10,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,Haplocope species 110,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,Haplocope species 14,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,Haplocope species 70,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,Haplocope species 9,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,Haplocope species 92,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Colletteidae,Haplocope,,Haplocope,Haplocope sp.,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,cf. Haplomesus 153,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,Haplomesus 129,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,Haplomesus 312,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,Haplomesus 313,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,Haplomesus sp.1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Haplomesus,,Haplomesus,Haplomesus  sp1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus H03,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus H04,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus H05,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus H06,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus H10,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus H11,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus H12,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus species A,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 112,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 134,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 137,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 342,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 343,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 344,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 345,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 346,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 347,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 348,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 349,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus 350,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus sp.1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus sp.2,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus sp.3,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus sp. 1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus sp. 2,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus sp1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Haploniscus,,Haploniscus,Haploniscus sp2,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Scopelocheiridae,Haptocallisoma,,Haptocallisoma,Haptocallisoma sp. DISCOLL.CCZ.JC120.008.3 ,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,Harmothoe,Harmothoe sp. 207,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Harmothoe,,Harmothoe,Harmothoe sp. 414,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Phoxocephalidae,Harpiniopsis,,Harpiniopsis,Harpiniopsis sp.1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Hebefustis,,Hebefustis,Hebefustis 110,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Hebefustis,,Hebefustis,Hebefustis 323,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Nannoniscidae,Hebefustis,,Hebefustis,Hebefustis sp.1,sediment,macrofauna
Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Hemiaclis,,Hemiaclis,Hemiaclis sp A,water column,macrofauna
Mollusca,Gastropoda,Littorinimorpha,Eulimidae,Hemiaclis,,Hemiaclis,Hemiaclis sp. (NHM_388),water column,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiospina,,Hesiospina,Hesiospina sp. 27,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Hesionidae,Hesiospina,,Hesiospina,Hesiospina sp. 280,sediment,macrofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,Heteropsyllus sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,Heteropsyllus sp. 2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,Heteropsyllus sp. 3,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,Heteropsyllus sp. 4,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,Heteropsyllus sp. 5,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,Heteropsyllus sp. 6,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,Heteropsyllus sp. 7,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Canthocamptidae,Heteropsyllus,,Heteropsyllus,Heteropsyllus sp. 8,sediment,meiofauna
Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,,Hirondellea,Hirondellea sp. CCZ_014,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,,Hirondellea,Hirondellea sp. CCZ_210,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,,Hirondellea,Hirondellea sp. CCZ_211,sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Hirondelleidae,Hirondellea,,Hirondellea,Hirondellea sp. CCZ_224,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,Hodor,,Hodor,Hodor sp. 666-2,sediment,macrofauna
Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Holascus,,Holascus,Holascus stet. CCZ_078,nodule,megafauna
Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Holascus,,Holascus,Holascus sp. n. DK-2018,nodule,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,Holcomycteronus,,Holcomycteronus,cf Holcomycteronus,water column,megafauna
Annelida,Polychaeta,Eunicida,Onuphidae,Hyalinoecia,,Hyalinoecia,Hyalinoecia sp.A,sediment,macrofauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. 1,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. 2,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. 4,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema stet. CCZ_020,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema stet. CCZ_081,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. HEX002,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. HEX003,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. POR002,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. POR009,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. POR029,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. POR030,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. POR034,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. POR035,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. POR082,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema sp. POR087,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema morphotype 1,nodule,megafauna
Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,Hyalonema,Hyalonema morphotype 2,nodule,megafauna
Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Hyalostylus,,Hyalostylus,Hyalostylus sp. m DK-2018,nodule,megafauna
Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Hyalostylus,,Hyalostylus,Hyalostylus sp. s DK-2018,nodule,megafauna
Arthropoda,Malacostraca,Isopoda,Haploniscidae,Hydroniscus,,Hydroniscus,Hydroniscus sp.1,sediment,macrofauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,Hymenaster,Hymenaster sp. 1,sediment,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,Hymenaster,Hymenaster sp. 2,sediment,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,Hymenaster,cf. Hymenaster morphospecies 1,sediment,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,Hymenaster,cf. Hymenaster morphospecies 2,sediment,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,Hymenaster,Hymenaster msp. 2,sediment,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,Hymenaster,Hymenaster morphotype 1,sediment,megafauna
Echinodermata,Asteroidea,Velatida,Pterasteridae,Hymenaster,,Hymenaster,Hymenaster morphotype 2,sediment,megafauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Hypodontolaimus,,Hypodontolaimus,Hypodontolaimus sp_1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyanthe,,Idyanthe,Idyanthe sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyanthe,,Idyanthe,Idyanthe sp. 2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyella,,Idyella,Idyella sp. 1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyella,,Idyella,Idyella sp.2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyella,,Idyella,Idyella sp.1,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Idyanthidae,Idyellopsis,,Idyellopsis,Idyellopsis new sp. 1,sediment,meiofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,,Ilyarachna,Ilyarachna Mu54,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,,Ilyarachna,Ilyarachna Mu55,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,,Ilyarachna,Ilyarachna sp.1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Munnopsidae,Ilyarachna,,Ilyarachna,Ilyarachna  sp1,sediment,macrofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Innocuonema,,Innocuonema,Innocuonema sp_1,sediment,meiofauna
Nematoda,Chromadorea,Chromadorida,Chromadoridae,Innocuonema,,Innocuonema,Innocuonema sp_2,sediment,meiofauna
Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Insociabilitanais,,Insociabilitanais,Insociabilitanais species 28A,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Insociabilitanais,,Insociabilitanais,Insociabilitanais species 28B,sediment,macrofauna
Arthropoda,Malacostraca,Tanaidacea,Paratanaoidea incertae sedis,Insociabilitanais,,Insociabilitanais,Insociabilitanais species #160,sediment,macrofauna
Nematoda,Chromadorea,Araeolaimida,Diplopeltidae,Intasia,,Intasia,Intasia sp_1,sediment,meiofauna
Chordata,Actinopteri,Aulopiformes,Ipnopidae,Ipnops,,Ipnops,Ipnops mtp,water column,megafauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 102,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 119,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 130,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 133,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 156,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 158,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 305,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 306,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 307,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 308,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 309,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 310,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus 311,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus sp.1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus sp.2,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus sp. 1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Ischnomesidae,Ischnomesus,,Ischnomesus,Ischnomesus sp. 2,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,,Janirella,Janirella 301,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,,Janirella,Janirella 302,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,,Janirella,Janirella 303,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,,Janirella,Janirella 304,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,,Janirella,Ianirella sp.1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,,Janirella,Janirella sp.1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,,Janirella,Janirella sp.1 (aff. vemae),sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Janirellidae,Janirella,,Janirella,Janirella sp.1 (aff. vemae) ,sediment,macrofauna
Annelida,Polychaeta,Sabellida,Sabellidae,Jasmineira,,Jasmineira,Jasmineira 919,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Joeropsididae,Joeropsis,,Joeropsis,Jaeropsis sp.1,sediment,macrofauna
Arthropoda,Malacostraca,Isopoda,Joeropsididae,Joeropsis,,Joeropsis,Joeropsis sp.1,sediment,macrofauna
Annelida,Polychaeta,Sabellida,Serpulidae,Josephella,,Josephella,Josephella sp.A,nodule,macrofauna
