Phylum,Class,Order,Family,Genus,Species,scientificName,taxonConceptID,habitat_interim,size_cat
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp.C,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp.D,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp.E,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliiidae sp. 2,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae species #1755,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_1331) ,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_689),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp.1,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp.3,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_1068),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_1073),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_1241),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_1250),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_1331),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_1653),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_1769),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_2017),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_2112),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_2114),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_245),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_254),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_681),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. (NHM_683),sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Opheliidae sp. 2,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Ophelina sp A,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Ophelina sp B,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Ophelina sp.1,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Ophelina sp.2,sediment,macrofauna
Annelida,Polychaeta,,Opheliidae,,,Opheliidae,Ophelina sp.3,sediment,macrofauna
Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,,,Ophiacanthidae,Ophiacantha/Astrodia sp. 1,sediment,megafauna
Echinodermata,Ophiuroidea,Ophiacanthida,Ophiacanthidae,,,Ophiacanthidae,Ophiacantha/Astrodia morphotype 1,sediment,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,Ophidiidae sp. 1,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,cf. Ophidiidae morphospecies 1,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,cf. Ophidiidae morphospecies 2,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,cf. Ophidiidae morphospecies 3,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,cf. Ophidiidae morphospecies 4,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,cf. Ophidiidae morphospecies 5,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,Ophidiidae morphospecies,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,Ophidiid sp. 5,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,Ophidiid sp. 6,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,Ophidiid sp. 7,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,Ophidiidae sp1,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,Ophididae sp. 1,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,Ophidiid mtp 5,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,Ophidiid mtp 6,water column,megafauna
Chordata,Actinopteri,Ophidiiformes,Ophidiidae,,,Ophidiidae,Ophidiidae mtp 1,water column,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophiohelidae,,,Ophiohelidae,Ophiohelidae sp 32,sediment,megafauna
Echinodermata,Ophiuroidea,Amphilepidida,Ophiolepididae,,,Ophiolepididae,NZOR-6-27606,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioleucida,Ophioleucidae,,,Ophioleucidae,Ophioleucidae sp 22,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioleucida,Ophioleucidae,,,Ophioleucidae,Ophioleucidae sp 29,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioleucida,Ophioleucidae,,,Ophioleucidae,Ophioleucidae sp 33,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioleucida,Ophioleucidae,,,Ophioleucidae,Ophioleucidae sp 34,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioleucida,Ophioleucidae,,,Ophioleucidae,Ophioleucidae sp 35,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioleucida,Ophioleucidae,,,Ophioleucidae,Ophioleucidae sp 37,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioleucida,Ophioleucidae,,,Ophioleucidae,Ophioleucidae sp 42,sediment,megafauna
Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,,,Ophiopyrgidae,Ophiopyrgidae sp 8,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophioscolecidae,,,Ophioscolecidae,Ophioscolecidae sp 17,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophioscolecidae,,,Ophioscolecidae,Ophioscolecidae sp 18,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophioscolecidae,,,Ophioscolecidae,Ophioscolecidae sp 19,sediment,megafauna
Echinodermata,Ophiuroidea,Ophioscolecida,Ophioscolecidae,,,Ophioscolecidae,Ophioscolecidae sp 20,sediment,megafauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,cf Leitoscoloplos sp. 66,sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniid_GenusA 845,sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae 845,sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae 961,sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae - sp. indeterminate,sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_050),sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_102),sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_1347D),sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_1505),sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_1947G),sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_264),sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_458),sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_754),sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_778),sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_791),sediment,macrofauna
Annelida,Polychaeta,,Orbiniidae,,,Orbiniidae,Orbiniidae sp. (NHM_824),sediment,macrofauna
Annelida,Polychaeta,,Oweniidae,,,Oweniidae,aff Myrioglobula sp. 2229,sediment,macrofauna
Annelida,Polychaeta,,Oweniidae,,,Oweniidae,Owenia sp A,sediment,macrofauna
Annelida,Polychaeta,,Oweniidae,,,Oweniidae,Oweniidae sp. (NHM_049),sediment,macrofauna
Annelida,Polychaeta,,Oweniidae,,,Oweniidae,Oweniidae sp. (NHM_1382),sediment,macrofauna
Annelida,Polychaeta,,Oweniidae,,,Oweniidae,Oweniidae sp. (NHM_179),sediment,macrofauna
Annelida,Polychaeta,,Oweniidae,,,Oweniidae,Oweniidae sp. (NHM_543),sediment,macrofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,,,Oxystominidae,Gen1_Oxystominidae_BIO,sediment,meiofauna
Nematoda,Enoplea,Enoplida,Oxystominidae,,,Oxystominidae,Gen_60,sediment,meiofauna
Annelida,Polychaeta,Phyllodocida,Paralacydoniidae,,,Paralacydoniidae,Paralacydoniidae sp.1,sediment,macrofauna
Arthropoda,Copepoda,Harpacticoida,Paramesochridae,,,Paramesochridae,Paramesochridae n. gen,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Paramesochridae,,,Paramesochridae,Paramesochridae sp. 2,sediment,meiofauna
Arthropoda,Copepoda,Harpacticoida,Paramesochridae,,,Paramesochridae,Paramesochridae sp. 1,sediment,meiofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. 2023,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae 848,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae 850,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae 851,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae 852,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae 854,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp.A,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp.1,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Aricidea sp A,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Aricidea sp C,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Aricidea sp D,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Aricidea sp. (NHM_059),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Aricidea sp. (NHM_177),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Aricidea sp. (NHM_363),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Aricidea sp. (NHM_434),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Cirrophorus sp A,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Cirrophorus sp B,sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Cirrophorus sp. (NHM_332),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Cirrophorus sp. (NHM_412),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. (NHM_059),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. (NHM_1139),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. (NHM_177),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. (NHM_332),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. (NHM_363),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. (NHM_412),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. (NHM_434),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. (NHM_584),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. (NHM_902),sediment,macrofauna
Annelida,Polychaeta,,Paraonidae,,,Paraonidae,Paraonidae sp. 1,sediment,macrofauna
Arthropoda,Malacostraca,Decapoda,Parapaguridae,,,Parapaguridae,Parapaguridae msp. 1 Probeebei sp.,sediment,megafauna
Arthropoda,Malacostraca,Amphipoda,Pardaliscidae,,,Pardaliscidae,Pardaliscidae sp. 1,sediment,macrofauna
Mollusca,Gastropoda,,Patellidae,,,Patellidae,Patellidae sp. (NHM_275),sediment,macrofauna
Mollusca,Gastropoda,,Patellidae,,,Patellidae,Patellidae sp. (NHM_354),sediment,macrofauna
Nematoda,Enoplea,Enoplida,Phanodermatidae,,,Phanodermatidae,Gen1_Phanodermatidae_BIO,sediment,meiofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,cf Eumida sp. 2565,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,cf Pseudomystides sp. 256,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. 2119,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. 2565,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. 6,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae 958,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp.A,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp.B,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp.C,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp.1,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. indeterminate,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp (NHM_250),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp A,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp C,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. (NHM_065),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. (NHM_1059),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. (NHM_1332),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. (NHM_2086),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. (NHM_250),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. (NHM_2620),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. (NHM_633),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Phyllodocidae,,,Phyllodocidae,Phyllodocidae sp. (NHM_746),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Pilargidae,,,Pilargidae,Pilargidae sp. 451a,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Pilargidae,,,Pilargidae,Pilargidae sp. (NHM_765),sediment,macrofauna
Arthropoda,Malacostraca,Amphipoda,Podoceridae,,,Podoceridae,cf. Podoceridae morphospecies,sediment,megafauna
Arthropoda,Malacostraca,Amphipoda,Podoceridae,,,Podoceridae,Podoceridae msp. 1,sediment,megafauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 450,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 153,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 197,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 299,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 303,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 306,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 314,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 353,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 465a,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 513,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 521-4,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 537-1-2,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 609,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 655-4,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 655-5,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 657-1-3,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 659-4,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 659-5,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 659-7,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 666-5,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 666-6,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 670-2,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 673,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 679,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 688,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 691,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 693,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 696,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 697,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae msp. 2,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae white msp.,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae 934,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae 936,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae 937,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp.A,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp.B,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp.C,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Macellicephalinae  sp. A,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Macellicephalinae sp. B,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Macellicephalinae sp. C,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Macellicephalinae sp. D,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp A,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp B,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp D,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_034),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_1166B),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_128),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_1350F),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_1351C),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_1355D),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_1797G),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2100),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2101),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2176),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2195),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2273),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2295),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2315),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_234),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2386) close to 2954,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2517),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2519) close to 589,sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2677),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2726),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2819),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_2954),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_490),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_583),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_588),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_589),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_595),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_679),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_690),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_747A),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_747B),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_747D),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_749A),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_773B),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. (NHM_915C),sediment,macrofauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,Polynoidae sp. 1,sediment,megafauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,cf. Polynoidae morphospecies,sediment,megafauna
Annelida,Polychaeta,Phyllodocida,Polynoidae,,,Polynoidae,cf. Polynoidae sp.,sediment,macrofauna
Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,,,Porcellanasteridae,Porcellanasteridae sp. 1,sediment,megafauna
Echinodermata,Asteroidea,Paxillosida,Porcellanasteridae,,,Porcellanasteridae,cf. Porcellanasteridae morphospecies,sediment,megafauna
Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,,,Pourtalesiidae,Cytocrepis/Echinocrepis sp. 1,sediment,megafauna
Echinodermata,Echinoidea,Holasteroida,Pourtalesiidae,,,Pourtalesiidae,Cystocrepis/Echinocrepis morphotype 1,sediment,megafauna
Cnidaria,Anthozoa,Alcyonacea,Primnoidae,,,Primnoidae,Primnoidae morphotype 2,nodule,megafauna
