"","Species","Individuals"
"N17941",1889.42368479034,17941
"N17961",1890.61886027631,17961
"N17981",1891.81325953849,17981
"N18001",1893.00688369675,18001
"N18021",1894.19973387589,18021
"N18041",1895.39181123332,18041
"N18061",1896.5831169072,18061
"N18081",1897.77365205959,18081
"N18101",1898.96341776871,18101
"N18121",1900.15241524892,18121
"N18141",1901.34064557282,18141
"N18161",1902.52810983575,18161
"N18181",1903.71480923778,18181
"N18201",1904.90074484338,18201
"N18221",1906.08591778562,18221
"N18241",1907.27032918859,18241
"N18261",1908.45398016126,18261
"N18281",1909.63687179442,18281
"N18301",1910.81900522767,18301
"N18321",1912.00038155201,18321
"N18341",1913.18100183851,18341
"N18361",1914.36086721379,18361
"N18381",1915.53997877754,18381
"N18401",1916.7183376133,18401
"N18421",1917.89594480578,18421
"N18441",1919.07280145919,18441
"N18461",1920.24890864007,18461
"N18481",1921.42426741813,18481
"N18501",1922.5988789391,18501
"N18521",1923.77274418919,18521
"N18541",1924.94586432699,18541
"N18561",1926.11824037604,18561
"N18581",1927.28987341005,18581
"N18601",1928.46076449038,18601
"N18621",1929.63091469193,18621
"N18641",1930.80032509981,18641
"N18661",1931.96899670612,18661
"N18681",1933.13693063632,18681
"N18701",1934.30412792465,18701
"N18721",1935.47058956672,18721
"N18741",1936.6363167193,18741
"N18761",1937.80131030561,18761
"N18781",1938.96557146438,18781
"N18801",1940.12910118641,18801
"N18821",1941.291900539,18821
"N18841",1942.45397055238,18841
"N18861",1943.61531223674,18861
"N18881",1944.77592661797,18881
"N18901",1945.93581477079,18901
"N18921",1947.09497769511,18921
"N18941",1948.25341638877,18941
"N18961",1949.41113193517,18961
"N18981",1950.5681253039,18981
"N19001",1951.72439750137,19001
"N19021",1952.87994958223,19021
"N19041",1954.03478252655,19041
"N19061",1955.18889738084,19061
"N19081",1956.34229508832,19081
"N19101",1957.4949767095,19101
"N19121",1958.64694322961,19121
"N19141",1959.79819566347,19141
"N19161",1960.94873495859,19161
"N19181",1962.09856212885,19181
"N19201",1963.24767821969,19201
"N19221",1964.39608413884,19221
"N19241",1965.54378093362,19241
"N19261",1966.69076957683,19261
"N19281",1967.83705102145,19281
"N19301",1968.98262629716,19301
"N19321",1970.1274963479,19321
"N19341",1971.27166215849,19341
"N19361",1972.4151246952,19361
"N19381",1973.55788491652,19381
"N19401",1974.69994382595,19401
"N19421",1975.84130239491,19421
"N19441",1976.9819615525,19441
"N19461",1978.12192226724,19461
"N19481",1979.2611855236,19481
"N19501",1980.39975225198,19501
"N19521",1981.53762341227,19521
"N19541",1982.67479998871,19541
"N19561",1983.81128290051,19561
"N19581",1984.94707309301,19581
"N19601",1986.08217151983,19601
"N19621",1987.21657918073,19621
"N19641",1988.35029689652,19641
"N19661",1989.48332572448,19661
"N19681",1990.61566655955,19681
"N19701",1991.74732029359,19701
"N19721",1992.87828794472,19721
"N19741",1994.00857041422,19741
"N19761",1995.13816854194,19761
"N19781",1996.26708337272,19781
"N19801",1997.39531580331,19801
"N19821",1998.52286674584,19821
"N19841",1999.64973708058,19841
"N19861",2000.77592778463,19861
"N19881",2001.90143975692,19881
"N19901",2003.02627391041,19901
"N19921",2004.15043112539,19921
"N19941",2005.2739123824,19941
"N19961",2006.39671852587,19961
"N19981",2007.51885051554,19981
"N20001",2008.6403091871,20001
"N20021",2009.76109550037,20021
"N20041",2010.88121034411,20041
"N20061",2012.00065455263,20061
"N20081",2013.11942915857,20081
"N20101",2014.23753492234,20101
"N20121",2015.35497277976,20121
"N20141",2016.47174366043,20141
"N20161",2017.58784837805,20161
"N20181",2018.70328791225,20181
"N20201",2019.8180630666,20201
"N20221",2020.93217474425,20221
"N20241",2022.04562380281,20241
"N20261",2023.15841121898,20261
"N20281",2024.27053775256,20281
"N20301",2025.38200432074,20301
"N20321",2026.49281179082,20321
"N20341",2027.60296107697,20341
"N20361",2028.71245295786,20361
"N20381",2029.82128838009,20381
"N20401",2030.92946818389,20401
"N20421",2032.03699321756,20421
"N20441",2033.1438643259,20441
"N20461",2034.25008243366,20461
"N20481",2035.35564831415,20481
"N20501",2036.46056285928,20501
"N20521",2037.56482693759,20521
"N20541",2038.66844138365,20541
"N20561",2039.77140703698,20561
"N20581",2040.87372475867,20581
"N20601",2041.97539543701,20601
"N20621",2043.07641982532,20621
"N20641",2044.17679881492,20641
"N20661",2045.27653324509,20661
"N20681",2046.37562391319,20681
"N20701",2047.47407169768,20701
"N20721",2048.57187743026,20721
"N20741",2049.66904195422,20741
"N20761",2050.76556606406,20761
"N20781",2051.86145059091,20781
"N20801",2052.95669639328,20801
"N20821",2054.05130425291,20821
"N20841",2055.14527505461,20841
"N20861",2056.23860955569,20861
"N20881",2057.33130861215,20881
"N20901",2058.42337303786,20901
"N20921",2059.51480362594,20921
"N20941",2060.60560118485,20941
"N20961",2061.69576657631,20961
"N20981",2062.78530054577,20981
"N21001",2063.87420396766,21001
"N21021",2064.96247759528,21021
"N21041",2066.05012230593,21041
"N21061",2067.1371388024,21061
"N21081",2068.2235279472,21081
"N21101",2069.30929055247,21101
"N21121",2070.39442737826,21121
"N21141",2071.4789392406,21141
"N21161",2072.56282692628,21161
"N21181",2073.64609121592,21181
"N21201",2074.72873292244,21201
"N21221",2075.810752827,21221
"N21241",2076.89215171762,21241
"N21261",2077.97293040136,21261
"N21281",2079.05308963703,21281
"N21301",2080.13263020532,21301
"N21321",2081.21155290455,21321
"N21341",2082.28985849152,21341
"N21361",2083.36754777029,21361
"N21381",2084.44462146925,21381
"N21401",2085.52108041779,21401
"N21421",2086.59692538097,21421
"N21441",2087.67215711881,21441
"N21461",2088.74677634265,21461
"N21481",2089.82078395703,21481
"N21501",2090.89418059642,21501
"N21521",2091.96696706656,21521
"N21541",2093.03914415106,21541
"N21561",2094.11071261424,21561
"N21581",2095.18167317976,21581
"N21601",2096.25202664329,21601
"N21621",2097.32177372817,21621
"N21641",2098.39091520364,21641
"N21661",2099.45945181622,21661
"N21681",2100.52738432253,21681
"N21701",2101.59471350508,21701
"N21721",2102.66144006143,21721
"N21741",2103.7275647521,21741
"N21761",2104.79308836957,21761
"N21781",2105.85801154558,21781
"N21801",2106.92233514578,21801
"N21821",2107.98605982238,21821
"N21841",2109.04918637869,21841
"N21861",2110.11171550264,21861
"N21881",2111.17364796808,21881
"N21901",2112.23498447844,21901
"N21921",2113.29572577507,21921
"N21941",2114.35587258608,21941
"N21961",2115.41542569252,21961
"N21981",2116.47438571963,21981
"N22001",2117.53275348905,22001
"N22021",2118.59052971089,22021
"N22041",2119.64771503785,22041
"N22061",2120.70431025908,22061
"N22081",2121.76031606746,22081
"N22101",2122.8157332168,22101
"N22121",2123.87056237569,22121
"N22141",2124.92480428727,22141
"N22161",2125.97845967853,22161
"N22181",2127.03152923225,22181
"N22201",2128.08401367609,22201
"N22221",2129.135913713,22221
"N22241",2130.18723005097,22241
"N22261",2131.23796343851,22261
"N22281",2132.28811451992,22281
"N22301",2133.33768403578,22301
"N22321",2134.38667267579,22321
"N22341",2135.43508113676,22341
"N22361",2136.4829101341,22361
"N22381",2137.53016035592,22381
"N22401",2138.57683250913,22401
"N22421",2139.62292728478,22421
"N22441",2140.66844536489,22441
"N22461",2141.71338745167,22461
"N22481",2142.75775424513,22481
"N22501",2143.80154643123,22501
"N22521",2144.84476468616,22521
"N22541",2145.88740967201,22541
"N22561",2146.92948215418,22561
"N22581",2147.97098277034,22581
"N22601",2149.01191217735,22601
"N22621",2150.05227111611,22621
"N22641",2151.09206019669,22641
"N22661",2152.13128013588,22661
"N22681",2153.16993164691,22681
"N22701",2154.2080153194,22701
"N22721",2155.24553190317,22721
"N22741",2156.28248204326,22741
"N22761",2157.31886643823,22761
"N22781",2158.35468571905,22781
"N22801",2159.38994054332,22801
"N22821",2160.42463163893,22821
"N22841",2161.45875960992,22841
"N22861",2162.49232519417,22861
"N22881",2163.52532897506,22881
"N22901",2164.55777168121,22901
"N22921",2165.58965391567,22921
"N22941",2166.62097636275,22941
"N22961",2167.65173972885,22961
"N22981",2168.68194460465,22981
"N23001",2169.71159166084,23001
"N23021",2170.74068155384,23021
"N23041",2171.76921495956,23041
"N23061",2172.79719253457,23061
"N23081",2173.82461488122,23081
"N23101",2174.8514826651,23101
"N23121",2175.87779659421,23121
"N23141",2176.90355723036,23141
"N23161",2177.92876525003,23161
"N23181",2178.95342132966,23181
"N23201",2179.97752605013,23201
"N23221",2181.00108011586,23221
"N23241",2182.02408413767,23241
"N23261",2183.04653875753,23261
"N23281",2184.06844460655,23281
"N23301",2185.08980233995,23301
"N23321",2186.11061254579,23321
"N23341",2187.1308759207,23341
"N23361",2188.15059306447,23361
"N23381",2189.16976462738,23381
"N23401",2190.18839123592,23401
"N23421",2191.20647348256,23421
"N23441",2192.22401202012,23441
"N23461",2193.24100750781,23461
"N23481",2194.25746047529,23481
"N23501",2195.27337168182,23501
"N23521",2196.28874165234,23521
"N23541",2197.30357103846,23541
"N23561",2198.31786046407,23561
"N23581",2199.33161051753,23581
"N23601",2200.34482187024,23601
"N23621",2201.35749508231,23621
"N23641",2202.36963084799,23641
"N23661",2203.38122970173,23661
"N23681",2204.39229226363,23681
"N23701",2205.40281920252,23701
"N23721",2206.4128110891,23721
"N23741",2207.4222685325,23741
"N23761",2208.43119216534,23761
"N23781",2209.43958257074,23781
"N23801",2210.44744033177,23801
"N23821",2211.45476611027,23821
"N23841",2212.46156050985,23841
"N23861",2213.46782408513,23861
"N23881",2214.47355747859,23881
"N23901",2215.47876120259,23901
"N23921",2216.48343600869,23921
"N23941",2217.48758235154,23941
"N23961",2218.49120091647,23961
"N23981",2219.49429227074,23981
"N24001",2220.49685700327,24001
"N24021",2221.49889575604,24021
"N24041",2222.50040898241,24041
"N24061",2223.50139743556,24061
"N24081",2224.50186162183,24081
"N24101",2225.5018021355,24101
"N24121",2226.50121964117,24121
"N24141",2227.50011459074,24141
"N24161",2228.49848767017,24161
"N24181",2229.49633941282,24181
"N24201",2230.49367044153,24201
"N24221",2231.49048131954,24221
"N24241",2232.48677260853,24241
"N24261",2233.48254493316,24261
"N24281",2234.47779882292,24281
"N24301",2235.47253491577,24301
"N24321",2236.46675372661,24321
"N24341",2237.46045583966,24341
"N24361",2238.45364184448,24361
"N24381",2239.44631235058,24381
"N24401",2240.43846785543,24401
"N24421",2241.43010899214,24421
"N24441",2242.42123630363,24441
"N24461",2243.41185038472,24461
"N24481",2244.40195175596,24481
"N24501",2245.39154105173,24501
"N24521",2246.38061876377,24521
"N24541",2247.36918550043,24541
"N24561",2248.35724180848,24561
"N24581",2249.34478823481,24581
"N24601",2250.33182539968,24601
"N24621",2251.31835382652,24621
"N24641",2252.30437407845,24641
"N24661",2253.28988667303,24661
"N24681",2254.27489223926,24681
"N24701",2255.25939132637,24701
"N24721",2256.24338438676,24721
"N24741",2257.22687210855,24741
"N24761",2258.20985495905,24761
"N24781",2259.19233351445,24781
"N24801",2260.17430838058,24801
"N24821",2261.15578003909,24821
"N24841",2262.13674902967,24841
"N24861",2263.11721594401,24861
"N24881",2264.09718131701,24881
"N24901",2265.07664569754,24901
"N24921",2266.05560961414,24921
"N24941",2267.03407362299,24941
"N24961",2268.01203826597,24961
"N24981",2268.9895040755,24981
"N25001",2269.96647162172,25001
"N25021",2270.94294141068,25021
"N25041",2271.91891401274,25041
"N25061",2272.89438993817,25061
"N25081",2273.86936972443,25081
"N25101",2274.84385391716,25101
"N25121",2275.81784307484,25121
"N25141",2276.79133772125,25141
"N25161",2277.76433831999,25161
"N25181",2278.73684548871,25181
"N25201",2279.70885975643,25201
"N25221",2280.6803815739,25221
"N25241",2281.65141157063,25241
"N25261",2282.62195018584,25261
"N25281",2283.59199801344,25281
"N25301",2284.56155556233,25301
"N25321",2285.53062331315,25321
"N25341",2286.49920189862,25341
"N25361",2287.46729173306,25361
"N25381",2288.43489335934,25381
"N25401",2289.40200733313,25401
"N25421",2290.36863415069,25421
"N25441",2291.33477435628,25441
"N25461",2292.30042844915,25461
"N25481",2293.26559694002,25481
"N25501",2294.23028036138,25501
"N25521",2295.19447921527,25521
"N25541",2296.15819401521,25541
"N25561",2297.12142531233,25561
"N25581",2298.08417360929,25581
"N25601",2299.04643937759,25601
"N25621",2300.00822311039,25621
"N25641",2300.96952542327,25641
"N25661",2301.93034668875,25661
"N25681",2302.89068757707,25681
"N25701",2303.85054849039,25701
"N25721",2304.80992990815,25721
"N25741",2305.76883239887,25741
"N25761",2306.72725645003,25761
"N25781",2307.68520256922,25781
"N25801",2308.64267129571,25801
"N25821",2309.59966299417,25821
"N25841",2310.55617833159,25841
"N25861",2311.5122177269,25861
"N25881",2312.46778167987,25881
"N25901",2313.42287072066,25901
"N25921",2314.37748532648,25921
"N25941",2315.33162596361,25941
"N25961",2316.28529318126,25961
"N25981",2317.23848745037,25981
"N26001",2318.19120925976,26001
"N26021",2319.14345914344,26021
"N26041",2320.09523755851,26041
"N26061",2321.04654496618,26061
"N26081",2321.99738187054,26081
"N26101",2322.94774883834,26101
"N26121",2323.89764625381,26121
"N26141",2324.84707468821,26141
"N26161",2325.79603456569,26161
"N26181",2326.74452640758,26181
"N26201",2327.69255070394,26201
"N26221",2328.64010789967,26221
"N26241",2329.58719853806,26241
"N26261",2330.53382304552,26261
"N26281",2331.47998191122,26281
"N26301",2332.425675664,26301
"N26321",2333.37090474475,26321
"N26341",2334.31566964176,26341
"N26361",2335.25997084444,26361
"N26381",2336.20380879069,26381
"N26401",2337.14718402338,26401
"N26421",2338.09009693338,26421
"N26441",2339.03254807966,26441
"N26461",2339.97453792082,26461
"N26481",2340.91606687528,26481
"N26501",2341.85713546033,26501
"N26521",2342.79774413147,26521
"N26541",2343.73789339146,26541
"N26561",2344.67758368395,26561
"N26581",2345.61681544689,26581
"N26601",2346.55558920843,26601
"N26621",2347.49390539564,26621
"N26641",2348.43176454034,26641
"N26661",2349.36916701483,26661
"N26681",2350.30611332849,26681
"N26701",2351.24260397372,26701
"N26721",2352.17863936805,26721
"N26741",2353.11422000831,26741
"N26761",2354.04934634347,26761
"N26781",2354.9840188258,26781
"N26801",2355.91823793663,26801
"N26821",2356.85200410996,26821
"N26841",2357.78531781881,26841
"N26861",2358.71817955824,26861
"N26881",2359.6505897165,26881
"N26901",2360.582548789,26901
"N26921",2361.51405722399,26921
"N26941",2362.44511548827,26941
"N26961",2363.37572400144,26961
"N26981",2364.30588326941,26981
"N27001",2365.23559373391,27001
"N27021",2366.16485582375,27021
"N27041",2367.09366996417,27041
"N27061",2368.02203665627,27061
"N27081",2368.94995633228,27081
"N27101",2369.87742944002,27101
"N27121",2370.80445646195,27121
"N27141",2371.73103777301,27141
"N27161",2372.65717385606,27161
"N27181",2373.58286517195,27181
"N27201",2374.50811217386,27201
"N27221",2375.43291528326,27221
"N27241",2376.35727494,27241
"N27261",2377.28119159645,27261
"N27281",2378.20466569003,27281
"N27301",2379.12769766934,27301
"N27321",2380.05028795814,27321
"N27341",2380.97243704224,27341
"N27361",2381.89414530584,27361
"N27381",2382.81541320532,27381
"N27401",2383.73624117807,27401
"N27421",2384.65662966106,27421
"N27441",2385.57657913947,27441
"N27461",2386.49608996049,27461
"N27481",2387.41516263036,27481
"N27501",2388.33379754629,27501
"N27521",2389.25199514347,27521
"N27541",2390.16975587681,27541
"N27561",2391.08708014921,27561
"N27581",2392.00396842958,27581
"N27601",2392.92042110579,27601
"N27621",2393.83643861032,27621
"N27641",2394.75202141341,27641
"N27661",2395.66716991256,27661
"N27681",2396.58188456526,27681
"N27701",2397.49616573645,27701
"N27721",2398.41001389349,27721
"N27741",2399.32342946263,27741
"N27761",2400.23641287822,27761
"N27781",2401.14896454914,27781
"N27801",2402.06108487717,27801
"N27821",2402.9727743412,27821
"N27841",2403.88403330969,27841
"N27861",2404.79486223375,27861
"N27881",2405.705261504,27881
"N27901",2406.61523157761,27901
"N27921",2407.52477286362,27921
"N27941",2408.43388575373,27941
"N27961",2409.34257070197,27961
"N27981",2410.2508280776,27981
"N28001",2411.15865838148,28001
"N28021",2412.06606194745,28021
"N28041",2412.97303919807,28041
"N28061",2413.87959060094,28061
"N28081",2414.7857165324,28081
"N28101",2415.69141738023,28101
"N28121",2416.59669360933,28121
"N28141",2417.50154561092,28141
"N28161",2418.40597379045,28161
"N28181",2419.30997855807,28181
"N28201",2420.21356034137,28201
"N28221",2421.11671951402,28221
"N28241",2422.01945650994,28241
"N28261",2422.9217717379,28261
"N28281",2423.82366560157,28281
"N28301",2424.725138466,28301
"N28321",2425.62619083341,28321
"N28341",2426.52682301357,28341
"N28361",2427.42703544865,28361
"N28381",2428.32682853236,28381
"N28401",2429.22620271604,28401
"N28421",2430.12515831303,28421
"N28441",2431.02369583699,28441
"N28461",2431.92181554349,28461
"N28481",2432.81951794555,28481
"N28501",2433.71680344385,28501
"N28521",2434.61367237484,28521
"N28541",2435.51012518891,28541
"N28561",2436.40616225854,28561
"N28581",2437.30178398366,28581
"N28601",2438.19699076647,28601
"N28621",2439.09178298238,28621
"N28641",2439.98616104559,28641
"N28661",2440.88012533,28661
"N28681",2441.77367628972,28681
"N28701",2442.66681425114,28701
"N28721",2443.55953965534,28721
"N28741",2444.45185282689,28741
"N28761",2445.34375423208,28761
"N28781",2446.23524423187,28781
"N28801",2447.1263231956,28801
"N28821",2448.01699154547,28821
"N28841",2448.90724966448,28841
"N28861",2449.79709790568,28861
"N28881",2450.68653670705,28881
"N28901",2451.57556644778,28901
"N28921",2452.46418743507,28921
"N28941",2453.35240019271,28941
"N28961",2454.24020499051,28961
"N28981",2455.12760225416,28981
"N29001",2456.01459240144,29001
"N29021",2456.90117572824,29021
"N29041",2457.78735272371,29041
"N29061",2458.67312369322,29061
"N29081",2459.55848906509,29081
"N29101",2460.44344916974,29101
"N29121",2461.32800441308,29121
"N29141",2462.21215519294,29141
"N29161",2463.09590187958,29161
"N29181",2463.97924482579,29181
"N29201",2464.86218443409,29201
"N29221",2465.74472107883,29221
"N29241",2466.62685513274,29241
"N29261",2467.50858694971,29261
"N29281",2468.38991695204,29281
"N29301",2469.27084552502,29301
"N29321",2470.15137294612,29321
"N29341",2471.0314996972,29341
"N29361",2471.91122608496,29361
"N29381",2472.79055249996,29381
"N29401",2473.66947932403,29401
"N29421",2474.54800691701,29421
"N29441",2475.42613567527,29441
"N29461",2476.30386594056,29461
"N29481",2477.1811980849,29481
"N29501",2478.05813247125,29501
"N29521",2478.93466951556,29521
"N29541",2479.81080949612,29541
"N29561",2480.68655287707,29561
"N29581",2481.56189996564,29581
"N29601",2482.43685117109,29601
"N29621",2483.31140679897,29621
"N29641",2484.18556726103,29641
"N29661",2485.05933293487,29661
"N29681",2485.93270410437,29681
"N29701",2486.80568122709,29701
"N29721",2487.67826460235,29721
"N29741",2488.55045462378,29741
"N29761",2489.42225164027,29761
"N29781",2490.29365605269,29781
"N29801",2491.1646681557,29801
"N29821",2492.03528835376,29821
"N29841",2492.90551698799,29841
"N29861",2493.77535442593,29861
"N29881",2494.6448010072,29881
"N29901",2495.51385712272,29901
"N29921",2496.38252309249,29921
"N29941",2497.2507993012,29941
"N29961",2498.11868609221,29961
"N29981",2498.98618383504,29981
"N30001",2499.85329286966,30001
"N30021",2500.72001354987,30021
"N30041",2501.58634624528,30041
"N30061",2502.45229131083,30061
"N30081",2503.31784907849,30081
"N30101",2504.183019899,30101
"N30121",2505.04780414562,30121
"N30141",2505.91220216407,30141
"N30161",2506.77621426965,30161
"N30181",2507.63984087137,30181
"N30201",2508.50308232802,30201
"N30221",2509.36593887851,30221
"N30241",2510.22841097907,30241
"N30261",2511.09049895174,30261
"N30281",2511.95220311555,30281
"N30301",2512.81352384736,30301
"N30321",2513.67446147187,30321
"N30341",2514.53501635807,30341
"N30361",2515.39518885193,30361
"N30381",2516.254979285,30381
"N30401",2517.11438798802,30401
"N30421",2517.97341532129,30421
"N30441",2518.83206162406,30441
"N30461",2519.69032726325,30461
"N30481",2520.5482125333,30481
"N30501",2521.40571780992,30501
"N30521",2522.26284345365,30521
"N30541",2523.11958975197,30541
"N30561",2523.9759570806,30561
"N30581",2524.83194576783,30581
"N30601",2525.68755615695,30601
"N30621",2526.54278856609,30621
"N30641",2527.3976433848,30641
"N30661",2528.25212089225,30661
"N30681",2529.1062214809,30681
"N30701",2529.95994544038,30701
"N30721",2530.81329312459,30721
"N30741",2531.66626486273,30741
"N30761",2532.51886100336,30761
"N30781",2533.37108189939,30781
"N30801",2534.22292782938,30801
"N30821",2535.07439915667,30821
"N30841",2535.9254962271,30841
"N30861",2536.77621937879,30861
"N30881",2537.62656889631,30881
"N30901",2538.47654514144,30901
"N30921",2539.32614848592,30921
"N30941",2540.17537917531,30941
"N30961",2541.02423759718,30961
"N30981",2541.87272409105,30981
"N31001",2542.72083894638,31001
"N31021",2543.56858251018,31021
"N31041",2544.41595509936,31041
"N31061",2545.26295708511,31061
"N31081",2546.10958872664,31081
"N31101",2546.95585041749,31101
"N31121",2547.80174241124,31121
"N31141",2548.64726510633,31141
"N31161",2549.49241879224,31161
"N31181",2550.33720379632,31181
"N31201",2551.18162042937,31201
"N31221",2552.02566903995,31221
"N31241",2552.86934994596,31241
"N31261",2553.71266348287,31261
"N31281",2554.55560994637,31281
"N31301",2555.39818966357,31301
"N31321",2556.24040294301,31321
"N31341",2557.08225015292,31341
"N31361",2557.92373157825,31361
"N31381",2558.76484755005,31381
"N31401",2559.60559837821,31401
"N31421",2560.44598440091,31421
"N31441",2561.2860058884,31441
"N31461",2562.12566324872,31461
"N31481",2562.9649566916,31481
"N31501",2563.80388661835,31501
"N31521",2564.64245329441,31521
"N31541",2565.48065706593,31541
"N31561",2566.31849826165,31561
"N31581",2567.15597714972,31581
"N31601",2567.9930940642,31601
"N31621",2568.8298493411,31621
"N31641",2569.66624326325,31641
"N31661",2570.50227621421,31661
"N31681",2571.33794839088,31681
"N31701",2572.17326019284,31701
"N31721",2573.0082119181,31721
"N31741",2573.84280386594,31741
"N31761",2574.67703631582,31761
"N31781",2575.51090967196,31781
"N31801",2576.34442414191,31801
"N31821",2577.17758008957,31821
"N31841",2578.01037780625,31841
"N31861",2578.84281764899,31861
"N31881",2579.67489985001,31881
"N31901",2580.50662474192,31901
"N31921",2581.33799267244,31921
"N31941",2582.16900393499,31941
"N31961",2582.99965878259,31961
"N31981",2583.82995759397,31981
"N32001",2584.65990062459,32001
"N32021",2585.48948821308,32021
"N32041",2586.31872065875,32041
"N32061",2587.14759822784,32061
"N32081",2587.97612127584,32081
"N32101",2588.80429008542,32101
"N32121",2589.63210493412,32121
"N32141",2590.4595661705,32141
"N32161",2591.28667407431,32161
"N32181",2592.11342898478,32181
"N32201",2592.9398311253,32201
"N32221",2593.76588086125,32221
"N32241",2594.59157845579,32241
"N32261",2595.41692424675,32261
"N32281",2596.24191850157,32281
"N32301",2597.06656155245,32301
"N32321",2597.89085365467,32321
"N32341",2598.7147951263,32341
"N32361",2599.53838629912,32361
"N32381",2600.36162741449,32381
"N32401",2601.18451880647,32401
"N32421",2602.00706076302,32421
"N32441",2602.82925357755,32441
"N32461",2603.65109754563,32461
"N32481",2604.47259298734,32481
"N32501",2605.29374016274,32501
"N32521",2606.11453936008,32521
"N32541",2606.93499092214,32541
"N32561",2607.75509511383,32561
"N32581",2608.57485223246,32581
"N32601",2609.39426256777,32601
"N32621",2610.21332639147,32621
"N32641",2611.03204403012,32641
"N32661",2611.85041577478,32661
"N32681",2612.66844192225,32681
"N32701",2613.48612270432,32701
"N32721",2614.30345848035,32721
"N32741",2615.12044952208,32741
"N32761",2615.93709611574,32761
"N32781",2616.75339851812,32781
"N32801",2617.56935707767,32801
"N32821",2618.38497202344,32821
"N32841",2619.2002437031,32841
"N32861",2620.0151723733,32861
"N32881",2620.82975833015,32881
"N32901",2621.64400181238,32901
"N32921",2622.45790318854,32921
"N32941",2623.27146270102,32941
"N32961",2624.08468062353,32961
"N32981",2624.89755727222,32981
"N33001",2625.71009290966,33001
"N33021",2626.52228785236,33021
"N33041",2627.33414232216,33041
"N33061",2628.14565667014,33061
"N33081",2628.95683116028,33081
"N33101",2629.76766602909,33101
"N33121",2630.57816162383,33121
"N33141",2631.38831817527,33141
"N33161",2632.1981360137,33161
"N33181",2633.00761540895,33181
"N33201",2633.81675659461,33201
"N33221",2634.62555992468,33221
"N33241",2635.43402563744,33241
"N33261",2636.24215399414,33261
"N33281",2637.04994530601,33281
"N33301",2637.85739984931,33301
"N33321",2638.66451790572,33321
"N33341",2639.47129974355,33341
"N33361",2640.27774563989,33361
"N33381",2641.08385588922,33381
"N33401",2641.88963075489,33401
"N33421",2642.69507049779,33421
"N33441",2643.50017538796,33441
"N33461",2644.3049457659,33461
"N33481",2645.10938186892,33481
"N33501",2645.91348393274,33501
"N33521",2646.71725231121,33521
"N33541",2647.52068720715,33541
"N33561",2648.32378894441,33561
"N33581",2649.12655773852,33581
"N33601",2649.92899397973,33601
"N33621",2650.73109778381,33621
"N33641",2651.53286954204,33641
"N33661",2652.33430950173,33661
"N33681",2653.13541788771,33681
"N33701",2653.93619500258,33701
"N33721",2654.73664117155,33721
"N33741",2655.53675659804,33741
"N33761",2656.33654154375,33761
"N33781",2657.13599629741,33781
"N33801",2657.93512117405,33801
"N33821",2658.73391636519,33821
"N33841",2659.53238220394,33841
"N33861",2660.33051893958,33861
"N33881",2661.12832683789,33881
"N33901",2661.92580614929,33901
"N33921",2662.72295716468,33921
"N33941",2663.51978015502,33941
"N33961",2664.31627534085,33961
"N33981",2665.11244306002,33981
"N34001",2665.90828353419,34001
"N34021",2666.70379703335,34021
"N34041",2667.49898381877,34041
"N34061",2668.29384418228,34061
"N34081",2669.08837835793,34081
"N34101",2669.88258663605,34101
"N34121",2670.67646929914,34121
"N34141",2671.4700264984,34141
"N34161",2672.26325863098,34161
"N34181",2673.05616589886,34181
"N34201",2673.8487485597,34201
"N34221",2674.64100690877,34221
"N34241",2675.43294121335,34241
"N34261",2676.22455163347,34261
"N34281",2677.01583858885,34281
"N34301",2677.80680221635,34301
"N34321",2678.59744282625,34321
"N34341",2679.38776064749,34341
"N34361",2680.17775600451,34361
"N34381",2680.96742907591,34381
"N34401",2681.7567801939,34401
"N34421",2682.54580957205,34421
"N34441",2683.33451748734,34441
"N34461",2684.12290418723,34461
"N34481",2684.91096991839,34481
"N34501",2685.69871498375,34501
"N34521",2686.48613959641,34521
"N34541",2687.2732440342,34541
"N34561",2688.06002855553,34561
"N34581",2688.84649337644,34581
"N34601",2689.63263883629,34601
"N34621",2690.41846508938,34621
"N34641",2691.20397244768,34641
"N34661",2691.9891611499,34661
"N34681",2692.77403149255,34681
"N34701",2693.55858368237,34701
"N34721",2694.34281796394,34721
"N34741",2695.12673463138,34741
"N34761",2695.91033394141,34761
"N34781",2696.69361609534,34781
"N34801",2697.47658139618,34801
"N34821",2698.25923006974,34821
"N34841",2699.04156234194,34841
"N34861",2699.82357853881,34861
"N34881",2700.60527882741,34881
"N34901",2701.38666354059,34901
"N34921",2702.16773287635,34921
"N34941",2702.94848709131,34941
"N34961",2703.7289264362,34961
"N34981",2704.50905116687,34981
"N35001",2705.28886153497,35001
"N35021",2706.06835778759,35021
"N35041",2706.8475401536,35041
"N35061",2707.62640889345,35061
"N35081",2708.40496429445,35081
"N35101",2709.18320651502,35101
"N35121",2709.96113589124,35121
"N35141",2710.73875261679,35141
"N35161",2711.51605696085,35161
"N35181",2712.29304919732,35181
"N35201",2713.06972949092,35201
"N35221",2713.84609817736,35221
"N35241",2714.62215539978,35241
"N35261",2715.3979015423,35261
"N35281",2716.17333671401,35281
"N35301",2716.94846123161,35301
"N35321",2717.72327533613,35321
"N35341",2718.49777923437,35341
"N35361",2719.27197321073,35361
"N35381",2720.04585750274,35381
"N35401",2720.81943229319,35401
"N35421",2721.59269794634,35421
