rec,size_cat,region,qual_ed,institutionCode,typeStatus,acceptedScientificName_ed,taxonConceptID,NAME,individualCount,INCL,individualCount_ed,taxonRank_ed,TR_w_TCID,datasetName,basisOfRecord,eventDate,year,Longitude,Latitude,depth,SITE,kingdom,phylum,class,order,family,genus,species,taxonRank,associatedReferences
4617,megafauna,CENTRAL,,,,Abyssopathes anomala,,Abyssopathes anomala,1,no- duplicate,1,species,species,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,1980-04-08T00:00:00,1980,-129.9,13.22,4770,site -129.9_13.22_4770,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes anomala,SPECIES,
138283,megafauna,EAST,,SMF,,Abyssopathes lyra,,Abyssopathes lyra,NA,,NA,species,species,Collection Cnidaria SMF,PRESERVED_SPECIMEN,,NA,-116.8333,11.73333,NA,site -116.8333_11.73333_NA,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes lyra,SPECIES,
65458,megafauna,CENTRAL,,USNM,,Abyssopathes lyriformis,,Abyssopathes lyriformis,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-11T00:00:00,1980,-129.883,13.2167,4892,site -129.883_13.2167_4892,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes lyriformis,SPECIES,
96243,megafauna,CENTRAL,,,,Abyssopathes lyriformis,,Abyssopathes lyriformis,1,no- duplicate,1,species,species,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,1980-02-11T00:00:00,1980,-129.883,13.2167,4892,site -129.883_13.2167_4892,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,Abyssopathes lyriformis,SPECIES,
96214,megafauna,EAST,,,,Abyssoprimnoa gemina,,Abyssoprimnoa gemina,1,no- duplicate,1,species,species,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,2013-04-16T00:00:00,2013,-117.048,11.8878,4134,site -117.048_11.8878_4134,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,
96183,megafauna,EAST,,,,Abyssoprimnoa gemina,,Abyssoprimnoa gemina,1,no- duplicate,1,species,species,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,2013-04-29T00:00:00,2013,-116.838,11.7363,4158,site -116.838_11.7363_4158,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,
4317,megafauna,EAST,,,,Abyssoprimnoa gemina,,Abyssoprimnoa gemina,1,no- duplicate,1,species,species,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,2013-04-28T00:00:00,2013,-116.813,11.783,4168,site -116.813_11.783_4168,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,
4555,megafauna,EAST,,,,Abyssoprimnoa gemina,,Abyssoprimnoa gemina,1,no- duplicate,1,species,species,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,2013-10-18T00:00:00,2013,-116.46,13.7617,4111,site -116.46_13.7617_4111,Animalia,Cnidaria,Anthozoa,Alcyonacea,Primnoidae,Abyssoprimnoa,Abyssoprimnoa gemina,SPECIES,
28395,megafauna,CENTRAL,,USNM,,Acropora humilis,,Acropora humilis,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1899-09-02T00:00:00,1899,-136.233,16.6333,5647,site -136.233_16.6333_5647,Animalia,Cnidaria,Anthozoa,Scleractinia,Acroporidae,Acropora,Acropora humilis,SPECIES,
34694,megafauna,CENTRAL,,Ifremer,,Alternatipathes alternata,,Alternatipathes alternata,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-05-27T00:00:00,2004,-130.1369,14.03399,4973,site -130.1369_14.03399_4973,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
34699,megafauna,CENTRAL,,Ifremer,,Alternatipathes alternata,,Alternatipathes alternata,NA,,1,species,species,Ifremer BIOCEAN database (Deep Sea Benthic Fauna),PRESERVED_SPECIMEN,2004-05-27T00:00:00,2004,-130.1369,14.03399,4973,site -130.1369_14.03399_4973,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
4680,megafauna,CENTRAL,,,,Alternatipathes alternata,,Alternatipathes alternata,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-27T00:00:00,1980,-129.9,13.22,4816,site -129.9_13.22_4816,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
67998,megafauna,CENTRAL,,USNM,,Alternatipathes alternata,,Alternatipathes alternata,1,no- duplicate,1,species,species,NOAA Deep Sea Corals Research and Technology Program,PRESERVED_SPECIMEN,1980-04-27T00:00:00,1980,-129.9,13.22,4816,site -129.9_13.22_4816,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
96176,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.7431,11.28396,5243,site -153.7431_11.28396_5243,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
4551,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.58621,11.25154,5199,site -153.58621_11.25154_5199,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
4611,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-01T00:00:00,2018,-149.93903,7.03415,5038,site -149.93903_7.03415_5038,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
4342,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-01T00:00:00,2018,-149.93831,7.03193,5037,site -149.93831_7.03193_5037,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
4404,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-07T00:00:00,2018,-149.93699,6.98074,5008,site -149.93699_6.98074_5008,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
4348,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-06T00:00:00,2018,-149.93371,6.98665,4999,site -149.93371_6.98665_4999,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
96119,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-06T00:00:00,2018,-149.9337,6.98676,4999,site -149.9337_6.98676_4999,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
4403,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-02T00:00:00,2018,-149.91178,6.9903,5004,site -149.91178_6.9903_5004,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
96209,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-02T00:00:00,2018,-149.9117,6.99099,5005,site -149.9117_6.99099_5005,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
96033,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-02T00:00:00,2018,-149.9112,7.00129,5011,site -149.9112_7.00129_5011,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
4347,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-02T00:00:00,2018,-149.91117,7.00245,5011,site -149.91117_7.00245_5011,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
4676,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-02T00:00:00,2018,-149.91115,7.00611,5013,site -149.91115_7.00611_5013,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
96066,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-02T00:00:00,2018,-149.9111,7.00713,5014,site -149.9111_7.00713_5014,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
96093,megafauna,WEST,cf.,,,Alternatipathes alternata,Alternatipathes cf. alternata,Alternatipathes cf. alternata,1,no- duplicate,1,species,temporary name,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-02T00:00:00,2018,-149.9111,7.00732,5014,site -149.9111_7.00732_5014,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Alternatipathes,Alternatipathes alternata,SPECIES,
120082,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1979-08-12T00:00:00,1979,-129.955,13.1583,4816,site -129.955_13.1583_4816,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
2683,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-22T00:00:00,1980,-129.917,13.23,4877,site -129.917_13.23_4877,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
2726,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-08T00:00:00,1980,-129.917,13.23,4770,site -129.917_13.23_4770,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
4261,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-22T00:00:00,1980,-129.917,13.23,4877,site -129.917_13.23_4877,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
24830,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-16T00:00:00,1980,-129.917,13.23,4785,site -129.917_13.23_4785,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
24841,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-10T00:00:00,1980,-129.917,13.23,4907,site -129.917_13.23_4907,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
28349,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-23T00:00:00,1980,-129.917,13.23,4941,site -129.917_13.23_4941,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
35410,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-14T00:00:00,1980,-129.917,13.23,4877,site -129.917_13.23_4877,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
44295,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-26T00:00:00,1980,-129.917,13.23,4907,site -129.917_13.23_4907,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
119348,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-20T00:00:00,1980,-129.917,13.23,4907,site -129.917_13.23_4907,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
120048,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-27T00:00:00,1980,-129.917,13.23,4816,site -129.917_13.23_4816,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
120119,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-17T00:00:00,1980,-129.917,13.23,4941,site -129.917_13.23_4941,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
6551,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-21T00:00:00,1980,-129.917,13.23,4923,site -129.917_13.23_4923,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
28370,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-27T00:00:00,1980,-129.917,13.23,4846,site -129.917_13.23_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
41432,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-27T00:00:00,1980,-129.917,13.23,4816,site -129.917_13.23_4816,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
41490,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-24T00:00:00,1980,-129.917,13.23,4846,site -129.917_13.23_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
926,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,3,,3,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-11T00:00:00,1980,-129.917,13.23,4755,site -129.917_13.23_4755,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
971,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,3,,3,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-22T00:00:00,1980,-129.917,13.23,4877,site -129.917_13.23_4877,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
28419,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,3,,3,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-21T00:00:00,1980,-129.917,13.23,4846,site -129.917_13.23_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
100303,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,3,,3,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-12T00:00:00,1980,-129.917,13.23,4816,site -129.917_13.23_4816,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
100276,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,4,,4,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-04-27T00:00:00,1980,-129.917,13.23,4816,site -129.917_13.23_4816,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
953,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-21T00:00:00,1980,-129.883,13.2167,4831,site -129.883_13.2167_4831,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
28104,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-09T00:00:00,1980,-129.883,13.2167,4877,site -129.883_13.2167_4877,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
28386,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-21T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
67889,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-22T00:00:00,1980,-129.883,13.2167,4892,site -129.883_13.2167_4892,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
68013,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-20T00:00:00,1980,-129.883,13.2167,4831,site -129.883_13.2167_4831,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
26493,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-21T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
67978,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-11T00:00:00,1980,-129.883,13.2167,4892,site -129.883_13.2167_4892,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
97468,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-14T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
119356,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-13T00:00:00,1980,-129.883,13.2167,4862,site -129.883_13.2167_4862,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
120128,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-08T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
1052,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,3,,3,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-16T00:00:00,1980,-129.883,13.2167,4801,site -129.883_13.2167_4801,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
44229,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,3,,3,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-13T00:00:00,1980,-129.883,13.2167,4862,site -129.883_13.2167_4862,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
68148,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,3,,3,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-24T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
65360,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,4,,4,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-15T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
33428,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,5,,5,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-09T00:00:00,1980,-129.883,13.2167,4862,site -129.883_13.2167_4862,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
68304,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,6,,6,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-02-11T00:00:00,1980,-129.883,13.2167,4846,site -129.883_13.2167_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
33448,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,3,,3,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1979-08-14T00:00:00,1979,-129.868,13.1483,4877,site -129.868_13.1483_4877,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
44197,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,1,,1,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-09-02T00:00:00,1980,-129.867,13.2167,4923,site -129.867_13.2167_4923,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
2788,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-09-07T00:00:00,1980,-129.867,13.2167,4877,site -129.867_13.2167_4877,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
6461,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-09-09T00:00:00,1980,-129.867,13.2167,4877,site -129.867_13.2167_4877,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
42350,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1980-09-01T00:00:00,1980,-129.867,13.2167,4846,site -129.867_13.2167_4846,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
24802,megafauna,CENTRAL,,USNM,,Amphiophiura convexa,,Amphiophiura convexa,2,,2,species,species,NMNH Extant Specimen Records,PRESERVED_SPECIMEN,1979-08-16T00:00:00,1979,-129.858,13.1833,4831,site -129.858_13.1833_4831,Animalia,Echinodermata,Ophiuroidea,Ophiurida,Ophiopyrgidae,Amphiophiura,Amphiophiura bullata,SPECIES,
