rec,size_cat,region,qual_ed,institutionCode,typeStatus,acceptedScientificName_ed,taxonConceptID,NAME,individualCount,INCL,individualCount_ed,taxonRank_ed,TR_w_TCID,datasetName,basisOfRecord,eventDate,year,Longitude,Latitude,depth,SITE,kingdom,phylum,class,order,family,genus,species,taxonRank,associatedReferences
4394,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-02T00:00:00,2018,-149.91044,6.99869,5009,site -149.91044_6.99869_5009,Animalia,Porifera,,,,,,PHYLUM,
4367,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.89475,5.11341,4855,site -141.89475_5.11341_4855,Animalia,Porifera,,,,,,PHYLUM,
4576,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.89461,5.11335,4856,site -141.89461_5.11335_4856,Animalia,Porifera,,,,,,PHYLUM,
96028,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8946,5.11361,4855,site -141.8946_5.11361_4855,Animalia,Porifera,,,,,,PHYLUM,
96137,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8945,5.11315,4856,site -141.8945_5.11315_4856,Animalia,Porifera,,,,,,PHYLUM,
96235,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8943,5.11301,4856,site -141.8943_5.11301_4856,Animalia,Porifera,,,,,,PHYLUM,
96153,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8939,5.11259,4856,site -141.8939_5.11259_4856,Animalia,Porifera,,,,,,PHYLUM,
4653,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.89389,5.11259,4856,site -141.89389_5.11259_4856,Animalia,Porifera,,,,,,PHYLUM,
4396,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.89271,5.11072,4857,site -141.89271_5.11072_4857,Animalia,Porifera,,,,,,PHYLUM,
4339,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.89267,5.11119,4856,site -141.89267_5.11119_4856,Animalia,Porifera,,,,,,PHYLUM,
96075,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.892,5.11043,4857,site -141.892_5.11043_4857,Animalia,Porifera,,,,,,PHYLUM,
4605,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.89197,5.11037,4857,site -141.89197_5.11037_4857,Animalia,Porifera,,,,,,PHYLUM,
4441,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.89182,5.11015,4857,site -141.89182_5.11015_4857,Animalia,Porifera,,,,,,PHYLUM,
96046,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8918,5.11008,4857,site -141.8918_5.11008_4857,Animalia,Porifera,,,,,,PHYLUM,
4338,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.89142,5.1097,4857,site -141.89142_5.1097_4857,Animalia,Porifera,,,,,,PHYLUM,
96102,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8911,5.10937,4857,site -141.8911_5.10937_4857,Animalia,Porifera,,,,,,PHYLUM,
96173,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8911,5.10931,4857,site -141.8911_5.10931_4857,Animalia,Porifera,,,,,,PHYLUM,
4454,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.89063,5.10881,4857,site -141.89063_5.10881_4857,Animalia,Porifera,,,,,,PHYLUM,
96156,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8906,5.10878,4857,site -141.8906_5.10878_4857,Animalia,Porifera,,,,,,PHYLUM,
96168,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8901,5.10809,4858,site -141.8901_5.10809_4858,Animalia,Porifera,,,,,,PHYLUM,
96130,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8887,5.10644,4858,site -141.8887_5.10644_4858,Animalia,Porifera,,,,,,PHYLUM,
4488,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8853,5.10279,4859,site -141.8853_5.10279_4859,Animalia,Porifera,,,,,,PHYLUM,
96169,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8849,5.10236,4859,site -141.8849_5.10236_4859,Animalia,Porifera,,,,,,PHYLUM,
96049,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.8845,5.10173,4859,site -141.8845_5.10173_4859,Animalia,Porifera,,,,,,PHYLUM,
4337,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-25T00:00:00,2018,-141.88436,5.10062,4859,site -141.88436_5.10062_4859,Animalia,Porifera,,,,,,PHYLUM,
4540,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-28T00:00:00,2018,-141.83039,5.05986,4868,site -141.83039_5.05986_4868,Animalia,Porifera,,,,,,PHYLUM,
4330,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-28T00:00:00,2018,-141.83022,5.05969,4868,site -141.83022_5.05969_4868,Animalia,Porifera,,,,,,PHYLUM,
96096,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-28T00:00:00,2018,-141.8285,5.0587,4868,site -141.8285_5.0587_4868,Animalia,Porifera,,,,,,PHYLUM,
96098,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-28T00:00:00,2018,-141.8268,5.0574,4869,site -141.8268_5.0574_4869,Animalia,Porifera,,,,,,PHYLUM,
4575,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-28T00:00:00,2018,-141.8265,5.05719,4870,site -141.8265_5.05719_4870,Animalia,Porifera,,,,,,PHYLUM,
4456,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-28T00:00:00,2018,-141.82574,5.05673,4870,site -141.82574_5.05673_4870,Animalia,Porifera,,,,,,PHYLUM,
96070,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-28T00:00:00,2018,-141.8239,5.05533,4871,site -141.8239_5.05533_4871,Animalia,Porifera,,,,,,PHYLUM,
96191,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-28T00:00:00,2018,-141.8219,5.05415,4872,site -141.8219_5.05415_4872,Animalia,Porifera,,,,,,PHYLUM,
4512,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-28T00:00:00,2018,-141.8217,5.05402,4872,site -141.8217_5.05402_4872,Animalia,Porifera,,,,,,PHYLUM,
96054,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-28T00:00:00,2018,-141.8215,5.05396,4872,site -141.8215_5.05396_4872,Animalia,Porifera,,,,,,PHYLUM,
4504,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.82072,5.05236,4872,site -141.82072_5.05236_4872,Animalia,Porifera,,,,,,PHYLUM,
4500,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8207,5.05238,4872,site -141.8207_5.05238_4872,Animalia,Porifera,,,,,,PHYLUM,
4560,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8204,5.0524,4872,site -141.8204_5.0524_4872,Animalia,Porifera,,,,,,PHYLUM,
4381,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.82033,5.05228,4872,site -141.82033_5.05228_4872,Animalia,Porifera,,,,,,PHYLUM,
4642,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.82033,5.05228,4872,site -141.82033_5.05228_4872,Animalia,Porifera,,,,,,PHYLUM,
96139,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8202,5.05141,4872,site -141.8202_5.05141_4872,Animalia,Porifera,,,,,,PHYLUM,
96236,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8202,5.0521,4872,site -141.8202_5.0521_4872,Animalia,Porifera,,,,,,PHYLUM,
4393,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.82006,5.05172,4872,site -141.82006_5.05172_4872,Animalia,Porifera,,,,,,PHYLUM,
96234,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.82,5.0516,4872,site -141.82_5.0516_4872,Animalia,Porifera,,,,,,PHYLUM,
96192,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8195,5.05066,4872,site -141.8195_5.05066_4872,Animalia,Porifera,,,,,,PHYLUM,
96013,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8185,5.048,4873,site -141.8185_5.048_4873,Animalia,Porifera,,,,,,PHYLUM,
96204,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8183,5.04727,4873,site -141.8183_5.04727_4873,Animalia,Porifera,,,,,,PHYLUM,
4511,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.81819,5.0477,4873,site -141.81819_5.0477_4873,Animalia,Porifera,,,,,,PHYLUM,
4340,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.81795,5.04708,4873,site -141.81795_5.04708_4873,Animalia,Porifera,,,,,,PHYLUM,
96020,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8178,5.04698,4873,site -141.8178_5.04698_4873,Animalia,Porifera,,,,,,PHYLUM,
4604,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.81764,5.04656,4873,site -141.81764_5.04656_4873,Animalia,Porifera,,,,,,PHYLUM,
4634,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.81749,5.04616,4873,site -141.81749_5.04616_4873,Animalia,Porifera,,,,,,PHYLUM,
4572,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8173,5.04594,4873,site -141.8173_5.04594_4873,Animalia,Porifera,,,,,,PHYLUM,
96014,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8173,5.04595,4873,site -141.8173_5.04595_4873,Animalia,Porifera,,,,,,PHYLUM,
4507,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.81713,5.04524,4873,site -141.81713_5.04524_4873,Animalia,Porifera,,,,,,PHYLUM,
96170,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8171,5.04527,4873,site -141.8171_5.04527_4873,Animalia,Porifera,,,,,,PHYLUM,
96042,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8168,5.04498,4873,site -141.8168_5.04498_4873,Animalia,Porifera,,,,,,PHYLUM,
4654,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.81661,5.04463,4873,site -141.81661_5.04463_4873,Animalia,Porifera,,,,,,PHYLUM,
96154,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8166,5.04463,4873,site -141.8166_5.04463_4873,Animalia,Porifera,,,,,,PHYLUM,
96189,megafauna,WEST,,,,Porifera,,,1,no- not spp level,1,phylum,phylum,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-05-29T00:00:00,2018,-141.8166,5.04463,4873,site -141.8166_5.04463_4873,Animalia,Porifera,,,,,,PHYLUM,
4352,megafauna,WEST,,,,Docosaccus,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74381,11.27776,5240,site -153.74381_11.27776_5240,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Docosaccus,,GENUS,
4408,megafauna,WEST,,,,Docosaccus,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74381,11.27776,5240,site -153.74381_11.27776_5240,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Docosaccus,,GENUS,
4586,megafauna,WEST,,,,Cladorhiza,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74363,11.27938,5239,site -153.74363_11.27938_5239,Animalia,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Cladorhiza,,GENUS,
4497,megafauna,WEST,,,,Cladorhiza,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74347,11.28086,5239,site -153.74347_11.28086_5239,Animalia,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Cladorhiza,,GENUS,
96080,megafauna,WEST,,,,Hyalostylus,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.7434,11.28153,5240,site -153.7434_11.28153_5240,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Hyalostylus,,GENUS,
96018,megafauna,WEST,,,,Hyalonema,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.7433,11.28173,5240,site -153.7433_11.28173_5240,Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,
4582,megafauna,WEST,,,,Umbellula,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74325,11.28221,5241,site -153.74325_11.28221_5241,Animalia,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,,GENUS,
4374,megafauna,WEST,,,,Acanthascus,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74305,11.28389,5243,site -153.74305_11.28389_5243,Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Acanthascus,,GENUS,
96052,megafauna,WEST,,,,Hyalostylus,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.7426,11.28707,5249,site -153.7426_11.28707_5249,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Hyalostylus,,GENUS,
4620,megafauna,WEST,,,,Abyssopathes,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74253,11.28787,5250,site -153.74253_11.28787_5250,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,
96122,megafauna,WEST,,,,Bathygorgia,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.7425,11.28844,5250,site -153.7425_11.28844_5250,Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Bathygorgia,,GENUS,
96063,megafauna,WEST,,,,Umbellula,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.7425,11.28867,5251,site -153.7425_11.28867_5251,Animalia,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,,GENUS,
4468,megafauna,WEST,,,,Cladorhiza,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74238,11.28973,5251,site -153.74238_11.28973_5251,Animalia,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Cladorhiza,,GENUS,
4609,megafauna,WEST,,,,Lepidisis,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.7423,11.29046,5251,site -153.7423_11.29046_5251,Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Lepidisis,,GENUS,
4525,megafauna,WEST,,,,Caulophacus,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74205,11.29219,5251,site -153.74205_11.29219_5251,Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,,GENUS,
96009,megafauna,WEST,,,,Caulophacus,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-10T00:00:00,2018,-153.742,11.2948,5244,site -153.742_11.2948_5244,Animalia,Porifera,Hexactinellida,Lyssacinosida,Rossellidae,Caulophacus,,GENUS,
4583,megafauna,WEST,,,,Abyssopathes,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.7419,11.29309,5249,site -153.7419_11.29309_5249,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,
4412,megafauna,WEST,,,,Hyalonema,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-09T00:00:00,2018,-153.74184,11.29262,5250,site -153.74184_11.29262_5250,Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,
96129,megafauna,WEST,,,,Hyalonema,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.605,11.25163,5203,site -153.605_11.25163_5203,Animalia,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,,GENUS,
4494,megafauna,WEST,,,,Umbellula,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.60475,11.25152,5203,site -153.60475_11.25152_5203,Animalia,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,,GENUS,
4491,megafauna,WEST,,,,Lepidisis,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.60438,11.2515,5203,site -153.60438_11.2515_5203,Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Lepidisis,,GENUS,
96095,megafauna,WEST,,,,Cladorhiza,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.6029,11.25152,5203,site -153.6029_11.25152_5203,Animalia,Porifera,Demospongiae,Poecilosclerida,Cladorhizidae,Cladorhiza,,GENUS,
4622,megafauna,WEST,,,,Bathypathes,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.60232,11.2515,5204,site -153.60232_11.2515_5204,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,,GENUS,
4436,megafauna,WEST,,,,Docosaccus,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.59928,11.25151,5205,site -153.59928_11.25151_5205,Animalia,Porifera,Hexactinellida,Lyssacinosida,Euplectellidae,Docosaccus,,GENUS,
96121,megafauna,WEST,,,,Bathypathes,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.5989,11.2515,5204,site -153.5989_11.2515_5204,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Bathypathes,,GENUS,
4426,megafauna,WEST,,,,Bathygorgia,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.59792,11.25144,5204,site -153.59792_11.25144_5204,Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Bathygorgia,,GENUS,
4674,megafauna,WEST,,,,Lepidisis,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.59729,11.25142,5204,site -153.59729_11.25142_5204,Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Lepidisis,,GENUS,
4432,megafauna,WEST,,,,Abyssopathes,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.59559,11.25136,5204,site -153.59559_11.25136_5204,Animalia,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,,GENUS,
96174,megafauna,WEST,,,,Lepidisis,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.5924,11.25135,5202,site -153.5924_11.25135_5202,Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Lepidisis,,GENUS,
4524,megafauna,WEST,,,,Lepidisis,,,1,no- not spp level,1,genus,genus,NOAA Deep Sea Corals Research and Technology Program,MACHINE_OBSERVATION,2018-06-11T00:00:00,2018,-153.59206,11.25135,5201,site -153.59206_11.25135_5201,Animalia,Cnidaria,Anthozoa,Alcyonacea,Isididae,Lepidisis,,GENUS,
