rec,size_cat,REGION,qualif_ed,occurrenceID,basisOfRecord,INCL,ScientificName_accepted,taxonConceptID,NAME,individualCount,TR_w_TCID,taxonRank_ed,phylum,class,order,family,genus,Latitude,Longitude,depth,date_year,SITE,datasetName,associatedReferences
7569,megafauna,WEST,,NOAA_DSCRTP:1000812,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,5.05236,-141.8207,4872,2018,site 5.05236_-141.8207_4872,NA,NA
96753,megafauna,WEST,,NOAA_DSCRTP:1000813,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,6.99944,-149.9112,5010,2018,site 6.99944_-149.9112_5010,NA,NA
82757,megafauna,WEST,,NOAA_DSCRTP:1000814,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,5.11008,-141.8918,4857,2018,site 5.11008_-141.8918_4857,NA,NA
6651,megafauna,WEST,,NOAA_DSCRTP:1000815,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,5.11043,-141.892,4857,2018,site 5.11043_-141.892_4857,NA,NA
71157,megafauna,WEST,,NOAA_DSCRTP:1000816,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,5.10937,-141.8911,4857,2018,site 5.10937_-141.8911_4857,NA,NA
101681,megafauna,WEST,,NOAA_DSCRTP:1000817,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,5.10644,-141.8887,4858,2018,site 5.10644_-141.8887_4858,NA,NA
84071,megafauna,WEST,,NOAA_DSCRTP:1000818,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.99631,-149.9114,5008,2018,site 6.99631_-149.9114_5008,NA,NA
41138,megafauna,WEST,,NOAA_DSCRTP:1000819,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.10295,-141.8853,4859,2018,site 5.10295_-141.8853_4859,NA,NA
125395,megafauna,WEST,,NOAA_DSCRTP:1000820,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.10152,-141.8843,4859,2018,site 5.10152_-141.8843_4859,NA,NA
114922,megafauna,WEST,,NOAA_DSCRTP:1000821,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98433,-149.935,5006,2018,site 6.98433_-149.935_5006,NA,NA
121372,megafauna,WEST,,NOAA_DSCRTP:1000822,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97364,-149.941,5007,2018,site 6.97364_-149.941_5007,NA,NA
105602,megafauna,WEST,,NOAA_DSCRTP:1000823,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05514,-141.8237,4871,2018,site 5.05514_-141.8237_4871,NA,NA
71985,megafauna,WEST,,NOAA_DSCRTP:1000824,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,11.28173,-153.7433,5240,2018,site 11.28173_-153.7433_5240,NA,NA
95,megafauna,WEST,,NOAA_DSCRTP:1000825,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,7.00091,-149.9112,5011,2018,site 7.00091_-149.9112_5011,NA,NA
3040,megafauna,WEST,,NOAA_DSCRTP:1000826,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.04998,-141.8218,4873,2018,site 5.04998_-141.8218_4873,NA,NA
23779,megafauna,WEST,,NOAA_DSCRTP:1000827,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,7.00348,-149.9111,5011,2018,site 7.00348_-149.9111_5011,NA,NA
63718,megafauna,WEST,,NOAA_DSCRTP:1000828,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.11044,-141.8921,4857,2018,site 5.11044_-141.8921_4857,NA,NA
74906,megafauna,WEST,,NOAA_DSCRTP:1000829,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97955,-149.9376,5008,2018,site 6.97955_-149.9376_5008,NA,NA
34067,megafauna,WEST,,NOAA_DSCRTP:1000830,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.10839,-141.8906,4858,2018,site 5.10839_-141.8906_4858,NA,NA
75748,megafauna,WEST,,NOAA_DSCRTP:1000831,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97858,-149.9381,5008,2018,site 6.97858_-149.9381_5008,NA,NA
45340,megafauna,WEST,,NOAA_DSCRTP:1000832,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.9983,-149.9113,5009,2018,site 6.9983_-149.9113_5009,NA,NA
114554,megafauna,WEST,,NOAA_DSCRTP:1000833,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.11152,-141.8929,4856,2018,site 5.11152_-141.8929_4856,NA,NA
21821,megafauna,WEST,,NOAA_DSCRTP:1000834,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97911,-149.9379,5008,2018,site 6.97911_-149.9379_5008,NA,NA
117696,megafauna,WEST,,NOAA_DSCRTP:1000835,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.9939,-149.9116,5007,2018,site 6.9939_-149.9116_5007,NA,NA
115785,megafauna,WEST,,NOAA_DSCRTP:1000836,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.99805,-149.9115,5009,2018,site 6.99805_-149.9115_5009,NA,NA
46723,megafauna,WEST,,NOAA_DSCRTP:1000837,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05942,-141.83,4868,2018,site 5.05942_-141.83_4868,NA,NA
109247,megafauna,WEST,,NOAA_DSCRTP:1000838,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.11154,-141.8935,4856,2018,site 5.11154_-141.8935_4856,NA,NA
80546,megafauna,WEST,,NOAA_DSCRTP:1000839,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98498,-149.9347,5003,2018,site 6.98498_-149.9347_5003,NA,NA
25494,megafauna,WEST,,NOAA_DSCRTP:1000840,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98269,-149.936,5008,2018,site 6.98269_-149.936_5008,NA,NA
69955,megafauna,WEST,,NOAA_DSCRTP:1000841,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.10875,-141.8906,4857,2018,site 5.10875_-141.8906_4857,NA,NA
78746,megafauna,WEST,,NOAA_DSCRTP:1000842,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.985,-149.9347,5003,2018,site 6.985_-149.9347_5003,NA,NA
120525,megafauna,WEST,,NOAA_DSCRTP:1000843,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98334,-149.9356,5008,2018,site 6.98334_-149.9356_5008,NA,NA
124058,megafauna,WEST,,NOAA_DSCRTP:1000844,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.10074,-141.8839,4859,2018,site 5.10074_-141.8839_4859,NA,NA
46754,megafauna,WEST,,NOAA_DSCRTP:1000845,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05647,-141.8254,4870,2018,site 5.05647_-141.8254_4870,NA,NA
49435,megafauna,WEST,,NOAA_DSCRTP:1000846,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.04698,-141.8178,4873,2018,site 5.04698_-141.8178_4873,NA,NA
50227,megafauna,WEST,,NOAA_DSCRTP:1000847,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98226,-149.9362,5008,2018,site 6.98226_-149.9362_5008,NA,NA
89630,megafauna,WEST,,NOAA_DSCRTP:1000848,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.10077,-141.8838,4859,2018,site 5.10077_-141.8838_4859,NA,NA
114620,megafauna,WEST,,NOAA_DSCRTP:1000849,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.10139,-141.8841,4859,2018,site 5.10139_-141.8841_4859,NA,NA
49196,megafauna,WEST,,NOAA_DSCRTP:1000850,MachineObservation,no- not spp level,Hexactinellida,,,1,class,class,Porifera,Hexactinellida,NA,NA,NA,5.05601,-141.8249,4870,2018,site 5.05601_-141.8249_4870,NA,NA
98767,megafauna,WEST,,NOAA_DSCRTP:1000851,MachineObservation,no- not spp level,Hexactinellida,,,1,class,class,Porifera,Hexactinellida,NA,NA,NA,6.99428,-149.9117,5007,2018,site 6.99428_-149.9117_5007,NA,NA
92542,megafauna,WEST,,NOAA_DSCRTP:1000852,MachineObservation,no- not spp level,Hexactinellida,,,1,class,class,Porifera,Hexactinellida,NA,NA,NA,5.05926,-141.8295,4868,2018,site 5.05926_-141.8295_4868,NA,NA
13714,megafauna,WEST,,NOAA_DSCRTP:1000853,MachineObservation,no- not spp level,Hexactinellida,,,1,class,class,Porifera,Hexactinellida,NA,NA,NA,6.99912,-149.9126,5010,2018,site 6.99912_-149.9126_5010,NA,NA
14817,megafauna,WEST,,NOAA_DSCRTP:1000854,MachineObservation,no- not spp level,Hexactinellida,,,1,class,class,Porifera,Hexactinellida,NA,NA,NA,5.04562,-141.8171,4873,2018,site 5.04562_-141.8171_4873,NA,NA
13213,megafauna,WEST,,NOAA_DSCRTP:1000855,MachineObservation,no- not spp level,Hexactinellida,,,1,class,class,Porifera,Hexactinellida,NA,NA,NA,5.04827,-141.8185,4873,2018,site 5.04827_-141.8185_4873,NA,NA
105507,megafauna,WEST,,NOAA_DSCRTP:1000856,MachineObservation,no- not spp level,Hexactinellida,,,1,class,class,Porifera,Hexactinellida,NA,NA,NA,6.9945,-149.9116,5007,2018,site 6.9945_-149.9116_5007,NA,NA
56999,megafauna,WEST,,NOAA_DSCRTP:1000857,MachineObservation,no- not spp level,Hexactinellida,,,1,class,class,Porifera,Hexactinellida,NA,NA,NA,7.03387,-149.939,5038,2018,site 7.03387_-149.939_5038,NA,NA
119113,megafauna,WEST,,NOAA_DSCRTP:1000858,MachineObservation,no- not spp level,Hexactinellida,,,1,class,class,Porifera,Hexactinellida,NA,NA,NA,5.05931,-141.8297,4868,2018,site 5.05931_-141.8297_4868,NA,NA
24180,megafauna,WEST,,NOAA_DSCRTP:1000859,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,5.04616,-141.8175,4873,2018,site 5.04616_-141.8175_4873,NA,NA
58901,megafauna,WEST,,NOAA_DSCRTP:1000860,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,5.04698,-141.8178,4873,2018,site 5.04698_-141.8178_4873,NA,NA
44464,megafauna,WEST,,NOAA_DSCRTP:1000861,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,6.98243,-149.9361,5008,2018,site 6.98243_-149.9361_5008,NA,NA
95801,megafauna,WEST,,NOAA_DSCRTP:1000862,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.10304,-141.8858,4859,2018,site 5.10304_-141.8858_4859,NA,NA
89644,megafauna,WEST,,NOAA_DSCRTP:1000863,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,6.99933,-149.9113,5010,2018,site 6.99933_-149.9113_5010,NA,NA
86569,megafauna,WEST,,NOAA_DSCRTP:1000864,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,6.99507,-149.9116,5008,2018,site 6.99507_-149.9116_5008,NA,NA
76348,megafauna,WEST,,NOAA_DSCRTP:1000865,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,11.29458,-153.7419,5245,2018,site 11.29458_-153.7419_5245,NA,NA
112317,megafauna,WEST,,NOAA_DSCRTP:1000866,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,5.05969,-141.8302,4868,2018,site 5.05969_-141.8302_4868,NA,NA
90823,megafauna,WEST,,NOAA_DSCRTP:1000867,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,5.04524,-141.8171,4873,2018,site 5.04524_-141.8171_4873,NA,NA
18262,megafauna,WEST,,NOAA_DSCRTP:1000868,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,7.03477,-149.9392,5038,2018,site 7.03477_-149.9392_5038,NA,NA
12388,megafauna,WEST,,NOAA_DSCRTP:1000869,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,5.10173,-141.8845,4859,2018,site 5.10173_-141.8845_4859,NA,NA
125415,megafauna,WEST,,NOAA_DSCRTP:1000870,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,6.99381,-149.9116,5007,2018,site 6.99381_-149.9116_5007,NA,NA
95771,megafauna,WEST,,NOAA_DSCRTP:1000871,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,6.98516,-149.9346,5003,2018,site 6.98516_-149.9346_5003,NA,NA
68182,megafauna,WEST,,NOAA_DSCRTP:1000872,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,6.98197,-149.9363,5008,2018,site 6.98197_-149.9363_5008,NA,NA
77705,megafauna,WEST,,NOAA_DSCRTP:1000873,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.9991,-149.911,5010,2018,site 6.9991_-149.911_5010,NA,NA
114555,megafauna,WEST,,NOAA_DSCRTP:1000874,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97694,-149.9391,5007,2018,site 6.97694_-149.9391_5007,NA,NA
66643,megafauna,WEST,,NOAA_DSCRTP:1000875,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.10166,-141.8844,4859,2018,site 5.10166_-141.8844_4859,NA,NA
77795,megafauna,WEST,,NOAA_DSCRTP:1000876,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98144,-149.9367,5008,2018,site 6.98144_-149.9367_5008,NA,NA
59377,megafauna,WEST,,NOAA_DSCRTP:1000877,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.0511,-141.82,4872,2018,site 5.0511_-141.82_4872,NA,NA
115940,megafauna,WEST,,NOAA_DSCRTP:1000878,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05108,-141.8198,4872,2018,site 5.05108_-141.8198_4872,NA,NA
108658,megafauna,WEST,,NOAA_DSCRTP:1000879,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.11292,-141.8942,4856,2018,site 5.11292_-141.8942_4856,NA,NA
17140,megafauna,WEST,,NOAA_DSCRTP:1000880,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05106,-141.8198,4872,2018,site 5.05106_-141.8198_4872,NA,NA
122989,megafauna,WEST,,NOAA_DSCRTP:1000881,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98651,-149.9338,4999,2018,site 6.98651_-149.9338_4999,NA,NA
29848,megafauna,WEST,,NOAA_DSCRTP:1000882,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97393,-149.9409,5007,2018,site 6.97393_-149.9409_5007,NA,NA
46969,megafauna,WEST,,NOAA_DSCRTP:1000883,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98718,-149.9332,4999,2018,site 6.98718_-149.9332_4999,NA,NA
77985,megafauna,WEST,,NOAA_DSCRTP:1000884,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98986,-149.9118,5003,2018,site 6.98986_-149.9118_5003,NA,NA
56377,megafauna,WEST,,NOAA_DSCRTP:1000885,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.99044,-149.9118,5004,2018,site 6.99044_-149.9118_5004,NA,NA
111847,megafauna,WEST,,NOAA_DSCRTP:1000886,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.10297,-141.8854,4859,2018,site 5.10297_-141.8854_4859,NA,NA
5214,megafauna,WEST,,NOAA_DSCRTP:1000887,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97861,-149.9381,5008,2018,site 6.97861_-149.9381_5008,NA,NA
117164,megafauna,WEST,,NOAA_DSCRTP:1000888,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97861,-149.9381,5008,2018,site 6.97861_-149.9381_5008,NA,NA
34701,megafauna,WEST,,NOAA_DSCRTP:1000889,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98369,-149.9354,5008,2018,site 6.98369_-149.9354_5008,NA,NA
26916,megafauna,WEST,,NOAA_DSCRTP:1000890,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,7.03262,-149.9385,5037,2018,site 7.03262_-149.9385_5037,NA,NA
19863,megafauna,WEST,,NOAA_DSCRTP:1000891,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.99596,-149.9115,5008,2018,site 6.99596_-149.9115_5008,NA,NA
74207,megafauna,WEST,,NOAA_DSCRTP:1000892,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05387,-141.8215,4872,2018,site 5.05387_-141.8215_4872,NA,NA
90104,megafauna,WEST,,NOAA_DSCRTP:1000893,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.11341,-141.8947,4855,2018,site 5.11341_-141.8947_4855,NA,NA
64943,megafauna,WEST,,NOAA_DSCRTP:1000894,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05986,-141.8304,4868,2018,site 5.05986_-141.8304_4868,NA,NA
22489,megafauna,WEST,,NOAA_DSCRTP:1000895,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.11173,-141.8932,4856,2018,site 5.11173_-141.8932_4856,NA,NA
10810,megafauna,WEST,,NOAA_DSCRTP:1000896,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,7.03158,-149.9382,5036,2018,site 7.03158_-149.9382_5036,NA,NA
122699,megafauna,WEST,,NOAA_DSCRTP:1000897,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,7.02765,-149.9369,5032,2018,site 7.02765_-149.9369_5032,NA,NA
125427,megafauna,WEST,,NOAA_DSCRTP:1000898,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.0595,-141.8303,4868,2018,site 5.0595_-141.8303_4868,NA,NA
46355,megafauna,WEST,,NOAA_DSCRTP:1000899,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97276,-149.9415,5007,2018,site 6.97276_-149.9415_5007,NA,NA
9292,megafauna,WEST,,NOAA_DSCRTP:1000900,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98457,-149.9349,5005,2018,site 6.98457_-149.9349_5005,NA,NA
71230,megafauna,WEST,,NOAA_DSCRTP:1000901,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,7.03003,-149.9376,5034,2018,site 7.03003_-149.9376_5034,NA,NA
22185,megafauna,WEST,,NOAA_DSCRTP:1000902,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05586,-141.8291,4870,2018,site 5.05586_-141.8291_4870,NA,NA
29729,megafauna,WEST,,NOAA_DSCRTP:1000903,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97118,-149.9423,5007,2018,site 6.97118_-149.9423_5007,NA,NA
123901,megafauna,WEST,,NOAA_DSCRTP:1000904,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.99364,-149.9116,5007,2018,site 6.99364_-149.9116_5007,NA,NA
522,megafauna,WEST,,NOAA_DSCRTP:1000905,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.99179,-149.91172,5006,2018,site 6.99179_-149.91172_5006,NA,NA
112723,megafauna,WEST,,NOAA_DSCRTP:1000906,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05998,-141.8304,4868,2018,site 5.05998_-141.8304_4868,NA,NA
49171,megafauna,WEST,,NOAA_DSCRTP:1000907,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05838,-141.8283,4868,2018,site 5.05838_-141.8283_4868,NA,NA
89737,megafauna,WEST,,NOAA_DSCRTP:1000908,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97403,-149.9408,5007,2018,site 6.97403_-149.9408_5007,NA,NA
80569,megafauna,WEST,,NOAA_DSCRTP:1000909,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.99172,-149.9117,5006,2018,site 6.99172_-149.9117_5006,NA,NA
95871,megafauna,WEST,,NOAA_DSCRTP:1000910,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05529,-141.8237,4871,2018,site 5.05529_-141.8237_4871,NA,NA
98602,megafauna,WEST,,NOAA_DSCRTP:1000911,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.98216,-149.9362,5008,2018,site 6.98216_-149.9362_5008,NA,NA
98410,megafauna,WEST,,NOAA_DSCRTP:1000912,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.97904,-149.9379,5008,2018,site 6.97904_-149.9379_5008,NA,NA
901,megafauna,WEST,,NOAA_DSCRTP:1000913,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.99218,-149.91162,5006,2018,site 6.99218_-149.91162_5006,NA,NA
94612,megafauna,WEST,,NOAA_DSCRTP:1000914,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,6.99117,-149.9117,5005,2018,site 6.99117_-149.9117_5005,NA,NA
9761,megafauna,WEST,,NOAA_DSCRTP:1000915,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05867,-141.8288,4868,2018,site 5.05867_-141.8288_4868,NA,NA
120893,megafauna,WEST,,NOAA_DSCRTP:1000916,MachineObservation,no- not spp level,Hyalonema,,,1,genus,genus,Porifera,Hexactinellida,Amphidiscosida,Hyalonematidae,Hyalonema,5.05868,-141.8286,4868,2018,site 5.05868_-141.8286_4868,NA,NA
