rec,size_cat,REGION,qualif_ed,occurrenceID,basisOfRecord,INCL,ScientificName_accepted,taxonConceptID,NAME,individualCount,TR_w_TCID,taxonRank_ed,phylum,class,order,family,genus,Latitude,Longitude,depth,date_year,SITE,datasetName,associatedReferences
106341,megafauna,WEST,,NOAA_DSCRTP:1001369,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.02813,-149.937,5032,2018,site 7.02813_-149.937_5032,NA,NA
2482,megafauna,WEST,,NOAA_DSCRTP:1001370,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99967,-149.91123,5010,2018,site 6.99967_-149.91123_5010,NA,NA
120777,megafauna,WEST,,NOAA_DSCRTP:1001371,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97312,-149.9413,5007,2018,site 6.97312_-149.9413_5007,NA,NA
123669,megafauna,WEST,,NOAA_DSCRTP:1001372,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.02735,-149.9367,5032,2018,site 7.02735_-149.9367_5032,NA,NA
63362,megafauna,WEST,,NOAA_DSCRTP:1001373,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99211,-149.9116,5006,2018,site 6.99211_-149.9116_5006,NA,NA
46898,megafauna,WEST,,NOAA_DSCRTP:1001374,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.98607,-149.9341,5000,2018,site 6.98607_-149.9341_5000,NA,NA
33296,megafauna,WEST,,NOAA_DSCRTP:1001375,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97492,-149.9402,5007,2018,site 6.97492_-149.9402_5007,NA,NA
84858,megafauna,WEST,,NOAA_DSCRTP:1001376,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.02834,-149.9371,5032,2018,site 7.02834_-149.9371_5032,NA,NA
47243,megafauna,WEST,,NOAA_DSCRTP:1001377,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99839,-149.9113,5009,2018,site 6.99839_-149.9113_5009,NA,NA
377,megafauna,WEST,,NOAA_DSCRTP:1001378,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99099,-149.91171,5005,2018,site 6.99099_-149.91171_5005,NA,NA
14751,megafauna,WEST,,NOAA_DSCRTP:1001379,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97535,-149.94,5007,2018,site 6.97535_-149.94_5007,NA,NA
61876,megafauna,WEST,,NOAA_DSCRTP:1001380,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03132,-149.9381,5035,2018,site 7.03132_-149.9381_5035,NA,NA
124497,megafauna,WEST,,NOAA_DSCRTP:1001381,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97941,-149.9377,5008,2018,site 6.97941_-149.9377_5008,NA,NA
74096,megafauna,WEST,,NOAA_DSCRTP:1001382,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.9934,-149.9116,5007,2018,site 6.9934_-149.9116_5007,NA,NA
16905,megafauna,WEST,,NOAA_DSCRTP:1001383,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99592,-149.9115,5008,2018,site 6.99592_-149.9115_5008,NA,NA
19459,megafauna,WEST,,NOAA_DSCRTP:1001384,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03399,-149.939,5038,2018,site 7.03399_-149.939_5038,NA,NA
36027,megafauna,WEST,,NOAA_DSCRTP:1001385,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.00013,-149.9112,5011,2018,site 7.00013_-149.9112_5011,NA,NA
115222,megafauna,WEST,,NOAA_DSCRTP:1001386,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03525,-149.9393,5039,2018,site 7.03525_-149.9393_5039,NA,NA
50224,megafauna,WEST,,NOAA_DSCRTP:1001387,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.98969,-149.9118,5003,2018,site 6.98969_-149.9118_5003,NA,NA
82883,megafauna,WEST,,NOAA_DSCRTP:1001388,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03129,-149.9381,5036,2018,site 7.03129_-149.9381_5036,NA,NA
123345,megafauna,WEST,,NOAA_DSCRTP:1001389,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97936,-149.9377,5008,2018,site 6.97936_-149.9377_5008,NA,NA
119998,megafauna,WEST,,NOAA_DSCRTP:1001390,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99267,-149.9116,5006,2018,site 6.99267_-149.9116_5006,NA,NA
71210,megafauna,WEST,,NOAA_DSCRTP:1001391,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03145,-149.9381,5036,2018,site 7.03145_-149.9381_5036,NA,NA
121270,megafauna,WEST,,NOAA_DSCRTP:1001392,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99087,-149.9117,5005,2018,site 6.99087_-149.9117_5005,NA,NA
96032,megafauna,WEST,,NOAA_DSCRTP:1001393,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03492,-149.9392,5039,2018,site 7.03492_-149.9392_5039,NA,NA
14718,megafauna,WEST,,NOAA_DSCRTP:1001394,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97565,-149.9398,5007,2018,site 6.97565_-149.9398_5007,NA,NA
76251,megafauna,WEST,,NOAA_DSCRTP:1001395,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.00389,-149.9111,5011,2018,site 7.00389_-149.9111_5011,NA,NA
18945,megafauna,WEST,,NOAA_DSCRTP:1001396,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03437,-149.9391,5038,2018,site 7.03437_-149.9391_5038,NA,NA
15019,megafauna,WEST,,NOAA_DSCRTP:1001397,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03289,-149.9386,5037,2018,site 7.03289_-149.9386_5037,NA,NA
13828,megafauna,WEST,,NOAA_DSCRTP:1001398,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99237,-149.9117,5006,2018,site 6.99237_-149.9117_5006,NA,NA
74606,megafauna,WEST,,NOAA_DSCRTP:1001399,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03437,-149.9391,5038,2018,site 7.03437_-149.9391_5038,NA,NA
83884,megafauna,WEST,,NOAA_DSCRTP:1001400,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97264,-149.9416,5007,2018,site 6.97264_-149.9416_5007,NA,NA
24855,megafauna,WEST,,NOAA_DSCRTP:1001401,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99665,-149.9114,5008,2018,site 6.99665_-149.9114_5008,NA,NA
40967,megafauna,WEST,,NOAA_DSCRTP:1001402,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.98016,-149.9373,5008,2018,site 6.98016_-149.9373_5008,NA,NA
24663,megafauna,WEST,,NOAA_DSCRTP:1001403,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99277,-149.9117,5006,2018,site 6.99277_-149.9117_5006,NA,NA
31308,megafauna,WEST,,NOAA_DSCRTP:1001404,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97225,-149.9418,5007,2018,site 6.97225_-149.9418_5007,NA,NA
26038,megafauna,WEST,,NOAA_DSCRTP:1001405,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97595,-149.9397,5007,2018,site 6.97595_-149.9397_5007,NA,NA
89307,megafauna,WEST,,NOAA_DSCRTP:1001406,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99633,-149.9114,5008,2018,site 6.99633_-149.9114_5008,NA,NA
33668,megafauna,WEST,,NOAA_DSCRTP:1001407,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99676,-149.9114,5008,2018,site 6.99676_-149.9114_5008,NA,NA
29309,megafauna,WEST,,NOAA_DSCRTP:1001408,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.9774,-149.9387,5007,2018,site 6.9774_-149.9387_5007,NA,NA
42977,megafauna,WEST,,NOAA_DSCRTP:1001409,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.98563,-149.9343,5001,2018,site 6.98563_-149.9343_5001,NA,NA
69175,megafauna,WEST,,NOAA_DSCRTP:1001410,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99148,-149.9117,5006,2018,site 6.99148_-149.9117_5006,NA,NA
5518,megafauna,WEST,,NOAA_DSCRTP:1001411,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.9762,-149.9396,5007,2018,site 6.9762_-149.9396_5007,NA,NA
67212,megafauna,WEST,,NOAA_DSCRTP:1001412,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99087,-149.9117,5005,2018,site 6.99087_-149.9117_5005,NA,NA
101822,megafauna,WEST,,NOAA_DSCRTP:1001413,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99398,-149.9118,5007,2018,site 6.99398_-149.9118_5007,NA,NA
80192,megafauna,WEST,,NOAA_DSCRTP:1001414,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97494,-149.9402,5007,2018,site 6.97494_-149.9402_5007,NA,NA
119268,megafauna,WEST,,NOAA_DSCRTP:1001415,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,5.11404,-141.8951,4855,2018,site 5.11404_-141.8951_4855,NA,NA
6649,megafauna,WEST,,NOAA_DSCRTP:1001416,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03056,-149.9378,5035,2018,site 7.03056_-149.9378_5035,NA,NA
96852,megafauna,WEST,,NOAA_DSCRTP:1001417,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.98986,-149.9118,5003,2018,site 6.98986_-149.9118_5003,NA,NA
92032,megafauna,WEST,,NOAA_DSCRTP:1001418,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99321,-149.9116,5007,2018,site 6.99321_-149.9116_5007,NA,NA
26236,megafauna,WEST,,NOAA_DSCRTP:1001419,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.00874,-149.911,5016,2018,site 7.00874_-149.911_5016,NA,NA
96552,megafauna,WEST,,NOAA_DSCRTP:1001420,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.98614,-149.934,5000,2018,site 6.98614_-149.934_5000,NA,NA
46952,megafauna,WEST,,NOAA_DSCRTP:1001421,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.98153,-149.9366,5008,2018,site 6.98153_-149.9366_5008,NA,NA
61475,megafauna,WEST,,NOAA_DSCRTP:1001422,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97991,-149.9374,5008,2018,site 6.97991_-149.9374_5008,NA,NA
112387,megafauna,WEST,,NOAA_DSCRTP:1001423,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97212,-149.9419,5007,2018,site 6.97212_-149.9419_5007,NA,NA
91965,megafauna,WEST,,NOAA_DSCRTP:1001424,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97216,-149.9417,5007,2018,site 6.97216_-149.9417_5007,NA,NA
101000,megafauna,WEST,,NOAA_DSCRTP:1001425,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,11.28221,-153.7432,5241,2018,site 11.28221_-153.7432_5241,NA,NA
60319,megafauna,WEST,,NOAA_DSCRTP:1001426,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,11.28867,-153.7425,5251,2018,site 11.28867_-153.7425_5251,NA,NA
100178,megafauna,WEST,,NOAA_DSCRTP:1001427,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.03013,-149.9377,5034,2018,site 7.03013_-149.9377_5034,NA,NA
108589,megafauna,WEST,,NOAA_DSCRTP:1001428,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99474,-149.9116,5008,2018,site 6.99474_-149.9116_5008,NA,NA
30985,megafauna,WEST,,NOAA_DSCRTP:1001429,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.98604,-149.9341,5000,2018,site 6.98604_-149.9341_5000,NA,NA
84900,megafauna,WEST,,NOAA_DSCRTP:1001430,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.99148,-149.9117,5006,2018,site 6.99148_-149.9117_5006,NA,NA
44225,megafauna,WEST,,NOAA_DSCRTP:1001431,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,6.97227,-149.9418,5007,2018,site 6.97227_-149.9418_5007,NA,NA
116339,megafauna,WEST,,NOAA_DSCRTP:1001432,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,11.25152,-153.6047,5203,2018,site 11.25152_-153.6047_5203,NA,NA
124815,megafauna,WEST,,NOAA_DSCRTP:1001433,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,7.26656,-149.7759,3568,2018,site 7.26656_-149.7759_3568,NA,NA
120494,megafauna,WEST,,NOAA_DSCRTP:1001434,MachineObservation,no- not spp level,Umbellula,,,1,genus,genus,Cnidaria,Anthozoa,Pennatulacea,Umbellulidae,Umbellula,4.90854,-141.6824,3244,2018,site 4.90854_-141.6824_3244,NA,NA
100003,megafauna,WEST,,NOAA_DSCRTP:1001439,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,6.98189,-149.9364,5008,2018,site 6.98189_-149.9364_5008,NA,NA
68695,megafauna,WEST,,NOAA_DSCRTP:1001440,MachineObservation,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,6.99083,-149.9117,5005,2018,site 6.99083_-149.9117_5005,NA,NA
95326,megafauna,EAST,,NOAA_DSCRTP:641274,PreservedSpecimen,no- not spp level,Isididae,,,1,family,family,Cnidaria,Anthozoa,Alcyonacea,Isididae,NA,11.7606,-116.738,4244,2013,site 11.7606_-116.738_4244,NA,NA
34865,megafauna,EAST,cf.,,PreservedSpecimen,no- not spp level,Coryphaenoides,cf. Coryphaenoides sp.,,1,genus,genus,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,13.8885,-116.6824,4156,2013,site 13.8885_-116.6824_4156,ABYSSLINE,"Amon DJ, Ziegler AF, Dahlgren TG, Glover AG, Goineau A, Gooday AJ, Wiklund H, Smith CR. Insights into the abundance and diversity of abyssal megafauna in a poly [...]"
35292,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Barathrites,,,1,genus,genus,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Barathrites,12.15333,-137.76,4934,1976,site 12.15333_-137.76_4934,NA,"National Museum of Natural History, Smithsonian Institution"
45692,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Actiniaria,,,1,order,order,Cnidaria,Anthozoa,Actiniaria,NA,NA,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
9758,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Actiniaria,,,1,order,order,Cnidaria,Anthozoa,Actiniaria,NA,NA,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
113382,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Pseudostichopus,,,1,genus,genus,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,13.23,-129.9167,4846,1980,site 13.23_-129.9167_4846,NA,"National Museum of Natural History, Smithsonian Institution"
25002,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Pseudostichopus,,,1,genus,genus,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,13.23,-129.9167,4816,1980,site 13.23_-129.9167_4816,NA,"National Museum of Natural History, Smithsonian Institution"
101608,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Pseudostichopus,,,1,genus,genus,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
96660,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Pseudostichopus,,,1,genus,genus,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
90479,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Pseudostichopus,,,1,genus,genus,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
57273,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Pseudostichopus,,,1,genus,genus,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,13.21667,-129.8833,4831,1980,site 13.21667_-129.8833_4831,NA,"National Museum of Natural History, Smithsonian Institution"
50583,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Pseudostichopus,,,1,genus,genus,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
24502,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Pseudostichopus,,,1,genus,genus,Echinodermata,Holothuroidea,Persiculida,Pseudostichopodidae,Pseudostichopus,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
80932,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Molpadia,,,1,genus,genus,Echinodermata,Holothuroidea,Molpadida,Molpadiidae,Molpadia,13.22667,-129.855,4846,1979,site 13.22667_-129.855_4846,NA,"National Museum of Natural History, Smithsonian Institution"
37213,macrofauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Dorididae,,,1,family,family,Mollusca,Gastropoda,Nudibranchia,Dorididae,NA,9.95,-137.7833,4919,NA,site 9.95_-137.7833_4919,NA,"National Museum of Natural History, Smithsonian Institution"
96557,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,9.95,-137.7,4919,1899,site 9.95_-137.7_4919,NA,"National Museum of Natural History, Smithsonian Institution"
96410,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,9.95,-137.7,4919,1899,site 9.95_-137.7_4919,NA,"National Museum of Natural History, Smithsonian Institution"
91005,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,9.95,-137.7,4919,1899,site 9.95_-137.7_4919,NA,"National Museum of Natural History, Smithsonian Institution"
73348,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,9.95,-137.7,4919,1899,site 9.95_-137.7_4919,NA,"National Museum of Natural History, Smithsonian Institution"
17629,megafauna,CENTRAL,,,PreservedSpecimen,no- not spp level,Porifera,,,1,phylum,phylum,Porifera,NA,NA,NA,NA,9.95,-137.7,4919,1899,site 9.95_-137.7_4919,NA,"National Museum of Natural History, Smithsonian Institution"
35148,meiofauna,EAST,sp.,WoRMS Editorial Board:WoRMS type localities:dr_id_1439025,PreservedSpecimen,no- qual- 'sp',Odetenema,Odetenema,,NA,temporary name,genus,Nematoda,Chromadorea,Desmoscolecida,Desmoscolecidae,Odetenema,14.11306,-125.8719,4498,2015,site 14.11306_-125.8719_4498,NA,NA
31674,meiofauna,CENTRAL,sp.,WoRMS Editorial Board:WoRMS type localities:dr_id_884365,PreservedSpecimen,no- qual- 'sp',Bathynema,Bathynema,,NA,temporary name,genus,Nematoda,Nematoda incertae sedis,Benthimermithida,Benthimermithidae,Bathynema,14,-130,5100,NA,site 14_-130_5100,NA,NA
3914,megafauna,CENTRAL,sp.,,PreservedSpecimen,no- qual- 'sp',Abyssopathes,Abyssopathes sp.,,1,temporary name,genus,Cnidaria,Anthozoa,Antipatharia,Schizopathidae,Abyssopathes,13.217,-129.9,4770,1980,site 13.217_-129.9_4770,NA,"National Museum of Natural History, Smithsonian Institution"
119736,megafauna,CENTRAL,sp.,,PreservedSpecimen,no- qual- 'sp',Acaudina,Acaudina sp.,,1,temporary name,genus,Echinodermata,Holothuroidea,Molpadida,Caudinidae,Acaudina,13.21667,-129.8833,4846,1980,site 13.21667_-129.8833_4846,NA,"National Museum of Natural History, Smithsonian Institution"
28636,megafauna,CENTRAL,sp.,,PreservedSpecimen,no- qual- 'sp',Amphioplus,Amphioplus sp.,,1,temporary name,genus,Echinodermata,Ophiuroidea,Amphilepidida,Amphiuridae,Amphioplus,13.14833,-129.8683,4877,1979,site 13.14833_-129.8683_4877,NA,"National Museum of Natural History, Smithsonian Institution"
44947,megafauna,CENTRAL,sp.,,PreservedSpecimen,no- qual- 'sp',Molpadiodemas,Molpadiodemas sp.,,1,temporary name,genus,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,13.23,-129.9167,4846,1980,site 13.23_-129.9167_4846,NA,"National Museum of Natural History, Smithsonian Institution"
44344,megafauna,CENTRAL,sp.,,PreservedSpecimen,no- qual- 'sp',Molpadiodemas,Molpadiodemas sp.,,1,temporary name,genus,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,13.23,-129.9167,4923,1980,site 13.23_-129.9167_4923,NA,"National Museum of Natural History, Smithsonian Institution"
74208,megafauna,CENTRAL,sp.,,PreservedSpecimen,no- qual- 'sp',Molpadiodemas,Molpadiodemas sp.,,1,temporary name,genus,Echinodermata,Holothuroidea,Persiculida,Molpadiodemidae,Molpadiodemas,13.21667,-129.8833,4862,1980,site 13.21667_-129.8833_4862,NA,"National Museum of Natural History, Smithsonian Institution"
19559,megafauna,CENTRAL,sp.,,PreservedSpecimen,no- qual- 'sp',Synallactes,Synallactes sp.,,1,temporary name,genus,Echinodermata,Holothuroidea,Synallactida,Synallactidae,Synallactes,13.23,-129.9167,4755,1980,site 13.23_-129.9167_4755,NA,"National Museum of Natural History, Smithsonian Institution"
5265,megafauna,CENTRAL,sp.,,PreservedSpecimen,no- qual- 'sp',Synallactes,Synallactes sp.,,1,temporary name,genus,Echinodermata,Holothuroidea,Synallactida,Synallactidae,Synallactes,13.23,-129.9167,4755,1980,site 13.23_-129.9167_4755,NA,"National Museum of Natural History, Smithsonian Institution"
113902,megafauna,CENTRAL,sp.,,PreservedSpecimen,no- qual- 'sp',Synallactes,Synallactes sp.,,1,temporary name,genus,Echinodermata,Holothuroidea,Synallactida,Synallactidae,Synallactes,13.21667,-129.8833,4877,1980,site 13.21667_-129.8833_4877,NA,"National Museum of Natural History, Smithsonian Institution"
